,sentences
0,"리버스 채널에서 매우 빠름 타임 어택과 카트 라이더 러 쉬 플러스 관련 정보, 내레이션과 일부분의 영상 편집을 담당하고 있다."
1,"영상에 있어서는 기본 적인 편집은 가능한 것으로 보이며, 가끔 씩 스스로 제작한 타임 어택 영상을 업 로드하기도 한다."
2,[10 ]PC 카트를 잠시 접었을 때 카트 라이더 러 쉬 플러스에 집중한 만큼 모바일 카트 라이더 실력도 최상급이다.
3,출시된 지 얼마 안 된 한국 카트 라이더 러 쉬 플러스에서 무한 부스터 모드로 빌리지 고가의 질주 38초를 기록하는 기염을 토하기도. 최근 카트 라이더 러 쉬 플러스의 흥행과 함께 많은 유저들의 주목을 받는 멤버로 급성장했었다.
4,그러나 현재는 프리 서버 플레이로 인해 후술된 일련의 논란 및 사건들이 재조명되어 잠정 활동 중단을 선언하고 자숙에 들어간 상태였지만 최근에 복귀하였다.
5,  자 세한 내용은 런 민 기/ 논란 및 사건 사고 문서를 의 번째 문단을의 부분을 참고하십시오.
6,한국에 뉴 커팅과 연타 끌 기라는 기술을 최초로 알린 유저이다.
7,"해 당 영상 본래 대부분을 리버스 채널에서 활동했으나, 개인 채널의 구독자가 카트 라이더 러 쉬 플러스 출시 이후 폭발적 [11 ]으로 증가 하여 런 민 기가 소속된 리버스를 추월하였다."
8,유 튜브 계정인 런 민 기 채널은 2019년 9월에 개설되었다.
9,이전 계정인 ' 민기 mingi [12] '에서 ' 런 민 기' 채널로 이동했다.
10,키보드 [13 ]를 많이 바꿨다.
11,2020년 현재 레이저 헌 츠 맨 토너먼트를 쓴다.
12,카트 라이더 러 쉬 플러스에서 컨텐츠를 찾다가 실수로 클럽 탈퇴를 하는 바람에 다 오 군단 테스트를 다시 보았다.
13,과거 ' 뛰출' 이라는 별명이 있었다.
14,"당시 런 민 기를 ' 뛰출' 로 부르는 시청자가 소수 있었는데, 스트리밍에서 해당 사항에 대한 본인의 언급은 ' 이제 포기했다' 고 했으며, 이 영상에서는 아예 반쯤 공인된 별명이 되었다."
15,주력 카트는 몬스터인데 올 블랙으로 바꾸고 흑우 짓을 했다며 신동이랑 베가 한테 까이고 샤우팅을 했다... 안 습한 국 최초로 모바일 카트 노 르 테 유 익스프레스에서 1분 49초 78이라는 엄청난 기록을 달성했다!
16,[14] 예전에 잠깐 중국어를 공부했었다고
17,한다.
18,"[15] 이 문서의 내용 중 전체 또는 일부는 리버스( 유 튜버) 문서의 r211 판, 번 문단에서 가져왔습니다."
19,이전 역사 보러 가기 이 문서의 내용 중 전체 또는 일부는 다른 문서에서 가져왔습니다.
20,"[ 펼치기 · 접기 ] 리버스( 유 튜버) 문서의 r211 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사)"
