,sentences
0,내 머리에 술이나 음식을 뒤집어 씌우든 침을 뱉든 욕을 하든 난 웬만한 일이면 웃어 넘길 수 있다.
1,"하지만 어떤 이유가 있더라도 내 친구를 괴롭히는 녀석은 용서하지 않는다!!!'' 여러 분 모두 성. 하. 오. 구독과 좋아요를 눌러 주시면, 정말 감사하겠습니다! ~"
2,"치 얼스( 충치 얼스, 고슴도치 얼 스 등)! 유 튜브와 트위치에서 게임을 방송하는 스트리머다. 주로 진행하는 컨텐츠는 리그 오브 레전드와 먹 방을 한다."
3,첫 방송일은 2017년 5월 31일이다.
4,초창기엔 롤 큐 페이스 북에서 독특한 메타로 플레이하는 영상으로 인기를 끌었다.
5,가장 큰 특징은 전세계 스트 리머 중 눈이 가장 작은 것이다.
6,하지만 방송 중 안경을 잘 쓰지 않거나 선글라스를 종종 낀다.
7,눈쟁이는? 스트 리머 중에 인성 평가가 좋은 편이다.
8,"욕설을 거의 하지 않으며, 남한테 피해를 주는 행동도 하지 않는다."
9,또 본인의 롤은 사랑 롤이라고 말하며 남 탓하지 말라 한다.
10,요즘은 의자도 치고 샷 건도 치지만 절대 직접적으로 피해를 주거나 남 탓을 하지 않는다.
11,자신의 롤 게임에서 아 랫 라인이 터지면 시청자들은 흔히 ' 성 텀' 이라 부른다.
12,본인도 바 텀이 터지는 건 익숙한 일인지 신경 안 쓰고 게임하는 모습을 보여준다.
13,욕을 한번도 내보내지 않은 것도 큰 특징. 100 만유 튜버 대도 서관처럼 욕 없는 방송을 한다.
14,심지어 성시 훈 입에서 욕하게 만들기 위해서 들어오자 마자 물을 뿌리거나 얼굴을 케이크에 묻기까지 한다.
15,# 그럼에도 불구하고 성시 훈의 입에서 욕이 나오지 않았다.
16,불경을 튼 뒤 나는 행 복합 니다를 부르는 대체 당신은... 이 점들이 인기 요소로 작용을 한다.
17,덕분에 긍정의 대명사라고 불리는 해물 파전의 후계자라고 평가 받고 있다.
18,어느 정도냐
19,"면 인지도 테스트를 위해 대전에 찾아갔는데, 대다수 사람들이 모른다고 할 때도 힘들 때 웃는 자가 일류다"
20,드립 치며 자신을 아는 사람을 찾는데 성공한다.
21,팔로 우한 트위치 스트 리머 중에 성시 훈 님 방송을 가장 많이 본다.
22,그 이유가 말을 진짜 잘해서 이다.
23,- 악녀 시 훈이 가 말 진짜 잘한다 방송 안 했으면 협상 가 했을 듯 - 투보 [2] 생방송에서 갑자기 롤 큐 사장님이나 악녀님이 들어와서 단순 채팅으로 이야기만 하는데도 그 이야기를 상황 극이나 드립을 계속 치면서 1시간 이상 말을 하며 유 튜브 각을 만들었다.
24,방송에 대한 피드백을 시청자들의 반응을 보며 많이 하는 거 같다 생방송에서도 본인이 직접 처음에는 말 빨과 드립으로 웃겼다가 나중에 억지 텐션으로 막 시끄럽게 해서 웃기려고 했다고
25,스스로 인정했다.
26,2018. 8. 21. 올라 온 소라 카 영상에서 이를 인정했고 다시 피드백하면서 최근 영상을 보니 확실히 억지 텐션과 시끄럽게 한 것이 없어 진 거 보니 개선에 성공한 거 같다.
27,성시 훈은 유독 악플러가 많다.
28,이유는 예전 방송 스타일을 보면 뭐든 다 참고 넘기려고 하고 심지어 악 플 댓 글에도 기분 좋은 댓 글을 달아 주면서 좋은 모습을 보이려고 노력하기 때문이다.
29,그래서 악플러들이 유독 더 심한 공격을 한다.
30,심지어 긍정 롤을 했음에도 불구하고 남 탓하고 욕설한다면서 주작을 한 글이 좋아 요가 많이 찍히기까지 했다.
31,"구 글에 성시 훈만 검색해도 나오는 게 노 잼, 대리, 논란, 자랑 챌 등이다"
32,하지만 문제점 역시 있다.
33,"방송 스타일이 몇 년 째 비슷 하단 점과 자극성이 없어 재미가 없다는 평도 많다 방송 초기에는 나름 뉴 메타, 즐 겜 러 , 긍정적인 모습으로 인기를 끌었지만, 1대 5 억지 컨텐츠를 진행하고 사과를 한다거나 비슷한 컨텐츠들을 계속 우려먹는 다거나 하는 문제가 있다."
34,초기 방송 스타일로 인해 빠르게 올라가던 구독자가 35만명 선에서 급격하게 정체상태에 머물러 있다.
35,"방송 초기에는 성시 훈의 이미지, 스타일 등이 굉장히 새로 웠 고 반응도 좋았어"
36,"서 페이스 북 롤 큐 페이지 , 유 튜브 롤 큐 채널에서 지나치다 싶을 정도로 성시 훈을 밀어줬다."
37,허나 점점 똑같고 식상 해지는 컨텐츠나 억 탠 등으로 초반 좋았던 반응들은 점점 안 좋아지기 시작했고 롤 큐 채널 소속 스트 리머 중 성시 훈의 독주라고 할 수 있을 정도로 구독자가 많이 늘어났지만.. 다른 재밌는 타 유튜버들이 생겨나면서 밀려나는 추세이다.
38,"예전 생방송 랭겜 중 같은 팀의 한 유튜버가 조이 서폿으로 안 좋은 성적을 거둔 후 다른 모습을 보여주고 싶다며, 성시 훈에게 유 튜브 삭제 빵을 거는 등 성시 훈에게 시비를 걸었지만, 성시 훈은 오히려 웃으면서 받아 주었다."
39,1:1에서 성시 훈이 승리를 하였고 그 후 그 유튜버는 보이스 챗을 걸은 후 성시 훈이 힘든 게임을 역전하는 영상을 자주 올려서 일부러 그런 게임을 만들려고 던졌다고
40,"주장을 하자 성시 훈은 "" 다른 사람에게 민폐를 끼치면 안 된다고, 그게 자신만 있었던 게임이면 용서했겠지만 같이 게임을 한 다른 3분의 유저를 대신해서는 자신이 용서해 줄 수 있는 위치에 있다고"
41,"생각하지 않는다 ""라고 말하는 등 좋게 해결하려 했지만, 그 유튜버는 당황을 했는지 던진 게 아니라고 말을 바꾸는 등 이상한 행동을 보여 시청자들을 분노케 했다."
42,그 와중에도 성시 훈은 그 유튜버가 어리고( 고등학생) 유 튜브를 시작한 지 얼마 안 됐으니 이 상황을 유 튜브에 올리지 않기로 약속했으며 시청자들에게 이 동영상을 유 튜브나 페이스 북에 올리지 말아 달라 요청하고 그 채널에 가서 테러나 욕을 하는 것도 하지 말아 달라고 요청했다.
43,많은 시청자들이 요즘 트렌드인 사이다 나 참교육 동영상으로 올리는 게 어떠하냐고 물어봤지만 성시 훈은 유 튜브 조 회수만 보고 일하면 큰일 난다고 하며 빛나는 인성을 보여주었다.
44,여담으로 블 개님의 제안으로 만약 그 유튜버가 관련 동영상을 악의 적인 편집을 해서 올리거나 한다면 반격할 것이라고 한다 악녀를 비롯한 스트리머나 기타 특정 챔피언 최고 봉의 장인들과 친분이 있다.
45,인성 터트린 블 개 라든 가 블 개 라든 가 블 개 라든 가 Cheers( 치 얼스) 매 무리 짓구요~
46,"[3 ]인 삿 말은 자신의 성씨인 "" 성"" 과, 중국의 인 삿 말인 "" 니 하오( 你好) ""를 합성한 "" 성 하오( 성 好)"" 이다."
47,"https: //youtu .be /HQrQQL4o7dY 논란의 영상 주요 내용 간략 정리'' 여자친구 생긴 걸 공개한 성시 훈'' 트위치 및 유 튜브 시청자 "" 이 얼굴로 사귐?, 여 친 얼마 주고 섭외함?, 배신자, 실망 임 구취함 "" 채팅 창 폭발'' 성시 훈 : ( 여 친) 없는 분들은 ( 비웃음) 모를 건데? ㅋㅋ'''' 아니 난 웃긴 게 여러분들, 여러분도 사귀어! 사귀 라니 까? 사귀라고! ㅋㅋ '''' 괜히 자기들이 솔로니 까 솔로 천국 커플 지옥 이러는데 ㅋ.. 걍 연애해 라'''' 내가 하나 알려줄까?"
48,솔로보단.. ㅎ 커플이 더 많아 ㅎ 왜? 커플은 두 명이 거든 ㅋ 솔로는 한명이고'' 그리고 유 튜브 반응을 간략하게 정리하면 응원하는 댓 글 또는 구독 취소한다는 댓 글 + 엄청난 싫어요.
49,이 사건을 기점으로 성시 훈의 구독자가 35.5만에서 35.4만으로 떨어졌다.
50,"댓 글들을 살펴보면 구취의 이유가 여자친구가 생겼기 때문에, 장난으로, 성시 훈의 얄미운 발언 때문에 등이 있다는 것을 알 수 있다.1"
51,차 해명: https: //youtu .be/ -ejovWy46e8 결 국 위와 같이 해명 영상을 올렸다.
52,허나 이 영상이 올라간 뒤로 35.4만에서 35.3 만이 되었다.
53,성시 훈은 해명을 통해 ' 여자친구 얼마 주고 섭외했어?
54,' ' 그 얼굴에 여 친이 생겨?' 와 같은 시청자들의 채팅에 그 사람들에게 말을 한 것이지 모든 구독자들에게 한 것이 아니라고 억울함을 호소하며 해명했다 그리고 오해하신 분들에게는 기분이 나쁠 수 있으니 정중히 사과를 했다.
55,물론 영상 자체에서는 구독자 전체에게 한 것처럼 보일 수 있는 상황이였어서 오해가 생기기 충분한 상황이었다.
56,허나 해명을 했음에도 영상을 보지 않고 또 똑같은 댓 글을 다는 사람이 있고 구독 취소를 하는 사람이 늘어났다.2
57,차 해명: https: //youtu .be /T __dLX3lxOI 결국 2차 해명 영상을 올리는 경지에 도달했다.
58,해 명의 컨텐츠화 댓 글을 살펴보면 사람들이 점점 구취를 한 사람들에게 비판적으로 말하고 있는 모습을 볼 수 있다.
59,여론이 점점 비판적으로 바뀐 이유는 정중하게 2번의 사과를 했고 모든 구독자들에게 하지 않았다고
60,거듭 해명을 한 상황임에도 구독자가 돌아오지 않고 아직도 싫어 요가 많은 상황이 나오다 보니 그런 듯하다.2020
61,년 7월 16일 기준 구독자가 35.2만으로 더 줄었다.8
62,월 15일 기준 구독자가 35.1만으로 더 줄었다.10
63,월 14일 기준 구독자가 35만명이 되었다.11
64,월 1일 기준 구독자가 결국 34.9만명이 되었다.2020
65,년 11월 11일 영상에서 3년 간 시청자들에게 눈물을 한 번도 흘리지 않은 성시 훈이 눈물을 흘렸다.
66,"# 그는 한 시청 자로부터 "" 형 영상을 의리로 본다"" 는 말을 들었고, 그 뒤로 많은 성시 훈의 영상과 컨텐츠에 대해 많은 이야기를 나누었다."
67,"그러다가 어떤 시청 자로부터 "" 형 방송 보는 게 하루 중에 젤 재밌었는데 돌아오니까 너무 좋다"" [9] 라는 말을 들었고, 성시 훈은 이 말을 듣고 눈물을 흘렸다."
68,현재 성시 훈이 진행하는 주 컨텐츠이다.
69,현재는 성시 훈이라는 닉네임으로 랭크 게임 위주로 하며 티어는 시즌 10 기준 골드이다 매 시즌마다 실~ 골 티어를 유지한다 미 드가 주 포지션이다 [3] [4] 연습 모드나 사용자 지정으로 여러 실험과 뉴 메타를 진행 중이다.
70,뉴 메타를 실험하거나 미션을 수행할 때 5 인 큐로 허락 맡고 한다.
71,"대표적인 영상으로 AP 애 쉬 궁 올인 한 방 나 서 스 10000 스택 쌓기 [5], 흡혈 최대 소라 카 등이 있다."
72,"또 한 솔 랭 챌린저 유저 한 명( 혹은 두 명) 과 브론즈, 실버, 골드, 플래 티 넘 유 저가 대결하는 컨텐츠도 진행한다."
73,"[6] 일명 성시 훈의 롤 챔스, 성 챔 스. 특정 챔피언 장인들을 게스트로 초대해 방송한다."
74,티어를 속이는 몰래 카메라 컨텐츠나 1대 1 컨텐츠 등 다양한 방식이 있다.
75,"대부분 1:5, 2:5 컨텐츠는 솔 랭 챌린저, 5:5 컨텐츠는 자유 랭크 챌린저로 진행한다."
76,먹 방도 조용하고 긍정적으로 한다
77,롤 못 지 않게 먹 방도 자주 진행한다.
78,집에서 치킨을 자주 먹는다.
79,최근에는 24 시간 혹은 40 시간 굶은 뒤 음식을 먹는 컨텐츠를 한다.
80,"지금까지 먹 방을 보여준 음식들은 치킨, 라면, 떡볶이, 돈가스, 열무 국수, 족발, 만두, 벌꿀 집 등이 있다."
81,"심지어 클럽 가서 연어, 떡볶이, 닭 강정, 육회, 곱창, 오리 고기, 땅콩과 자만 먹고 집으로 간 적도 있다 최근에 는 롤 말고 다른 컨텐츠도 진행하고 있다."
82,구독자 수를 늘리기 위해 다른 게임을 한다.
83,8월 3 일방송기준으로 구독자의 남녀 성비는 87:13 로 여성 구독자의 비율이 어느 정도 있는 편이다.
84,[7]
