,sentences
0,대결의 룰을 아십니까?
1,"클래 시 오브 클 랜과 헤이 데이, 브롤스타즈를 이은 슈퍼 셀의 다운 로드 수 1억 돌파를 한 게임이다."
2,"헤이 데이, 클래 시 오브 클 랜, 붐 비치를 제작한 슈퍼 셀에서 새로 발표한 모바일용 CCG. 이름에서도 알 수 있듯이 클래 시 오브 클 랜의 세계관을 기초로 제작되었다.2016"
3,"년 1월 13일에 중국을 포함한 일부 나라에서만 iOS로 소프트 런 칭을 시작했으며, 이후 2월 16일에 안 드로 이드로도 IOS로 소프트 런 칭을 하는 국가들에 한해 소프트 런 칭을 시작하였다."
4,"2016년 3월 2일 iOS, 안 드로 이드 모두 전세계 동시 발매되었다."
5,베타 테스트 당시의 미리 보기. 위 내용을 보면 현재와는 다른 점이 많다.
6,[11] [13] 상자를 열어서 새로운 카드를 획득하고 그 중 8 장의 카드로 자신만의 덱 [14] 을 구성해 상대 방과의 실시간 전투에서 사용한다.
7,게임이 실시간으로 진행되기 때문에 턴 개념이 없다.
8,"카드의 드로 순서( 선패), 카드가 상자에서 나오는 운 정도를 제외하면 게임에 영향을 끼치는 운 요소도 별로 없다."
9,빠른 두뇌 회전과 손놀림도 요구된다.
10,사실 카드 게임보다는 카드로 뽑을 수 있는 유닛만 제한될 뿐인 RTS에 가깝다.
11,특징적으로 각 카드 별로 레벨 개념이 있어 Pay to Win의 특징도 가지고 있다.
12,하지만 최대 레벨이 존재해 결국 현 질만으론 최상 위 랭크에 올라가는 건 불가능하며 카드 레벨과 프로 수준의 운영능력을 모두 가져야만 비로소 최상 위 랭크에 올라설 수 있다.
13,카드 레벨이 올라갈수록 업그레이드에 필요한 골드/ 카드 수가 기하급수적으로 늘어나 점점 업그레이드 하기가 힘들어 지지만 재화를 얻을 수 있는 요소가 많아 지면서 꾸준히만 한다면 충분히 만렙을 찍을 수 있다.
14,또 한 2018년 9 월 업데이트로 교환 토큰이 등장하면서 그 난이도는 더 쉬워 졌다.
15,[15] 자세한 내용은 카드 문서 참조 앞에서도 언급했듯이 같은 슈퍼 셀의 게임인 클래 시 오브 클 랜과 세계관을 공유한다.
16,"게임 내 나오는 자원은 골드, 엘릭서 [16], 캐시는 보석, 점수는 트로피로 동일하다."
17,게다가 나오는 카드를 보면 일부가 클래 시 오브 클 랜에서 나오는 유닛/ 건물/ 마법이다.
18,"게다가 게임 초창기의 TV 광고에서 아레나의 관중석을 자세히 살펴보면 장인과 마을 주민이 있으며, 클래 시 오브 클 랜 만화인 Clash-A-Rama에서도 클래 시 로얄에 관련된 이야기가 나오기도 한다."
19,그리고 클래 시 오브 클 랜에서 클래 시 로얄의 카드를 역수입해 가기도 했다.
