,sentences
0,プルトン / Pluton[2] 신의 이름을 가진 고대 병기로 먼 옛날 워터 세 븐 에서 만들어 진 전함이다.
1,톰 曰 조선사상 최악의 괴물 라 하며 [3] 그 위력은 한 방만 쏘면 섬 하나를 흔적도 없이 날려 버린다고 전해 진다.
2,[4] 아직은 어떻게 생겼는지 실체도 모르지만 아 르 바나 지하 신전에 있는 포네 그 리프에 알라 바스타 왕국 어딘가에 잠들어 있는 플루톤의 위치가 기록되어 있다.
3,[5] 녹 업 스트림을 일으키는 능력을 가진 전함이 아닐까 하는 추측이 있다.
4,"확실히 섬 하나를 순식간에 날려 버릴 수 있긴 한데 포세이돈으로 뚫리는 길이 해로라는 것을 생각해 보면, 우라노스가 녹 업 스트림으로 항공로를 뚫는다는 쪽이 자연스럽다."
5,"그렇다면 플루톤은? 참고로 하데스= 플루토가 관장하는 저승은 지하 세계로 여겨 지기 때문에, 하데스를 대지( 및 거기서 나는 광물과 풍요) 의 신으로 취급하기도 한다."
6,"[12] 즉 하늘( 우 라 노스), 바다( 포세이돈), 그리고 땅( 플루톤 )으로 육해 공을 맞출 수 있는 것이다."
7,이 때문에 많은 원피스 팬들이 추측하는 플루톤의 용도는 그 힘으로 거대한 땅 레드라인을 날려 버려 모든 바다를 하나로( =One Piece) 만드는 것이다.
8,[13] 또 스팬 담이 말하길 해군의 ' 정의의 문' 은 파괴가 불가능하다고
9,"했는데, 루피가 해적 왕이 된 다음 플루톤을 이용해 정의의 문을 날려 버리고 세계 정부와 전쟁을 시작할 것이라는 추측도 있다."
10,"덤으로 이럴 경우 레드 라인 밑에 있는 어인 섬은 십중팔구 멸망하므로, 마담 셜리의 예언 또한 현실화된다."
11,"[14] 많은 작품의 클리셰처럼 등장하며 신비롭고 막강한 고대 병기 이지만, 잘 생각해 보면 작중 시점에도 한 척이 알라 바스타 어디 인가에 남아 있고, 설계도만 있다면 몇 척이나 건조할 수 있었다는 점이 다르다."
12,[15] 크로 커다 일이 니 코 로 빈 을 영입한 것도 바로크 워크스를 결성해서 알라 바스타 전복을 꾀한 것도 전부 세계정부와도 맞설 수 있는 군사력인 플루톤을 손에 넣기 위함이었다.
13,그러나 로 빈 은 애초에 병 기를 건네줄 생각이 없었기 때문에 포네 그 리프를 읽고 플루톤이 있는 위치를 알아내고도 침묵했다.
14,그리고 네 펠 타리 코브라는 만약 당신이 사실을 크로커다일에 말했다면 이미 이 나라는 그의 것이었다고
15,"말함으로써, 실제로 플루톤의 존재가 기록되어 있음을 인정했다."
16,[6] 과거 너무나 강력한 병기를 만들어 버린 플루톤의 설계자는 만에 하나 이 힘이 어떤 머저리의 손에 넘어가 폭주했을 때 누군가 또 하나의 병기를 만들어서 그 독주를 저지해 달라는 염원을 담아 설계도를 후세에 물려주었다.
17,[7] 가장 최근에 설계도를 소유하고 있었던 사람이 바로 프랑 키. 원래는 프랑 키의 스승인 톰이 갖고 있었다.
18,"대해적 시대가 길어 짐에 따라서 병기에 대한 생각이 바뀐 세계정부 는 당시 CP5 주임이었던 스팬 담에게 플루톤의 설계도를 손에 넣을 것을 지시했고, 스팬 담은 워터 세 븐 을 조사하는 과정에서 설계 도가 있다는 것을 어렴풋이 눈치채고서 톰을 추궁했다."
19,"이에 톰은 당연히 없다고 거짓말을 했지만 이후 자기가 갖고 있으면 위험 하다는 생각에 두 제자인 아이스 버그와 프랑 키에게 맡겼는데, 프랑 키가 이걸 만들어 보자고"
20,입을 놀리는 바람에(...) 아이스 버그가 보관하게 됐다.
21,"톰이 설계도를 내놓지 않자 스팬 담은 그에게 터무니없는 죄를 뒤집어씌우고 에니 에스 로비로 연행했으나, 이미 아이스 버그에게 물려준 다음이라서 계획은 실패했다."
22,"[8] 이후 아이스 버그는 갈 레 라 컴퍼니를 세워 세계정부 선박 납품업체 사장이라는 직위를 확립했지만 어차피 설계도를 가지고 있는 한 자신이 정부의 표적이 되는 것은 시간문제라고 판단했고, 그래서 이미 세간에는 죽은 것으로 알려 진 프랑 키에게 설계도를 넘겨줬다."
23,하지만 포기하지 않고 최후의 수단으로 CP9를 투입해 기어코 플루톤의 설계도를 가지고 있는 프랑 키와 세상에서 유일하게 포네 그 리프를 읽고 병기를 부활시킬 가능성이 있는 사람인 로 빈 을 한꺼번에 에니 에스 로비로 압송했다.
24,그러나 이번에도 작전이 실패로 돌아갔다.
25,로 빈 이 세상에 퍼진 소문처럼 병 기를 악용하려는 ' 악 마' 가 아니며 설령 누군가 이용하려고 해도 그 상대가 절대권력이라고 해도 그녀를 지켜 줄 동료가 있음을 확인한 프랑 키가 설계자의 바람을 헤아려 자신이 갖고 있던 설계도를 완전히 불태워서 잿더미로 만들었기 때문이다.
26,[9] 만약 로 빈 이 정부에 손에 넘어가면 절망적인 상황이 되었겠지만 밀짚모자 일당의 대활약으로 결국 정부의 플루톤 부활 계획은 모두 허사가 되었다.
27,여담으로 플루톤의 경악스러운 힘은 설계도에서도 느껴지는지 실제로 설계도를 본 조선공들은 하나같이 얼굴이 새파랗게 질렸다.
28,"당장 아이스 버그도 "" 어떻게 이런 물건이 존재하는 거지?"" 라면서 경악했고 생각 없이 만들어 보자고"
29,"말했던 어린 시절의 프랑 키도 설계도를 처음 봤을 때는 "" 이게 진짜 인간이 만든 거라고?"" 면서 진심으로 당황했다."
30,[10] 심지어 로브 루치 와 카쿠도 프랑 키가 불태우기 전에 좌르륵 넘긴 플루톤의 설계도 일부를 얼핏 본 것만으로 식은땀을 흘렸다.
31,카쿠는 그렇다고
32,쳐도 그 루 치가! [11]
