,sentences
0,"제작전문 유 튜버, 게임전문 유 튜 버여 러 가지 도구들을 이용해 기발한 아이템을 만들거나, 쇳물을 이용해 각종 매체에서 등장하는 물건들의 모습을 모방하는 영상을 주로 올린다."
1,"몇몇 물건들에 한해서 킴스 맨 본인은 실용성 제로라고 하지만, 만드는 물건들마다 혼자의 힘으로 상당한 퀄리티를 보여준다."
2,그중에는 굉장히 참신 하다고 구독자들에게 극찬 받는 완성품도 있다.
3,"주로 주조기술을 위주로 작품을 만들었지만, 2018년 9월 초에 단조를 도전해 보기 위해 기차 레일을 이용하여 모루를 만들었다.2018"
4,"년 9월 즈음부터 수중 생물에 관심이 많아 졌는지 "" 직접 만든 통발로 물고기 잡기"", "" 맨손으로 가재 잡기"" 등등 수중 생물과 관련된 컨텐츠가 가끔 올라오고 있다."
5,구독자들 과의 소통이 매우 활발하다.
6,"유 튜브 댓 글에 답 글을 꼬박꼬박 잘 달아 주고, 본인 스스로도 댓 글 피드백을 참조하려 한다."
7,"본인이 만든 물건에 본인이 감탄할 때 종종 "" 와~. 이게 뭐이고! ""라고 외친다."
8,말버릇의 일종인 듯. 시청자들도 귀에 착착 감기는지 킴스맨의 말을 따라 쓰는 댓 글들이 종종 보인다.
9,""" 비싼 핸드 그라인더 쓰시네요"
10,""" 라는 댓 글에 "" 회사 퇴직금 털고 샀습니다"
11,"ㅠ ""라고 답 글을 단 것으로 보아 과거에는 직장이 있었던 듯 하다. 후에 밝혀진 바로는 조선소 출신이라고 한다."
12,거주지는 밝혀지지 않았지만 자신의 동네에 코카콜라 제 1 공장이 있다고
13,"하고, 신불산에서 영상을 자주 찍는 것으로 보아 양산시로 추정된다.2019"
14,년 1월 26일 스파이 더 맨 가면 영상 이후로 개인 사정으로 인해 업 로드를 쉬었으며 [2] 2020년 3월 10 일자 영상에서 향후 계획은 간단하게 게임 영상을 올릴 예정이라고 예기했다.
15,"그러나 복귀 이후 조회 수가 심히 안 습.. 게임 영상을 올리게 된 이후 구독자들 반응이 좋지 않자 기존 채널의 게임 영상들을 지우고 ‘ 킴스 킴 맨 ’이란 이름의 게임 전용 채널을 따로 만들었으며, 다시 제작 영상을 만들게 된다면 공지를 하겠다고"
16,밝혔다.
