,sentences
0,"과거 트위치 스트 리머, 유 튜버, 오버 워치 프로들의 영상을 모아 하이라이트를 제작했지만 2020년, 유 튜브 커뮤니티 가이드가 변경됨에 따라 가이드라인을 맞추기 위해 스트 리머 혹은 오버 워치 프로 분들의 매 드무 비만 제작 해 업 로드 중이다."
1,"옆 동네와 다른 점은, 하이라이트 영상 (POTG) 등을 사용하지 않고, 리플레이나 녹화 본 등을 편집해서 올린다."
2,위에 서술한 저작권 사건 이후로 구독자가 조금씩 감소하고 있다.
3,"[4 ]6 월 17일, 매일 1 개씩 꾸준히 올라오던 영상이 안 올라오게 되었다."
4,그리고 그다음 날인 18일에 영상을 모두 지우고 매 드무 비 영상을 하나 올렸다.
5,요약하자면 저작권 문제로 인해 영상을 다 내리게 되었고 앞으로는 매일 업 로드는 힘들지만 매 드무 비 위주로 올리게 될 것이라고 말했다.
6,이 일이 해결된 이후에는 영상의 퀄리티가 많이 높아 진 모습을 보인다.2020
7,년 9월 2일 업 로드 된 영상에 댓 글이 달린다.
8,바로 유 튜브 커뮤니티 가이드가 변경되었고 그로 인해 기존 유 튜브에서 단순한 하이라이트를 제작해서 수익을 창출하던 유 튜 버들의 채널이 순차적으로 수익정지에 들어갔다는 것이다.
9,따라서 오비 티비의 영상 삭제는 저작권 문제가 아닌 유 튜브의 양질의 컨텐츠를 위한 커뮤니티 가이드 변경에 따른 결과였고 갑작스런 수익정지에 당황한 건지 오비 티비 본인이 저작권 위반 문제로 영상이 내려갔다 고 공지를 해 버렸다는 것. 실제로 오비 티비 채널은 영상 설명에 항상 기재되어 있을 정도로 사전 허락이 없으면 영상을 업 로드 하지 않는다.
10,그런데 왜 저작권 위반 관련으로 공지를 내렸는지는 미지수다.
