,sentences
0,"한국의 Geometry Dash 유 튜버 겸 크리에 이 터. Geometry Dash의 모 더였기도 [5] 하며, 현재까지 도 활발히 활동하는 플레이어 중 한명이다."
1,현재는 군대에 입대하여 활동을 중단한 상태이다.
2,크리에 이 팅 실력은 현재 한국을 대표할 정도의 실력이다.
3,무려 크리에 이 터 순위의 10위에 자리 잡고 있다.Mulpan
4,의 2.1 첫 번째 맵인 Wake Up이 에 픽을 받으면서 한국의 첫 에픽 레벨이 되었다.
5,현재 기준 한국인들 중 에 픽 레벨이 가장 많다.11
6,"명이 참여해서 제작한 Korea 합작을 주도했으며, 그리고 거의 1년 만에 Partition Zion의 추천으로 이지 데몬으로 레이팅되었다!"
7,[9] 국 뽕 콩 드립 크리에 이 팅 스타일이 2.0을 기점으로 바뀐 크리에 이 터이다.
8,"2.0 중반 까지는 주로 도트 아트를 사용했으며, 그리고 2.0 후반부터 는 재밌는 레이 아웃에 신경을 써 디자인 스타일을 완벽하게 깔끔하게 바뀌었다.KJackpot,"
9,Partition과 자주 만나는 친구 사이이다.
10,Funnygame과 Syqual 과도 만나기도 한다.
11,자신의 이름으로 된 노래가 있다!
12,작곡은 Neple[10] 이 했고 노래에 Roblox와 지 오 메트리 대쉬의 데 스사 운 드가 사용 되었다.
13,곡 주소 그리고 심 영물도 즐긴다고 한다 2020년 7월 20일에 군대에 입대했다고
14,한다.2020
15,"년 4월 22일 한국시간 오전 5 시경, Geometry Dash의 모 더를 2년 간 유지해 왔던"
16,Mulpan의 모 더 권한을 박탈당했다.
17,"Geometry Dash의 모 더 들은 Discord의 모 더 전용 비밀 채팅 방에서 내부적인 회의나 사담을 나누곤 하는데, Mulpan이 비밀 Discord 채팅 방에 일부 대화 내용을 찍어 Mulpan이 속한 외부 Discord 채팅 방에 유출시켰다는 것이다."
18,"하지만 Viprin의 말에 따르면 Mulpan이, 이 유출 행위를 1년 동안 지속해서 해 왔고, 그 외부 채팅 방의 미상의 인물이 다른 모 더들에게 제보를 하여 알려 지게 됐다는 것이였다."
19,[8] 결국 Mulpan의 모 더 권한은 박탈되게 되었다.
20,"Mulpan도 자신의 유 튜브 채널의 커뮤니티 글에 상황을 전하며 자신의 실수를 인정했고, 많은 유저들이 이를 아쉬워했다.2020"
21,년 7월 20일에 Mulpan은 알츠하이머 병이라는 독창적인 주제를 가지고 만들어 진 SAVE AS 라는 맵을 올렸다.
22,"제목은 Ge? @o %me ?tr !y d^as $h 라는 제목으로, 맵의 분위기를 반영하려는 듯한 제목을 붙였다."
23,하지만 이후 Wulzy 라는 유저가 이 영상에 대해 트윗을 남겼다.
24,Wulzy는 Mulpan이 이 레벨 자체가 알츠하이머라는 민감한 주제를 다루고 있음에도 불과 하고 제목 어 그로를 하여 조 회수를 빨고 환자를 비하하려는 의도를 내포했다고
25,주장했다.
26,"많은 사람들도 이에 따라 Mulpan의 제목이 너무 이상 하다, 설명 창도 너무 제작자의 의도와 다르게 성의가 없다며 부정적인 댓 글을 달았다."
27,"이에 Mulpan은 댓 글 창을 중지, 제목을 바꾸다가 마침내 영상을 내렸다.So"
28,"first up, I mostly found Mulpan's video frustrating because of both its lack of credit and its potential as an attractor of a childish fanbase to a level that I tried to convey a specific theme with. Mulpan was actually the first figurehead to upload SAVE AS, (and even commented on a level - likely seeing the description) which is why my frustration with said upload was magnified - I didn't want the community's first look at SAVE AS to be in the form of simply a glitchy level. Wulzy's tweet was also made AFTER Mulpan took down the video and blocked Neigefeu - which is why he made said tweet in the first place. He was incredibly angry about the way Mulpan handled receiving criticism on an upload.- 이 사건에 대한 제작자 PAHC의 의견. 출처 요약하자면, Mulpan이 자신의 의도와 다르게 영상을 올려서 실망했지만, Wulzy의 주장도 도를 넘었다는 것. 애초 애 제목 무성의 = 알츠하이머 환자 비하의 논리는 말이 안된다."
29,이 사건 이후로 물 판은 커뮤니티 자숙을 하였다.EasyNormalHardBenevolent
30,- ☆4 HardOne Years - ☆5 HardRevival - ☆5 HardSoulmate - ☆5 HardStyx Helix - ☆4 HardWonderland - ☆5 HardHarderExuberant - ☆7 HarderFinal Attack - ☆7 Harder - 깔끔한 디자인으로 바뀐 Mulpan의 크리에 이 팅 스타일을 보여주는 맵 .Fortitude - ☆7 HarderLoose - ☆7 HarderMega Volt - ☆6 Harder Pokemon Combat - ☆7 Harder - 도트 아트를 사용한 Mulpan의 첫 별맵. WeoWeoTeo의 스포트라이트를 받으며 Mulpan의 인지도를 조금이나마 상승시켜 준 맵 .Triple Fear - ☆6 Harder InsaneBeyond Time - ☆9 InsaneWake Up - ☆8 Insane - Mulpan의 첫 2.1 별맵 이자 첫 에픽맵 이자 한국의 최초의 에 픽맵. 모든 게 다 최초이다... 2.1 블럭들이 새로 나왔지만 디자인이 맵과 노래에 잘 스며들고 자연스럽다.
31,이 맵을 기준으로 Mulpan의 유저 스탯에 별맵이 넘쳐나게 된다.Es
32,Dilar Nos : Angelbaton의 레이아웃을 디자인한 무이 펙 계열 맵. 하드 데 몬을 노리고 만든 레이 아웃이었지만 익데
33,로 레이팅 돼서 제일 쉬운 익데
34,중 하나였지만 인데로 격하됐다.
35,"( 여담으로 제목인 Es Dilar Nos는 아무 의미 없는 말이라고 )TitaniaDualviperOperationLimen : 원래는 Funnygame의 맵이었지만 중간에 휴식기에 들어가면서 마지막 파트 제작, 버그 픽스, 난이도 밸런스 조절, 베리 파이 및 퍼 블 리 쉬를 자신이 했다고"
36,한다.Elliptic
37,curve : Kireimirai의 레이아웃을 디자인한 맵 .The antagonist : Mulpan의 최고 작으로 엄청난 퀄리티를 자랑한다.
38,여담으로 첫 번째 보스가 메이 플 스토리 미르다.
39,"hapzak - ☆6 Harder - 한국인 5명 (Mulpan, Partition, SyQual, KJackpot, Funnygame) 똥 멍청이 크루가 1주년 기념으로 만든 심플 합작이다."
40,그래서 똥 멍청이 크루가 만들어 진 날짜 2018년 8월 3일이라서 카피 비밀번호가 180803이다.
41,난이도도 쉬워서 해보는 걸 추천한다.korea
