,sentences
0,"MBTI 와 16 Personalities 성격 유형 중 ENTJ 유형을 설명하는 문서. 순서기능 주기능 Te ( 외 향 사고) 부기능 Ni ( 내향 직관 )3 차기능 Se ( 외 향 감각 )4 차기능 Fi ( 내향 감정) 대담한 통솔자, 지도 자형 열성이 많으며 솔직하고 단호하고 지도력과 통솔력이 있다."
1,활동적이고 장기적인 계획과 거시적 안목을 선호한다.
2,지식에 대한 욕구와 관심이 많으며 특히 지적인 자극을 주는 새로운 아이디어에 높은 관심을 가지고 있다.
3,"일 처리에 있어 사전 준비를 철저히 하며 논리, 분석적으로 계획하고 조직하여 체계적으로 추진해 나가는 유형이다."
4,"다른 사람의 의견에 귀를 기울일 필요가 있으며, 자신과 타인의 감정에 충실할 필요가 있다."
5,겉보기 특성 - 사 교활동에 매우 적극적이며 본인이 직접 모임을 주도하고 적극적으로 대화의 주도권을 이끌어 나가는 힘이 있는 성격이다.
6,이것저것 논리적으로 계산을 하는데도 능숙해서 한마디로 유능한 성격의 대표주자이다.
7,"당연하게도 사회적으로 가장 성공하는 성격 유형이 기도 하다. [1] 수는 적지만 [2] 이들의 영향력은 상당히 큰 편. 주로 기업가, 사무관, 정치가, 전문직 직군에 많이 분포한다."
8,"활기찬 성격에 사교활동을 잘하고, 어려운 도전을 마다하지 않고 즐기며 일과 친하다 보니 성실한 경우가 많은데 다가 논리 정연하게 따지기를 좋아한다."
9,통계를 보면 E 형( 외향형) 중에서는 평균 IQ( 지능 지수) 도 높은 편이다.
10,현대 사회에 살아남기 위한 성격적 기질은 거의 다 가졌다고
11,봐도 무방하니 아무래도 성공률이 높을 수밖에 없다.
12,사회 인격 학의 쿼드 라 그룹 모형으로는 Gamma 그룹에 속한다.
13,"해 당 접근 방법에 의하면 MBTI 식 기준으로 ESFP, ISFP, INTJ 인 사람과 집단을 형성했을 때 가장 큰 심리적 편안함을 느낀다."
14,"[ 주의사항] 사회 인격 학의 갈등 관계 (Conflict, Conflicting Relations) 분석에서, 가장 상극인 MBTI 유형은 ISFJ(MBTI 식 지표) 이다."
15,고든 램지고 영 열 출처 김병관 (A .C .E) 출처도 영( 트레 저) 출처 디 투 출처 배승 민 베이 비소 울 출처 [7] 비토( 업 텐션) 출처서 현( 소녀시대) [8] 손 심 바 [9] 스윙스 출처 승 우 아빠 출처 시원( 슈퍼 주니어) 출처 신성 록 출처 아샤( 에버글로우) 출처 [10] 유 노 윤 호 [11] 윤하 출처 이낙 준 출처 이수 진 (Weeekly) 출처 이승 기 출처 이재경 출처이지영( 강 사) [12 ]이 특 출처 임은 수 [13] 잠 뜰 출처 전기( 인터넷 방송인) 주 학년 출처지식의 칼 [14] 지 코 출 처지 훈( 트레 저) 출처 [15] 찬 (TOO) 채인 [16] 최고기 출처 티파니 영 출처 현우 진 출처 [17] 희진( 이달의 소녀 )Key( 샤이니) [18] 로지 컬 [19] 주의 - 아래 항목은 다른 사람이 각 유형들을 보았을 때 일반적으로 느끼는 특성 위주로 서술되어 있다는 점을 감안할 것. 타고 난 지도자형이다.
16,"[4] 조직적, 체계적, 계획적이다."
17,일은 일대로 하고 욕은 욕대로 먹을 수 있다.
18,너무 완벽을 추구하기 때문에 남이 비집고 들어갈 틈이 없다.
19,상상을 많이 한다.
20,일반적으로 혼자 있는 것을 싫어하는 편이다.
21,인간 교류를 할 때 감정 교류보다는 아이디어를 나누고 협력해서 이루는 것을 좋아한다.
22,고집이 센 것처럼 보이지만 내 생각이 잘못된 것이 확인되면 바로 수긍한다.
23,호기심이 많다.
24,지적 욕구가 강하다.
25,감정 표현이 솔직해서 타인이 상처를 받을 수 있다.
26,사람보다 일을 중시한다.
27,가까운 사람에게 헌신적이지만 멀어 지면 뒤돌아보지 않는다.
28,가장 좋아하는 사람은 일 잘하는 사람. 반대로 무능한 사람을 특히 싫어한다.
29,항상 계획을 하고 실행한다.
30,일상적인 반복되는 일을 싫어한다.
31,변화 있는 생활을 즐긴다.
32,어려운 일을 만 나도 자극이 되어 쉽게 처리한다.
33,지적 능력 향상에 노력하고자 한다.
34,권위적이지 않고 아랫사람들 과도 의논을 잘한다.
35,오히려 부조리하고 비합리적인 것을 혐오한다.
36,[5] 반면에 자신이 아랫사람이 되는 것은 싫어한다.
37,자기 주관이 가장 확고하기 때문에 소위 말하는 꼰대들에게 가장 많이 저항하는 유형으로 알려 져 있다.
38,[6] 미래에 대한 꿈이 크다.
39,"솔직하고 결단력, 통솔력이 있으며 거시적 안목으로 일을 추진해 나간다."
40,일이 틀어지느니 미운 털 박히고 말 것이다.
41,효율을 중요시한다.
42,모두 짧은 시간 안에 사고 하고 판단하는 ' 급한 성질' 이 있다.
43,세상에 믿을 사람은 오직 나 하나라고 생각한다.
44,"열심히 일하며, 동시에 이루고 싶어 하는 꿈도 큰 전형적인 야심가 유형이다."
45,변호사 외교관 정치인 장교 CEO
