,sentences
0,SCP 재단을 소재로 하여 Lord Bung 이라는 유튜버가 제작하는 웹 애니메이션 시리즈다.
1,주인 공인 코너라는 D 계급 인원은 죽어도 재생하는 불멸자이다.
2,"이 애니메이션은 그가 재단의 실험에 투입되면서 일어나는 이야기들을 다루며, 당연하게도 SCP 재단 팬층을 타깃으로 하여 인기가 높다."
3,"유 튜브 한글 자막이 잘 달리나, 대사를 직접 듣고 번역하는 것이 아니라 영어 자막을 번역해 오는 것이기 때문에 늦다."
4,코너 Conner - 주인공이다.
5,파워 즈 박사 Dr. Powers - 코너의 심리치료사이다.
6,스페셜 시리즈 In the Pines - 인트로의 연장 버전이다.Only
7,Us - 주 인공 코너의 어린 시절 이야기를 다룬다.Anomalies!
8,"- SCP-1879[3] 가 한 가정집을 방문하는 이야기. 그 외 영상 Q&A with Lord Bung: Behind the ScenesMusic Video: Fine & DandyThe Boy in the Pitch Black RoomStopmotion - Connor's First ChristmasConnor vs SCP-682▶️ 보러 가기 등장 SCPSCP-082 - 식인종 "" 페르낭""▶️ 보러 가기 등장 SCPSCP-407 - 창세의 노래 SCP-007 - 복 부의 행성 SCP-1846 - 옥수수 천사 SCP-2427 - 갖가지 것 들 로 가득 찬 무언가 [A]▶️ 보러 가기 등장 SCPSCP-093 - 홍 해의 물체 SCP-1360 - PSHUD #31SCP-2306 - 원귀 AISCP 문서 읽기 유 튜 버인 TheVolgun이 특별히 더빙 지원을 하였다."
9,"▶️ 보러 가기 등장 SCPSCP-1836 - 얼음 속의 어머니 SCP-174 - 복화술 사의 인형 [A ]SCP-420 -J - 세계 최고로 존나 좋은 ████ 연출의 잔인성 때문인지, 시청하려면 성인 인증이 필요하다."
10,▶️ 보러 가기 등장 SCPSCP-2200 - 소 울 버그 성 우진에 TheVolgun이 포함되어 있다.
11,▶️ 1부 보러 가기 ▶️ 2부 보러 가기 등장 SCPSCP-3008 - 완벽하게 평범하고 일반적인 낡은 이케 아성 우진에 TheVolgun이 포함되어 있다.
