,sentences
0,사랑해요~
1,♡ ㅎㅎㅎ♡♡~~~ ㅎ~♡ ㅎㅎ♡♡♡~ ( 만취 )2019 년 3월 1일부터 트위치에서 방송하고 있는 IRL + 종합 게임 스트리머다. [14 ]ASMR 같은 차분하고 부드러운 목소리 [15] 가 인상적이며 전반적으로 온건하고 평온한 분위기의 언행을 보인다.
2,"방송 수위도 전체 연령 가에 가깝게 욕설 없이 클린한 편이지만, 매운맛( 섹 드립 )이나 욕설 전문인 스트 리머들 과도 자주 합방하는 스타일이다."
3,호스트인 오요 본인은 전체 연령 가 이지만 게스트들은 19 금을 넘나드는 경우도 많은 셈. 하지만 오요 자신은 매운맛인 사람들을 피하기보다는 반기면서 사이좋게 지내고 있다.
4,"그도 그럴 것이 오 요의 방송을 맨 처음 끌어올린 3 인이 매운맛& 욕설 컨셉 전문 스트 리머들( 김규식, 악녀, 투보) 이였기 때문이다."
5,실제로 오요 도 방송을 시작하기 전부터 도 다양한 컨셉의 스트 리머들을 두루 좋아했다고
6,한다.2019
7,년 3월 1일부터 방송을 시작했다.
8,처음 밝힌 방송 목표는 샌 드박스 네트워크 소속 크리에 이 터가 되는 것이었다.
9,구독자 상승 추이를 봤을 때 팬들은 충분히 가능 하다고 여긴다.2020
10,"년 5월, 샌 드박스 면접을 갔지만 본인 스스로 아직은 소속 사를 정할 때가 아니라고 판단했다며 밝혔다.2020"
11,년도 1월 들어 일주일에 구독자 수가 1만 명 가까이씩 늘어나는 모습을 보여주었다.
12,"또 한 그만큼 다양하고 수없이 많은 스트 리머들 과의 합방이 늘어 남에 따라 2, 3월 동안 합방 스케줄 조정에 힘쓰고 있다."
13,팬 덤 이름은 달곰 단이다.
14,2020년 팬 카페가 생기면서 여기서도 소통할 수도 있게 되었다.
15,구독 마크와 같은 팬 덤 상징으로는 1 세대엔 토끼가 사용되었다.
16,"이는 오 요의 이니셜 OYO가 토끼의 얼굴을 연상시키기 때문이었고, 팬 덤 이름은 바보단이었다."
17,그리고 유 튜브 기준 2020년 1월 26일 새로운 트수 캐릭터가 공개되었다.
18,"2 세대 팬 덤 상징 캐릭터의 콘셉트는 곰이며, 2 세대 팬 덤 이름은 ' 달곰 단 '으로 정해졌다."
19,바보에서 벗어났다 김규식: 첫 인연은 김규식이 오요에게 호스팅을 해 주면서부터 시작했다.
20,"평소에 악녀의 팬이었던 오 요를, 김규식이 악녀에게 소개시켜 주고 전화 연결을 해 주었으며, 이후 악녀, 김규식, 오요 조합으로 오요 타락 콘텐츠를 진행하면서 급격히 친해 졌다."
21,김규식은 그 어떤 스트리머보다 가장 먼저 오 요의 방송을 키워 준 대표적인 인물 중 한 명이다.
22,악녀: 평소부터 악녀의 팬이었다고
23,한다.
24,"악녀 역시도 자기는 목소리 좋은 팬이 반갑다며 오 요와 친분을 유지해 왔으며, 2019년 9월 4 일 트리 키 타워 노예 빵에서 패배하여 악녀의 노예 4호가 되었다."
25,"방송을 보면 처음에는 전화번호 빵으로 시작했지만, 대화 도중 노예 빵으로 변질되는 모습을 볼 수 있다(…). 이후 악녀와 친한 스트 리머들과 급속도로 친해 졌으며, 대표적으로 투보, 류 으 미, 룬 레이, 블 개, 똘 복, 간 애 등과 합방을 자주 진행하였다."
26,"2020년 새해 들어 노예 컨텐츠를 졸업하면서, 호칭은 악녀 언니로 굳어졌다."
27,"투보: 악녀의 소개로 투보의 타락 콘텐츠를 진행시키면서 친해진 듯 하다. 2019년 8 월말부터 오요 방송에 들어왔으며, 투보의 메인 콘텐츠 중 하나 인 ' 여자 스트리머한테 들이대기 콘텐츠 '를 진행했지만, 오요 성격상 다른 스트리머처럼 튕겨 내고 못하고 당하기만 하는 모습이 재미를 주었다."
