,sentences
0,"27 [1] 우 왁굳 TV 소속 아프리카 TV, 트위치 스트 리머이다."
1,본명은 윤 현웅. 1994 년생이다.
2,입대 전에는 공포 게임 전문 BJ로 한 때 아프리카 BJ 랭킹 9위에 올랐을 정도로 공포 게임의 대명사였다.2009
3,"년에는 우왁굳의 방송에서 GTA 유저로 활동했는데, 종종 게스트로 출연하여 큰 웃음을 주었다."
4,그 당시 닉네임은 '007' 이었다.
5,그는 호텔 기 방을 소개하기도 했다(...) [2] 2012년부터 2014년까지 게임 컴퍼니라는 클럽을 운영하기도 했으며 우 왁굳 TV와 교류 전을 진행하기도 했다.
6,게임 컴퍼니에는 조 마 문도 소속되어 있었다.2014
7,"년 9 월경 게임 컴퍼니를 해체하고 우 왁굳 TV 테스트 BJ로 들어와 바나나, 개구멍과 함께 정식 클럽 원이 되었다.2014"
8,"년 11월 23일 입대, 베 비를 유지한 채로 팬들이 방송국에서 입대 카운트를 재면서 그를 기다렸었다."
9,가끔 씩 휴가 나오면 방송을 진행하기도 했다.
10,그리고 2016년 8월 23일 제대를 했다.
11,"참고로 애청자 수, 팬클럽, 서포터, 방송시간 등 모든 면에서 우 왁굳 TV 클럽 원들 중 최고치를 찍었었다."
12,즉 우 왁굳 TV 내에서 객관적으로 봤을 때 인기는 가장 많다고
13,볼 수 있다.
14,하지만 유 튜브는 넘 사벽이 있... 이제 우 왁굳 tv가 거의 대부분 트위치로 넘어 오면서 의미 없게 되었다.2016
15,"년 10월 17일, 트위치로 이적을 선언했다."
16,"그리고 2017년 11월 8일, 아프리카 TV로 복귀했다.2017"
17,년 기준 노 돌리처럼 오버워치를 주로 하는 중. 오래도록 해 왔던 공포 게임보다 오버 워치 영상의 조회 수가 더 높게 나온다며 앞으로의 방향에 대해 고민하는 모습을 보이기도 했다.2017
18,년 8월 배틀 그라운드가 나온 이후 오버워치를 많이 쉬어서 그런지 실력이 많이 떨어진 모습을 보였다.
19,거기에 팀 운까지 없어서 티 어가 골드로 떨어졌다.
20,그래서 가끔 씩 트위치 오버 워치 경쟁 전 생방송을 보면 ' 두골 딱' 이라는 댓 글을 볼 수 있다.
21,여담으로 2019년 2월 1일 기준 두 칠 의 오버 워치 레벨은 496렙이다.
22,"현재 멤버는 포비, 밍 둥 [3], 고니 마 [4], 마 그 라돈 [5], 큐 딕, 쉽개 [6], 뢴 트게 늄 [7] 이다."
23,"이전 멤버로는 두유, 연 걸이 있다.2017"
24,년 9월 16일 기준 유 튜브 구독자 20만을 넘겼다.2018
25,"년 3월 18일, 트위치 송출을 중단했다."
26,그러나 3월 30일 생각을 바꾸어 아프리카와 트위치에 방송을 동시 송출하기로 했다.2019
27,"년 7월 27일, 오버 워치 초능력자들의 전쟁을 만들어 업 로드했다."
28,"배틀 넷에 서도 링크가 되었을 정도로 블 리 자드 시점에서 봐서도 양 작인 영상. 우왁굳의 현실 모드와 비슷한 룰을 채택하며, 편집도 상당히 비슷하다.2019"
29,"년 12월 1일, 유 튜브 영상에서 8년 만에 공식적으로 얼굴 공개를 했다."
30,메이 플 스토리를 한다.
31,"베라 서버에서 활동하며 직업은 썬 콜, 레 벨은 255. 길드 이름은 북두칠성이다."
32,"현재 아프리카 TV는 공포게임을 할 때만 이용하며, 유 튜브 생방송은 오버워치를 할 때 킨다.두"
33,칠의 구독 이모 티 콘은 여기서 확인 할 수 있다.
