,sentences
0,나무 3개 돌 8개 [7 ]2012 년부터 활동하기 시작한 마인 크래프트 유 튜 버이다.
1,아프리카 TV에서 마인 크래프트 모드 방송 BJ로 활동했지만 2017년 5월 15일부터 아프리카 TV를 접고 유 튜브로 옮겼다.
2,"초기 이름은 [K .G] 공갈이였고 그 다음은 공갈 뉨-, 그 다음은 공갈님, 현재는 그냥 공갈로 바뀌었다."
3,현재는 다시 정비하고 준비하는 게 있어 2020년 12월 9일 기준 1년 2개월 가량 영상 업 로드가 원활하지 않다고
4,한다.2019
5,년 10월부터 매일 업 로드되었던 공갈의 영상이 올라오지 않고 있다.
6,그동안 자신이 원하는 콘텐츠를 하지 못 함의 스트레스와 기타 걱정거리 때문으로 보인다.
7,"갑작스러운 활동 중단과 오랜 채널 방치로 구독자는 점점 줄고만 있고, 그의 팬들은 사망설까지 제기를 하고 있었던 상황까지 걱정한 팬들이 많았었는데, 2020년 8월 9일 9 시경 자신의 커뮤니티에 ☹ ️를 적은 글을 게시해 생존신고를 하였다.2020"
8,년 10월 21일에 병원에 입원하고 있는 셀 카를 찍어 커뮤니티에 게시했다.
9,머리에 비니를 쓴 모습이었기 때문에 시청자들 사이에선 암이 아니냐
10,는 이야기가 돌고 있다.
11,[8] 새해가 되자 2개월 만에 새해 복 많이 받으란 글로 생존신고했다.2013
12,"년도까지 는 마인 크래프트 모드 방송을 주로 했지만 2014년에 들어 토크 온 서버 테러를 시작으로 병신 어 드민 서버, 줄여서 병어섭을 골라서 테러하는 컨텐츠가 생겼다."
13,"하지만 테러 BJ 라는 인식이 너무 많이 생겨서 테러를 접게 되었다가 주말, 기념일에만 테러를 하겠다고"
14,결정을 번복했다.
15,"그러다가 2016년 10월 30일, 완전히 테러를 접게 되었다."
16,하지만 현재 다시 테러를 한다고 자신의 유 튜브 [9 ]에서 밝혔다.
17,"하지만 기존 방식의 테러가 아닌, 자신이 직접 서버를 만든 후 그 서버에서만 테러를 한다고 하니 병 어섭 어 드민이든 공 또 속섭 어 드민이든 손톱 뜯을 일은 없다고 보면 된다."
18,"컨텐츠의 중점을 너무 테러로 둔 나머지, 테러를 접은 후 고정 팬들이 모두 떠나가서 2만 조 회수가 정말 많은 조회 수일 정도로 인기도가 떨어졌고 힘든 시기를 보내게 된다."
19,그러다 공갈은 마인 크래프트 트롤링을 찍어 올렸는데 대박이 나서 3차 전성기 [10 ]를 맞이했으며 현재는 컨텐츠의 중점을 트롤링으로 두고 영상을 계속해서 업 로드하고 있다.
20,다만 너무 비중이 높아 져서 예전의 침체기가 반복될 것이라는 우려도 나오고 있다.
21,이제는 다시 서버 테러와 트롤링을 섞어서 하고 있어 그 문제가 사라졌다.
22,물론 공갈이 방송을 꾸준히 재밌게 하면 될 일이다.
23,그리고 서버 테러가 자극적이고 비판거리가 많은 컨텐츠라서 타격이 컸던 것이지 트롤링은 딱히 비판거리도 없으니 방송은 인기도가 높아 졌으면 높아 졌지 막 떨어지지는 않을 것이라고 보는 것이 객관적인 시각이다.
24,저 연령 시청자들이 급증해서 시청자들의 연령 대가 전체적으로 낮아 졌다.
25,앞서 서술했듯이 침체기가 온 이유는 테러 방송을 접고 나서부터 트롤링 영상을 올릴 때까지의 공백에서 기존 시청자들의 탈 덕 때문이었다.
26,[11] 그런데 이런 상황에서 트롤링 영상 덕분에 시청자들이 엄청나게 유입되었는데 그 폭발적인 인기를 몰아온 시청자들이 대부분 초등학생이라는 것이다.
27,"거기 다가 저 연령 시청자들을 막을 최후의 보루, 아프리카 TV까지 접어 버렸으니.. 다만 공갈 팬 카페에 있는 사람들은 옛날 방송부터 쭈욱 봐 왔던 골수 팬들이라 연령층이 낮아 지지 않았다."
