,sentences
0,"배움과 게임하는데 나이 따 윈 중요치 않은 쉐륌 다!! 게임을 풍류 있고 감성적으로 즐길 줄 아는 영어에도 능통한 Global 산신령 아, 아, 하나둘, 하나둘. 마이크 테 스팅. 여러분 안녕하세요."
1,반갑습니다.
2,"쉐립니다. [1 ]Shery [2] 트위 치의 게임, 특히 콘솔게임 전문 방송인. 현재 샌 드박스 네트워크에 소속되어 있다."
3,[3] 목소리가 좋은 아저씨다.
4,본인 말로는 닉네임 덕에 여 캠 방인 줄 알고 들어오는 시청자가 있었다고
5,한다.2009
6,년 2 월경부터 방송을 시작했으며 쉐리라는 이름은 'Shall We?' 에서 따왔다고
7,한다.
8,"아프리카 당시 방송을 켜면 맨 처음 보이는 일 러스트에 ""Shall We?"" 라는 말 풍선과 함께 담배 피우는 [4] 아저씨의 모습이 그려져 있기도 했다."
9,"2014 월드컵 중계 방송 중에 95 학번, 96 군번 임을 밝혔다."
10,[5] 띠는 용띠. 이 모든 정보를 조합해서 알 수 있는 정확한 생일은 1976년 9월 25일이다.
11,2020년 기준으로 45세( 만 44세) 이며 대학은 컴퓨터 공학과 [6 ]를 나왔다.
12,"간간히 이야기했던 사생활 정보를 보아 시집 간 누나 하나, 6살 아래 남동생이 하나 있는 듯. 이미지 아바 타는 백발이 풍성한 산신령 같은 노인이며 자신의 마스코트로 쓰고 있는 등 본인은 마음에 들어 하는 모양이다."
13,"플레이하는 게임의 폭은 꽤 넓어서 어쩔 때는 스크리블너츠나 옥토 대드 같은 캐주얼하고 가벼운 게임을 플레이하기도 하지만, 시청자들이 주로 주목하는 부분은 FPS/TPS 와 유 명 콘솔게임. 실제로도 쉐리"
14,방송을 보는 사람 중 신작 AAA 게임에 대한 구매결정이나 플레이 몰입 등을 보기 위해 보는 사람도 있을 정도로 최신 AAA 게임을 많이 플레이한다.
15,쉐리
16,"본인도 최상의 방송 품질을 제공하기 위해 정성을 쏟고 있고, 몰입 감 있는 게임을 할 때는 도 네이션이나 채팅 창을 꺼 둘 때도 있다."
17,방송 시간대는 11시에 시작해서 12시까지 IRL을 한 후 시청자 추첨 노래를 한번 틀고 난 뒤에 게임을 시작한다.
18,좋아하는 게임이나 스케줄이 있다면 가끔 낮방송도 한다.
