,sentences
0,"Bae ""Bang"" Jun-sik 대한민국의 리그 오브 레 전드 프로 게이 머. 前 NaJin White Shield, Xenics Blast, SK telecom T1, 100 Thieves, Evil Geniuses, 現 Afreeca Freecs의 원거리 딜러. SKT가 2015년부터 LCK 3회 연속 우승, 월드 챔피언십 2회 연속 우승과 MSI, IEM 월드 챔피언십까지 숱한 우승을 거머쥘 때 팀의 핵심으로 활약했다."
1,또 한 2020 년 롤 드컵 기준으로 MSI와 롤 드컵을 모두 우승해 본 유일한 원거리 딜러이다.
2,"역대 최고의 원거리 딜러를 논할 때 첫 순위로 꼽히는 선수로, 커리어 면에서는 어떤 원 딜러도 뱅을 따라오지 못한다."
3,"비록 2017년 인 성 논란과 롤 드컵에서의 부진으로 이미지를 실추시키기는 했지만, 2017년 암흑기를 제외하면 무너져 가는 SKT의 최후의 보루는 항상 뱅이 었다."
4,위에 나온 커리어 외에도 특이한 이력이 있다면 2018년까지의 파트너 인 울프와 함께 세계에서 가장 호흡을 길게 맞춘 봇 듀오라는 타이틀도 가지게 되었다.
5,"2012년 겨울에 나 진 화이트 실드의 봇 듀오로 첫 호흡을 맞추기 시작했고, 이후 나 진 화이트 실드에서 나와 각자 제닉스 블라스트( 뱅) / CTU ( 울 프 )에서 잠깐의 시간을 보내고 2013년 겨울에 SKT T1 S에서 다시 만 나 SKT가 지속 적인 리 빌딩을 거치는 과정에서 이들은 서로 옆에 남아 2018년까지 함께 했으니 2013년부터 2018년에 이르기까지 장장 6 년째 모든 시즌마다 경기 기록이 존재하는 셈이다."
6,"비록 2019년에는 각자 팀을 나와 헤어지게 되었으니 기록 갱신은 깨진 셈이지만, 1년마다 선수단이 휙휙 바뀌는 LoL e 스포츠의 세계에서 이렇게 오래 호흡을 맞춘 봇 듀오가 또 나와 뱅- 울 프의 기록을 깨기는 힘들 것이다."
7,뱅 선수는 모든 원 딜러들의 교과서라고 보면 될 거 같아요.
8,코어 장전 뱅의 최대 강점으로 평가 받는 요소는 단연코 뛰어난 포지셔닝에서 오는 생존력이라고 볼 수 있다.
9,"우지, 데 프트, 룰 러, 임프, 재키 러브, 피 글 렛 등 여타 원 딜러들은 하이 리스크 하이 리턴 플레이를 지향하고 잘하지만, 뱅은 역으로 본인이 자신만 살면 결국 한 타를 이긴다는 식으로 최대한 안정적으로, 죽지 않는 위치에서 딜을 하려고 노력한다고 말한 적이 있다."
