,sentences
0,트위치에서 활동하는 유 튜 버이자 스트 리머이다.
1,"주 컨텐츠는 게임 플레이, 그림 영상 등이다."
2,샌 드박스 네트워크에 소속되어 있다.
3,"' 메이 비' 라는 닉네임의 유래는 어감이 좋아서 따온 것이며 "" 어쩌면"" 이라는 의미가 마음에 들어서 사용하게 됐다고"
4,한다.
5,"차분하고 조용한 목소리를 가졌지만 텐션에 따라 격차가 있고 진지한 연기, 중 2 스러 운 특히 악역 대사를 잘 소화해 낸다."
6,"오타쿠 지만 애니 나 만화를 챙겨 보는 편은 아니라고 하며 방송에서는 J-ROCK이나 우 타이 테, 보컬로 이드 곡들을 자주 듣는다."
7,죠죠
8,러이다.
9,트위치에서는 주로 게임 플레이와 그림을 그리는 방송을 진행 중인데 게임은 주로 대세를 따르기보다 본인이 좋아하는 게임을 위주로 하다 보니 자칭 똥 겜 전문 스트리머라고 한다.
10,"방송 시작 계기로는 2010년 주 빙의 마인 크래프트 방송에 고정 멤버로 참가, 이후 멤버가 해체되면서 방송에 대한 로망을 갖게 되었음. 최소 2011년 후반기부터 아프리카 TV에서 방송을 진행 .2014 년 5월 인 디게임 실황 업 로드를 위해 유 튜브 시작 2014년 5월 31일에 그림 그리는 펭귄 시리즈를 시작 .2014 년 6월 29일 직접 제작한 마인 크래프트 맵 아 론 의 실황 영상 업 로드, 탈 출맵 실황 시리즈를 시작 .2015 년 3월 29 일 커버 송 로스트 원의 호곡 업 로드, 나는 음 치지만 노래를 좋아해 시리즈를 시작 .2015 년 5월 18일 타로카드 컨텐츠 시작, 향후 중단 .2015 년 7월 2일 구연 동화 시리즈를 시작. 그 해 8월 경, 구연 동화 시리즈는 샌 드박스 에 듀 케이 션 채널로 이전 .2015 년 8월 샌 드박스 네트워크 회사의 크리에 이 터로 정식계약 .2015 년 11월 21일 마인 크래프트 상황 극 환웅 전설 업 로드, 툰드라 도서관 시리즈를 시작 .2016 년 1월 28 일 오리지널 스토리 영상 "" 루프"" 업 로드, 스토리 시뮬레이션 시리즈를 시작 .2016 년 3월 3일 낙 썰: 칠 각별의 비밀 업 로드, 낙 썰 시리즈를 시작 .2016 년 3월 25일 구독자 10만 명 달성, 같은 해 6월 30일 실버 버튼 수령 .2017 년 4월 17일 메이 비 GAME 유 튜브 개설 .2018 년 2월 20일 메이 비 TV 구독자 20만 명 달성. 메이 비( 인터넷 방송인)/ 제작 맵 문서 참고. 캐릭터 컨셉 상 후드 안에 아무것도 안 입었다고"
11,한다.
12,시청자들의 애칭을 유 튜브 댓 글로 추천을 받고 그 중 3개를 추려서 투표로 정했는데 그 결과 뽑힌 애칭은 메랑 이였다.
13,웬만한 영상들의 오프닝 대사로 뺘뺘~ 라는 멘트를 사용한다.
14,아기 새의 울음소리를 연상케 한다 하여 사용하게 되었다.
15,[5] 우 왕 푸왕이라는 크리에 이 터 콜라보 레이션에 참여한 적이 있으나 자신과 우왕푸왕은 이제 관련이 없다고 2016년 11월 23일 생방송에서 밝혔다.
16,우왕푸왕이 없어 져서 많이 아쉬워 하는 듯하다.
17,나무위 키 내의 문서가 일부 맘에 안 들어서 본인이 직접 정리했다.
18,' 메리엘' 을 비롯해 구체 관절 인형을 다수 입양했다.
19,구체 관절 인형 재생 목록 인스타 그램에 안산이 자주 언급되는 것을 보아 안산에 사는 것으로 보인다.2018
20,"년 3월 26일, 인 스타 그램에서 생방송 매니저로 활동하는 김츠루 [6] 와 연애사실을 밝혔다.2018"
21,"년 11월 21일 오전 4 시경, 유 튜브 파트너였던 대 오디오와의 관계에 대한 장문의 글이 인 스타에 업 로드, 얼마 안가 삭제되고 메이 비의 계정으로 김츠루의 입장 문이 올라왔고 2018년 11월 23일 본인 유 튜브 채널에 해당 사건의 정리와 사죄에 대한 영상이 올라왔다."
22,"해당 영상 [7] 내용은 남자친구인 김츠루를 두고 대 오디오와 바람을 피게 된 사실 [8] 과 그 경위, 그에 대한 사과, 그리고 김츠루의 입장 [9] [10 ]2019 년 1월 4일 유 튜브 채널에 영상이 다시 올라오기 시작했다."
23,메이 비 본인이 깊은 반성을 보인 데 다가 김츠루의 대처가 상당히 노련했던 덕에 [11] 시청자들의 반응은 우호적인 편 .2019 년 3월 3일 새로운 채널 소개 영상을 올리고 현재까지 그림 영상과 몬스터 헌 터 편집 영상을 위주로 업 로드 중이다.
24,"이 문서의 내용 중 전체 또는 일부는 펭귄이 글루 문서의 r101 판, 번 문단에서 가져왔습니다."
25,이전 역사 보러 가기 이 문서의 내용 중 전체 또는 일부는 다른 문서에서 가져왔습니다.
