,sentences
0,착한 스토리 텔 러 고양이게임에 대한 정보를 알려주는 크리에 이 터이다.
1,"게임 캐릭터에 대한 충격적인 진실, 게임에 대한 비하인드 스토리, 게임에 대한 역사 등을 주력 컨텐츠로 올린다."
2,리뷰에 있어서 중요한 요소인 좋은 목소리를 갖추고 있다.
3,그러나 그 목소리 때문에 욕을 먹은 적도 있는데 Q&A 영상을 보면 일부러 느끼하게 목소리를 낮추는 것 같다고
4,악플이 달린 적 있다 한다.
5,근데 목소리는 일부러 낮추는 게 아니라고 .Q &A에 의하면 썸 네 일부터 대본 영상 편집 등 전부 혼자서 한다고 하며 집안 사정 때문에 영상을 올리는 기간이 길다고
6,한다.
7,화덕( 화적이 맞음) 과 음료 환 타를 보고 화틱이라는 이름으로 만들었다고
8,한다.
9,Q&A 때 구독자들 애칭 및 호칭을 정해 달라서 하마터면 화덕 구독자 여서 구독자들 애칭 및 호칭이 화구가 될 뻔했다.
10,하지만 구독자들의 재치(?) 로 화덕이로 암묵적으로 굳혀 진 듯 하다. 최근 캠에서 미 연시 주인공 컷을 시도하였다.
11,근데 앞머리로 가려 진 눈 밑으로는 잘생겼다는 평도 있다.
12,"영상의 자료가 일부 나무위 키의 내용과 겹치기도 하지만, 목소리나 편집이 그것을 충분히 상쇄할 수 있는 퀄리티고, 해당 부분의 기여 자가 오히려 화틱을 보고 해당 내용을 서술했을 가능성도 있다."
13,오버 워 치를 플레이할 때 라인 하르트가 주 캐다.
14,"탱커 유저 다 보니 한동안 쉬다가 오랜만에 복귀했을 때, 2-2-2에서 3-1-2 로 바뀐 오버워치에서 큰 불편함을 느꼈다고 토로 했다.000"
15,"의 설정, 000는 왜 망했을까?"
16,"000의 과거와 현재, 랭킹 등을 올리는 영상이다."
17,"디지몬의 설정 과거와 현재, 초 궁극 체, 오메가 몬 듀크몬에 대해서 그리고 다 마 고치에 대해 설명한다."
18,"리 마스터 공개 당시 영상, 스타 무료화 설정 등등 스타 크래프트와 관련된 영상들이 올라온다."
19,게임 및 애 니의 스토리를 영상으로 만든 것이다.
20,2020년 하반기 주력 컨텐츠로 짱구는 못 말려의 극장 판에 등장한 캐릭터들에 대해 다루고 있다.
21,오버 워 치의 설정화나 스토리 재미로 볼만한 영상이 있다.
22,현재 오버워치가 사실상 신 캐나 새 설정 공개를 멈췄기에 컨텐츠가 지속되지 못한다.
23,포고가 한창 유행했을 때 몇몇 영상들이 올라와 있다.
24,전문적으로 다루는 영상은 아니니 참고 하자. 한 때 군대 GO 사건도 같이 올라와 있다.
