,sentences
0,"간단하게 튀긴 닭에 파 채와 새콤달콤한 소스가 곁들 여진 요리. 파 채는 소금이나 소스, 혹은 치킨 자체의 열기로 파의 숨을 죽여 놓는 경우가 많다."
1,변종으로 양파 채를 넣은 양파 닭이 있다.
2,첫 등장 시 충격적인 비주얼에 ' 괴 식이다.
3,"', ' 치느님에 대한 신성 모독이다."
4,"' 등의 말이 많았지만 파 자체가 가진 자극적인 향과 매콤한 맛과 특제 파 닭 소스의 조합이 치킨의 느끼한 기름맛과 잘 어우러져서 곧바로 전국적으로 유행을 탔고, 특히 지역 통닭가게의 주력 상품이 된다."
5,유명한 치킨 브랜드가 아니라 지방의 닭 집을 중심으로 퍼지기 시작했기에 처음 인지도는 그리 높지 않았다.
6,"하지만 2010년 경을 전후하여 지방에서 올라온 전국구 파 닭 브랜드들이 서울지역 대학가를 중심으로 상륙에 성공하고, 2020년 현재 대부분의 유명 치킨 브랜드 중 파 닭을 취급하지 않는 곳을 찾아보기 어려울 정도로 인지도가 높아 졌다."
7,"현재는 구운 치킨이나 바베큐 치킨 전문 업체, 심지어는 프 랜 차 이즈 술집들 마저 파 닭을 팔고 있다."
8,원래는 대학생들을 중심으로 인기를 끌었으나 위에 기술된 바와 같이 파 닭을 경험하기가 용이 해지면서 현재는 누구나 좋아하는 대중적 먹거리가 되었다.
9,일반적으로 파 닭에 들어가는 소스는 겨자 맛이 진한 매콤한 간장 소스로 오리엔탈 드레싱에 겨자와 식초 량을 적절히 조합한 것과 같다.
10,또 한 파가 들어가는 양은 가게마다 다르다.
11,양념 치킨 애호가를 위한 양념 파 닭도 있다.
12,일반적으로 파 채에 드레싱을 사용하지 않는 경우에는 닭 위에 파 채를 얹은 채로 포장 or 서빙하여 닭의 열기로 파 채의 매운맛을 죽이는 방법을 사용한다.
13,"하지만 간혹 가다가 일반 튀긴 닭에 토핑 메뉴로 파 채를 500원 ~2,000 원 정도 추가로 파는 경우에는 파 채 숨이 죽지 않아 매운 맛에 고생하게 되는 경우가 있다."
14,"이런 경우에는 가게에서 미리 파 채 봉지를 풀어 닭 위에 얹혀 놓은 채로 가져오든가,"
15,동 봉된 소금을 조금 넣고 버무려 파절이를 만들면 먹을 만 해진다.
