,sentences
0,트위치에서 활동하는 스트리머로 시청자들과 주로 소통을 하며 게임방송 및 노래방송을 진행한다.
1,"원래는 ' 스트 리머 방송 기다리는 방송' 목적이 강했으나 지인들의 권유로 트위치 파트너 스트리머를 신청하고, 이를 합격하면서 본격적으로 규모 및 컨텐츠가 늘어났다."
2,"본인의 장점은 치명적인 귀여움, 단점은 귀여 움 이라고 자신의 입으로 말할 정도로 귀엽다고"
3,한다.
4,"방송 시간은 랜덤이며, 트위터를 통해 방송 공지를 확인할 수 있다."
5,"과거 다홍, 다 유가 닉네임을 변경하면서 별 이유 없이 원두 [10 ]에서 사향 고양이의 사 향 [11] 과 금 [12] 을 붙여 지금의 금사향이 됐다."
6,자캐 설정 역시 사향 고양이의 의인화 컨셉이였다.
7,[13] [14] 초기 닉네임 때는 금색 단발 [15] 로 이루어진 자캐가 있었다.
8,[16] 이후 흑발에 빠져 흑발로 이루어진 자캐가 완성됐다.
9,"[17] 팬 덤을 상징하는 캐릭터는 쥐로, 팬네 임은 찍찍 단이다.2019"
10,년 10월에 캐릭터 개편이 진행됐다.
11,"생방송 시청자 투표와 썸 네 일 러의 의견으로 검은색 초 커, 오버 핏 흰색 와이셔츠와 분홍색 포인트가 들어간 오버 핏 조끼 니트 그리고 니 삭 스를 착용한 캐릭터로 변경됐다."
12,개편 영상 가이 코: 위험한 초대 컨텐츠에 초대를 받아 합방을 진행했다.
13,[60] 감 블러: 몇 번의 합방으로 친해진 동갑 스트 리머. 감 블러 와 동갑인 스트리머가 몇 없기 때문에 더더욱 편하게 대하는 것이 보인다.
14,"함께 게임이나 노래방송 등을 자주 진행하며, 서로를 은애야, 붕어야 부르면서 딜을 주고 받는 게 눈에 띄는 사이. 강지: 2020년 03월 10일 스트 리머 들끼리 만난 자리에서 서로 말을 놓기로 했다."
15,"견 자희: 방송적으로 접점이 잦은 건 아니나, 서로 내숭 녀 1호 2호라고. [61] 고 차비: 실 프 생일 파티에서 서로 말을 놨다고"
16,한다.
17,"언니, 동생 사이다."
18,"공파리 파: PACIFY 합방 이후로 다른 합방을 하기로 약속했으며 이후 2020년 9월 4일, 레 식과 어 몽 어스 합방을 하며 짱 친을 약속했다."
19,김규식: 김규식과 썸을 타는 듯한(?) 관계였지만 지금은 그냥 친구다.
20,"김 남 봉: 원두 시절부터 방송을 봤으며, 서로 씹덕 이야기를 자주하고 애 니를 추천해 주는 사이다. 김 똘 복: 김똘복과 꽤 오래 알고 지낸 스트리머다. [62] 김 뚜 띠: 롯데 월드 현실 합방 멤버 중 하나. 몇 번의 합방으로 친해진 스트리머다. 김 뿡: 몇 번의 합방으로 친해진 스트리머다. 김 진우: 스트리머와 팬에서 발전한 사이. 과거 지 누가 아프리카에서 방송하던 시절부터 열혈 팬 [63] 이었다."
21,"어쩌다 보니 말을 놓게 됐고, 지 누의 거의 모든 팬 미팅과 공연에 참석하고 뒷 풀이도 거의 다 참석했다."
22,뒷 풀이에도 참석해서 지 누의 얼굴을 봤는데 전 남친과 얼굴이 비슷해서(...) 기분이 묘했다고
23,한다.
24,지금은 과거와는 달리 지 누를 편하게 대하는 모습을 보인다 [64] 오빠 나가 죽어! 꽃 핀: 실 프 생일 파티 때 서로 말을 놨다고
25,한다.
26,"나나 양: 여러 합 방을 하며 서로 언니, 동생으로 부르는 스트리머다. 다우니 짱: 첫 합 방으로 질러 팅 합방을 하며 초면부터 놀려먹은 스트리머다. 다 유: 아프리카 TV 시절부터 알고 지낸 친한 스트리머다. 지금의 금사향이란 닉네임을 만드는데 가장 큰 기여를 했다."
27,다홍: 아프리카 TV 시절부터 알고 지낸 친한 스트리머다. 아직도 가끔 합방을 진행한다.
28,단 즈: 테일 즈 런 너 합방 및 가끔 합방을 하곤 한다.랑
29,이씌: 상당히 친한 스트 리머. 서로 자기라고 부를 정도의 사이다.
30,룬 레이: 어쩌다가 배틀 그라운드 합방을 하여 약간 친해 졌다.
31,리 타: 2020년 1월 29 일 악어 방송 15분 전 급하게 WEGL 마크 합방에 참여했다가 같은 팀으로 활동한 적이 있다.
32,플레이 중 리 타가 금사향에게 여러 아이템들을 챙겨 주는 모습이 보였으나 이때 그렇다 할 관계까진 형성하지 못 하였다.
33,"8월 11일 데 바데 합방에서 언니, 동생 사이가 됐다."
34,봄 수: 자주 합방을 하는 스트리머다. 방송 및 음향 세팅 관련으로 서로 도움을 주기도 한다.
35,빅 헤드: 각종 게임을 하면서 친해 졌다.
36,Counting Stars 커버 곡 제작에 가장 큰 기여를 했다.
37,삐 부: 금사향이 푼 여러 썰 에서 삐 부를 언니라고 칭한다.
38,실 프: 배 틀 그라운드와 레인 보우 식스 시즈를 함께 하며 친해 졌다.
39,오빠 광답게 현실 합방 때 만나자마자 오빠라고 안 햐냐?
40,를 시전했다고
41,한다.
42,"[65] 악녀: 알고 지낸 지는 4 ~ 5년 정도 됐지만, 김 진우 생일 파티에서 처음 만났다고"
43,한다.
44,"[66] 언니, 동생으로 부르는 사이다. 엄브: 최근에 같이 게임을 하며 친해진 사이다."
45,"애 덕: 처음엔 스트리머와 팬 사이로 알게 됐지만, 결국 놀림감이 되었다."
46,심지어 룰렛에 「 애 덕 괴롭히기」 가 들어 있었을 정도. [67] 태웅 아 내가 제일 좋아? 양 아지: 합방을 자주 하면서 친해 졌다.
47,양아 지가 빠른 년생 임을 밝힌 후로는 이따 금씩 언니 포지션을 잡기도 한다.
48,연초 봄: 감 블러 와 함께 아 스트로 니어 합방을 했던 스트 리머 .와 나 나: 김 진우 생일 선물로 준 와 나나 증명사진을 보고 잘생겼다고
49,했다.
50,"[68] 웁: 방개 리머이기도 한 금사향이 마 버지라고 부르기도 했고, 아크 스트 리머 합방 때 같은 부족원이 되기도 했다."
51,윤이 샘: 같은 지 모노로 19년도 초에 배틀 그라운드 합방을 시작으로 친해 졌다.
52,합방 및 현실 합방에서도 자주 모습을 보이곤 한다.이
53,현 님: 질러 팅 합방을 하며 친해진 사이다.
