,sentences
0,"트위치에서 활동하는 남성 스트 리머. 다른 남성 스트리머에 비해 목소리가 높고 귀여운 톤으로, 코시의 팬들은 이것이 코시를 좋아하는 주요 이유로 꼽는다.2013"
1,"년도 방송할 때 Korean Secret Weapon[19] 이라는 닉네임을 사용했었는데, 원래 이를 줄여 ' 코 시웨' 로 하려다"
2,거리 감이 느껴지고 딱딱한 느낌을 받아 ' 웨 '를 지워 ' 코시 (Kosi) [20]' 가 되었다.
3,' 코시' 라는 닉네임을 다른 사람이 사용하기에 트위치 닉네임은 ' 코시님' 이다.
4,캐릭터 컨셉은 호랑이 잠옷을 입은 강아지이다.
5,호랑이 팬티를 입은 강아지를 보고 말을 잃었다고
6,한다.
7,한 영상에서 호랑이 팬티가 좋다는 말을 한 후 캐릭터가 바뀌었다.
8,호랑이가 되고 싶어 호랑이 잠옷을 입은 강아지. 이 영상의 3분 24초 부분에서 호랑이 팬티가 좋다는 말을 들을 수 있다.
9,"아프리카 TV에서 베스트 bj에 오를 정도로 활발하게 방송을 하다가, 군복무( 공익) [21 ]를 마쳤다."
10,"그 뒤 여자친구가 생겨, 여자친구의 의향대로 방송과 게임을 모두 접고 여자친구만 바라보면서 살았다고"
11,한다.
12,"여자친구가 ' 개처럼 짖어서 삐친 걸 풀어 주는 걸 좋아하는' 취향이었기에, 거기 맞춰 그렇게 지내는 게 일상이 되었고 그러다 보니 전에 비해 욕도 줄고 많이 차분 해진 성격이 되었다고"
13,한다.
14,"배틀 그라운드, 데드 바이 데이 라이트 등 여러 종류의 게임을 하며 특히 뿌요뿌요 테트 리스 [22], 리그 오브 레 전드 [23] 실력이 뛰어나다."
15,"강지 - 처음 만나게 된 2014년부터 약 5년 간 인연을 이어 가고 있는 동갑내기 친구. 중간에 코 시가 방송을 접고 연락이 적었음에도 불구하고, 방송에 복귀한 코 시가 트위치 이적 후 ' 강지는 자신이 방송에 복귀하느라 힘들 때 많이 도와주고 잘 챙겨 준 친구였다' 고 밝히면서 고마운 마음을 가지고 있다고"
16,이야기했다.
17,여담으로 처음 실제로 만났을 당시에는 강지에게 깐족 거렸다가 헤드 락을 걸리고 우산으로 맞았다고
18,한다.
19,"(...) 강지, 악녀 둘이 서 방송에서 코시를 장난삼아 자주 놀리는데, 한편으로 이 둘은 코시가 정말로 힘들고 어려웠던 때에 기꺼이 버팀목이 되어 준 든든한 친구이기도 하다."
20,코시가 우 결을 하고 싶다고
21,하자 여자 스트리머를 불러 소개팅 자리를 주선해 주기도 하는 등 코시를 매우 아낀다.
22,"2020년 코 시가 메이플을 다시 시작하면서 현질을 다시 하게 되자, 관리비도 못 내면서 메이 플 한다고 극대 노 하기도 [31] 하였다."
23,그리고 한 달에 현질 35만원 이라는 리 미트가 붙었다.
24,[32] 너 불 - 강지와 더불어 배그 합방을 자주 했었던 동생이다.
25,"처음에는 너 불이 일방적으로 딜을 넣는 구조였지만, 코시가 점점 흑 화되며 결국 너 불과 전면전까지 가능한 수준으로 성장하게 되었다."
26,2019년 코시의 생일 방송을 할 때 비밀 게스트로 합방에 등장해 축하해 주기도 하였다.
27,# 예 아 - 2018~2019 년도 강지와 리 타와 배그 합방을 자주 보여주었던 친분 있는 스트리머다. 예 아와 코 시가 둘 다 그다지 말주변이 없다 보니 리 타에게 말 좀 하라며 추궁을 당하는 장면이 당시 합방의 백미였다.
28,"배그 합방 이후로 강지, 예 아, 코시 조합으로 배그 합방을 많이 했고, 서로 호스팅도 많이 해 주고 있다."
29,예 아가 코시에게 몬스터 헌 터 월드를 가르쳐 주기도 하였다.
30,"단 즈 - 코시와 자주 합방을 하고, 서로 호스팅도 많이 주고 받는 1살 연하의 동생이다."
31,"친해 지고도 2019년 8월까지 호칭이 정리되지 않았지만, 코시가 추하게 오빠를 요구하여 오빠라는 호칭으로 굳어졌다."
32,야 이거 완전 실 프 아니야?
33,김 박사 - 2019년 2월 5일 유 튜브에 악녀 과 강지 조합으로 방송을 주고받으며 친분이 생겼다.
34,악녀 - 서로의 방송에서 언제나 보일 정도로 사이 좋은 동갑내기 절 친. 강지가 악녀에게 자신의 오랜 친구인 코시를 소개해 주면서 친해 졌다.
35,"이후 두 사람은 훌륭한 케 미를 선보이며, 트위치나 유 튜브의 많은 시청자들이 이 둘의 조합을 좋아하게 되었다."
36,"2019년, 악녀와 함께 한 노예 빵에서 지게 되어 코시는 반영구적으로 악녀의 노예 신세가 되었다."
37,"처음에는 주인님 호칭도 어려워하는 듯했지만, 몇 주가 지나자 악녀가 노예 졸업을 언급할 때마다 버리지 말라고"
38,매달리는 등 노예 생활을 계속하고 싶어 하는 모습을 보였다.
39,심지어 타 스트리머에게 함께 악녀의 노예가 되어 보지 않겠느냐고 권할 지경이 되었다.
40,"코시의 이 노예 근성 뛰어난 컨텐츠 역할 몰 입도에 대해, 악녀는 ' 함께 노는 것이 마냥 서로 재밌다 보니, 코시 쪽에서도 악녀와 하는 대부분의 컨텐츠를 즐기고 반기는 것 같다' 고 조심스레 추측했다."
41,실제로 방송을 안하는 평상시에는 서로 말을 놓고 편히 대하는 사이인 것으로 보인다.
42,"악녀가 디 코를 걸면 ' 예 은 아~' 하고 받았다가도, 방송 중이라고 하면 바로 ' 주인님!' 이라고 즉각 역할에 몰입하는 모습을 볼 수 있다."
43,2019년 9 월경 코시의 적극적인 대시로 악녀와 하루 체험 판 우 결을 진행하기도 했다.
44,"2020년 1월 1 일 컨텐츠 종료로 악녀의 모든 노예들이( 코시, 애 덕, 블 개, 오요) 해방되었지만, 코시는 스스로 개를 자처해 이번에는 악녀의 개라는 포지션을 얻었다."
45,선배 개로는 김 봉 팔이 있었다.
46,"2020년 3월, 악녀의 개 포지션도 졸업하였다."
47,몇 달 전에 노래 ' 니 아 '를 같이 한다고 했으나 아직 까지도 하지 않았다.
48,(20.6 .25 기준) 애 덕 - 악녀를 통해 친해진 사이다.
49,악녀와 함께 셋이 합방을 하거나 서로 노가리를 하는 친분을 보여준다.
50,"악녀 앞에서 애 덕과 티격태격 하며 서로 잘못을 떠넘기거나 고자질하기도 하고, 힘을 합쳐 악녀를 괴롭힐 때도 있다."
51,2019년 노예 컨텐츠 당시에는 노예 선후배 관계로 좋은 케 미를 보여주었다.
52,그림을 시작한 코시에게 액 정 타블렛을 걸고 내기를 하였다.
53,블 개 - 악녀가 진행한 노예 컨텐츠에 함께 참여했던 멤버로 친해 졌다.
54,"블 개가 목소리가 좋고 아부를 잘하는 편이라 악녀가 블 개의 편을 들어주는 일이 잦았는데, 주인님의 편애를 받고 있다면서 코시가 질투를 하는 것이 주요 컨텐츠였다."
55,"오요 - 배 그 합 방을 통해 친분이 생긴 사이. 합방 도중 코시에게 "" 제 강아지 하실래요?"
56,"""라고 말하기도 하며 코시를 매우 귀엽다 생각하는 모습을 드러냈다."
57,제 강아지 하실래요?
58,이후 악녀가 진행한 노예 컨텐츠에 함께 참여했던 멤버로써 좀 더 친해 졌다.
59,새루 - 블라 디 미르 장인 스트리머로 같이 리그 오브 레 전드 듀오를 돌리는 모습을 볼 수 있다.
60,강수 - 강지의 친한 동생으로 전 롤 프로이다.
61,강 수가 롤프로 시절 때부터 인연이 있었다고
62,한다.
63,방송에서는 티격태격 하는 모습을 자주 볼 수 있다.
64,2020 년 롤 1:1 노예 빵에서 패배하여 도련님이라 불렀다.
65,그러나 시즌 10 마스터를 찍으면서 [33] 실질적인 승리를 얻었다.
66,"그 외에 코아, 봄 수, 러 끼, 첫눈에 뿅, 솔빈, 페뇨, 룬 레이, 마 뫄, 삐 부, 이 춘 향, 수담, 공파리 파, 견 자희, 나나 양 등 다양한 스트리머와 친분이 있다."
