,sentences
0,안녕하세요!
1,Mihaya 입니다
2,(˘ω˘). 반도 리 등 다양한 음악 게임의 동영상을 업 로드 중입니다!
3,꼭 놀러 오 세요 ~ 질문이나 요청이 있으면 말해 주세요
4,Mihaya 트위터 자기소개 글 번역문 [4 ]All Perfect ! So easy! 메리 크리스마스 으~ 대한민국의 뱅 드림 및 리듬게임 유 튜버. [5] 주 시청자는 일본인이다 보니 주로 일본어로 방송하는데 한국어로 방송할 때도 있다.
5,[16] 위에서도 말했듯이 이 사람은 엄연히 한국인이다.
6,[17] 일본어로 말할 수 없는 경우나 또는 무의식적으로 한국어가 튀어나오는 경우가 몇 있다.
7,"물론 한국인의 댓 글에도 한국어로 대답하고, 무엇보다도 억양이 한국인 쪽이다."
8,"일본어 외에 중국어, 러시아 어 등도 하는 모양이다 최근 올라온 예스 뱅 드림 스페셜 영상에는 무슨 태보도 아니고 자막이 7개 국어로 달려 있다."
9,뱅 드림은 지금 전세계에서 선풍적인 인기를 끌고 있는데요 일본인의 유입에 대해서는 미스 테리. [18] 한 도리는 하지 않는다고
10,한다.
11,"츄니 즘, 밀리"
12,시 타 등도 한다.
13,"전에 있던 채널에는 프 디 바, 뮤 제 카 노 스텔 지어 등도 있었다."
14,[19] 구독자 애칭이 아직 없다.
15,[20] 일본을 작년에만 3번 이상을 다녀왔고 올해 또 다녀왔다.
16,이후로 휴 방 공지가 뜨면 몸이 아프거나 일이 있거나가 아니면 거의 일본 여행이라 보면 된다.
17,뷰 잉이나 뱅 드림 콘서트는 안 간다고 한다.
18,예전에 뷰 잉 을 한 번 갔다가 재미없고 돈도 많이 들어간다고. 그 후로 안 간다고 한다.D4dj
19,출시 당일 전란 카운트다운 ap에 성공했다.Mi
20,쳣 습니까
21,휴먼 FIRE BIRD의 썸 네 일 및 한글 번역 가사가 가히 압권(?) 이다.
22,직접 보자. 라이브 방송 중간 중간 자주 괴성과 기합이(...) 들린다.
23,"[21] 상당히 유쾌한 성격을 가진 것으로 보이며, 종종 노래를 엄청난 목소리로 따라 부를 때가 있다."
24,성악? 게임을 하다 보면 패드 화면에 무언가를 바른 뒤 휴지로 닦아 패드 화면을 부드럽게 만든다.
25,"기름칠 리듬게임을 할 때 양 손의 검지, 중지, 약지를 모두 사용하며, 이 때문인지 한 손 플레이도 꽤 잘 하는 편이다."
26,[22] 별의 별 이상한 미션들도 돈을 받으면 이를 악물고 다 한다.
27,"판정을 30까지 올리고 에 투제를 한다 던가 [23] 패드를 돌아가는 회전판 위에 놓고 마와 레를 한다 던가 [24] ???: 야 너 일로와 봐, 이 사람들이 정말 노래를 멤 버들 파트 별로 손가락을 구분해 플레이를 한다 던가 [25] 노트 크기와 속도를 전부 1.0으로 맞추고 플레이를 한다 던가."
28,여기에 추가로 판정 수치를 바꾸는 미션이 걸리기도 한다.
29,"[26] 가끔 뱅 드림 방송을 할 때는 마지막에 FIRE BIRD 익스 퍼트 풀 버전을 MV까지 켠 상태로 플레이하고, Arcaea 방송을 할 때는 마지막에 Tempestissimo를 Beyond로 하고 방송을 종료한다."
30,"팬 서비스? 뱅 드림에서의 최 애 캐릭터는 아 코인 듯 하며, 차 애 캐릭터는 리 미인 듯 하다. [27] 프로젝트 세 카 이의 최 애 캐릭터는 아직 없으며, 아예 프로젝트 세 카 이의 등장인물 자체를 모른다고 한다."
31,귀찮아서 스토리를 읽지 않았기 때문이라고. ??: 미쿠가 좋습니다
32,"[28 ]BanG Dream! 이전에도 Arcaea, Cytus 등의 모바일 리듬게임으로 이름을 떨쳤다고"
33,한다.
34,초창기에도 God knows... FC는 했다고.2018
35,년 5월 쯤 일본 여행을 갔다오더니 한국 도착 후 방송에서 마이크를 처음으로 사용하였다.
36,[6] 가격은 가장 싼 9만원 So easy란 유행어도 이즈음에 생겨났다.
37,"팬 텀 시 프 풀콤을 치고 나서 네 어스 등판 이후 AP를 쏟아 내 었고, 현재 거의 모든 곡의 AP를 하고 있다."
38,서 바 네버 스페셜 풀 콤 손 캠 썸 네 일이 이상하지만 무시하자 뱅 드림! 걸 즈 밴드 파티! - 매주 토요일 오후 6시 ~ 9시 [7] 아무나 참여하실 수 있습니다.
39,연속 3번+ 오 마카 세 선택 부탁합니다.
40,협동 라이브 참여는 연속 3번까지 가능하며 [8] 입장 시 선곡 위임( 오 마 카 세) 이 원칙이다.Arcaea
41,- 매주 토요일 약 10시. [9] 아르케 아 라이브 입니다!
42,프로젝트 세 카이 - 매주 토요일 약 9시. [10] 뱅 드림 라이브와 같이 입장 시 선곡 위임( 오 마 카 세) 이 원칙이다.10
43,"월 24일 라이브에서 가 챠 폭사 ,MVP 획득 실패로 멘 탈이 나가 샷 건을 치고 게임을 삭제했다"
44,D4DJGroovy Mix - - 매주 토요일 약 10시 자료가 사라졌다.
45,# 이것과 동일. 패드가 씹혀서 새로 구매했다고.
46,기종은 에어 2라고 한다.
47,##
