,sentences
0,"전단지를 가리키는 일본어 비라(ビラ) [1 ]에서 유래된 말로 일제 강점기 이후로는 의미로 ' 전단지' 라는 의미로 쓰였지만, 시간이 흐르면서 대북 내지 대남 심리 전 용도로 사용하는 전단지만을 일컫는 말이 되어 버렸다.1952"
1,"년, 유엔군이 북한에 뿌린 공습 경고 삐라와 폭격 장면을 보도하는 British Pathé. 첫 번째 삐라에는 "" 경고, 철로와 큰길가에 있는 모든 군사목표는 유엔군의 공격을 받을 것이다."
2,"""라고 쓰여 있다."
3,중공군은 좋은 무기는 자기네가 차지하고 못 쓸 무기만 북한군에게 넘겨주고 있다.
4,왜? 북한이 약 해져야 집어먹기 쉬우니까…… 북한 주민들이여! 인젠 여러분이 웨 중공군이 북한군에게 쓰지 못할 무기만 넘겨주는 지를 알았을 것이다!
5,중공군은 여러분의 적이다!6.25
6,전쟁 당시 대한민국 국군이 북한군을 상대로 살포한 삐라의 모습으로 모델은 마 오 쩌둥. 시대상 세로 쓰기로 적혀 있다.
7,"이 삐라의 논지에는 나름 근거가 있는데, 전쟁 당시 북한군에게서 노획한 PPSh-41의 상태가 영 좋지 않다는 증언이 있기 때문이다."
8,2차 대전 당시 소련에서 쓰고 남은 걸 줬다는 말도 있지만. 지금도 북한제 AK-47/AKM 은 다른 나라에서 제작된 것보다 질이 매우 낮다고
9,한다.
10,안전보장 증명서 SAFE CONDUCT PASSSOLDIERS OF THE UN FORCES: (UN 군 장병들에게 )This certificate guarantees good treatment to any enemy soldier desiring to cease fighting. Take this man to your nearest officer and treat him as an honorable prisoner of war.( 이 증서는 싸움을 멈추려는 모든 적군 병사에 대한 좋은 대우를 보장한다.
11,이 사람을 가까운 장교에게 인도하고 명예로운 전쟁 포로로서 대우하라. )Douglas MacArthur( 더 글 러스 맥아더 )General of The Army( 육군 원수 )Commander-in -Chief( 총사령관) 대한민국 병사에게 이것은 적의 군인으로서 누구나 항복하기를 원하는 자에게 인도적 대우를 보증하는 증명서이다.
12,이 사람들을 가까이 있는 상관에게 데리고 가시오.
13,이 사람을 명예스러운 전쟁 포로로 대우하시오.
14,맥아- 더 장군명령 북한군 장병에게! 귀순하는 것은 명예로운 일이다.
15,전국이 급박해 저서 저항을 중지하지 않으면 죽는 것 외에 도리가 없어 졌을 때 귀순하는 일이야 말로 이 사태를 솔직하게 인정하는 것이다.
16,그저 희생자를 많이 내는 것은 전술상 졸렬한 것이다.
17,귀순해서 사느냐
18,소용없는 저항을 계속해서 죽느냐
19,하는 막다른 골목에 들어갔을 때 저항을 중지하고 귀순하는 길이야말로 군인으로서 택할 떳떳한 길이다.
20,후면에 있는 그림과 설명을 자세히 보고 유엔군 진지에 안전히 도달하도록 하라.
21,음식 치료 기타 좋은 대우는 그대를 기다리고 있다.6.25
22,전쟁 초창기 유엔군에서 북한군에 살포한 안전 보장 증명서. 이 증서를 소지한 채 항복하면 무조건 항복을 받아들이겠다는 내용이 적혀 있다.
23,"이 외에도 항복하고 싶은데 삐라가 부족해 곤란한 귀순자를 위해 1장 당 머릿수 제한 없이 항복을 받아들이겠다, 치료와 음식, 의복 외에도 담배도 제공하겠다 등의 다양한 버전이 존재한다."
24,안전 보장 증명서 SAFE CONDUCT CERTIFICATE單路全安 [2] 안전보장 북한 공산군에게 이 유엔안전보장 증명서는 제군의 생명의 안전을 보장한다.
25,언제든지 제군이 적대행위를 그만두려고 결심했을 때 어느 유엔 장병에게 나 이것을 보이기만 하면 된다.
26,나는 모든 유엔 장병에게 제군이 이것을 가지고 유엔 측으로 넘어오면 잘 대우 하라고 엄격히 지시하였다.
27,( 가운데 영문 참조) 마디 우 비 리지 웨이 유엔군 총사령관 Attention U. N. Soldiers: (UN 군 장병들에게 )This certificate guarantees good treatment to any Chinese or North Korean soldier desiring to cease fighting. Take this man to your nearest officer and treat him as an honorable prisoner of war.( 이 증서는 적대 행위를 중지하려는 모든 중공군 및 북한군 병사에 대한 좋은 대우를 보장한다.
28,"이 사람을 가까운 장교에게 인도하고 전쟁 포로로서 대우하라. )Matthew B. RidgwayCommander in ChiefUnited Nations Force( 매 튜 B. 리지 웨이, 유엔군 총사령관) 中國士兵們注意;( 중국 군 장병들에게) 這是聯合國擔保你安全的正式證件。 當你決心停止戰鬥時， 你可將此證件提交任可聯合國士兵( 이것은 유엔군이 당신의 안전을 정식으로 담보하는 증서이다."
29,당신이 적대 행위를 중지하기로 결심했을 때 이 증서를 유엔군 병사에게 제시하면 된다.)
30,中間用英文寫的是我發聯合國軍各部隊的正式命令; 當你來到聯軍陣線時， 給你榮譽的優待。( 가운데의 영문은 내가 유엔군 각 부대에 정식으로 내린 명령이다.
31,이것을 가지고 유엔군 측으로 넘어오면 당신은 영예로운 대우를 받을 것이다.)
32,"陸軍上將李奇威 聯合國軍總司令( 육군 상장 [3] 리지 웨이 [4], 유엔군 총사령관) [5] 保證安全 [6] 안전 보장 증명서 SAFE CONDUCT CERTIFICATE單路全安 리지 웨이 장군 시기 제작된 유엔군이 북한군과 더불어 중공군을 대상으로 살포한 안전보장 증명서. 앞면은 북한 100원 지폐를 인쇄해서 내부 검열 등으로 인해 소지한 장병이 적발되는 것을 최소화하고자 하였다."
33,당신은 본다 삐라를 힘 세고 좋은 미 공군 종이 뒷면의 내용이 살짝 비쳐 보이는데 만화에서 간략하게 설명하는 내용을 자세하게 풀어쓴 것이다.
