,sentences
0,겜 잘 알 양 아지 입니
1,다. ( 너무 잘 함 ㅎ) 트위치 방송 양 아지 본인 소개란 시청자 닉네임 님 n 개월 째 수감 중 땅땅 땅 감사합니다.
2,고맙습니다.
3,"구독 리액션 트위 치의 종합 게임 스트 리머 이자 유 튜브 크리에 이 터. 과거에는 스트 리머 친구가 많이 없었지만 시간이 지나면서 조금씩 유명한 스트 리머들 과도 합방을 진행, 정식으로 방송을 시작한 지 1년도 채 되지 않은 2019년 3월 샌 드박스에 소속되는 등 [23] 매우 놀라운 성장 속도를 보여주었고 현재도 꾸준히 발전, 유지 중이며 [24] 2020년 상반기에는 주 커뮤니티 이전 및 캐릭터를 변경하고 하반기에는 방송 시작 2년 반만에 방음 부스를 설치하는 등 많은 변화를 시도하며 새 단장을 했다."
4,"방종 곡으로 치즈의 다음에 또 만 나요를 18년 5월부터 20년 10월까지 사용했고, [25] 이후 Epidemic 사운드 Life is different 를 차용하고 있다."
5,리액션과 감사 인사를 거의 놓치지 않는다.
6,"합방이나 게임 도중에도 감사 하다는 말은 꼭 하는 편. 소통을 중요하게 여겨서 그런지 빠르게 갱신되는 방송 채팅을 꽤나 잘 캐치해서 읽고, 대화를 이어 나간다."
7,실제로 비슷한 규모를 가진 방송 중에서 양 아지만큼 채팅을 잘 보는 방송은 찾기 힘들다.
8,"흔하지 않은 순한 맛 스트 리머 중 한 명. 욕설 빈도가 손에 꼽을 정도로 적으며, 선을 넘는 사람들이 있어도 차분하게 대응하는 모습을 보면 멘 탈도 좋은 듯. [26] 방송 흐름 때문에 하게 되는 경우는 있지만 사실 매운맛 드립을 싫어한다고 한다."
9,"[27] 가끔 놀라운 집중력과 실력을 보여줄 때가 있는데, 그에 반해 시야가 상당히 절망적인 편이라 퍼즐게임에는 강하지만 길을 찾거나 루트를 이용하는 분류의 게임은 진행 속도가 더딘 편이다."
10,칭찬에 매우 약한 편. 게임을 할 때 본인 덕분에 도움이 되었거나 승리했을 때 시청자들이나 같이 게임을 하던 플레이어들에게 칭찬을 받으면 놀랍게도 바로 실력이 떨어진다.
11,본인 말로는 손이 떨릴 정도라고. 방송 기념일에는 트수 그리기를 진행하는데 심플하면서도 귀엽게 잘 그린다.
12,2019년 7월 7일 [28] 기준 약 600명을 그렸다.
13,"게임 중에 자주 급 발진을 하며 사자 후를 지르는데, 소리가 워낙에 날카로운 고음이라 일부 스트리머는 양 아지 관련 도네 영상이 오면 일단 소리부터 줄일 정도. 가끔 씩 놀라운 인성을 보여주며 [29] 본인도 인정했을 정도로 완전한 돈 미양이다."
14,도네로 귀엽다는 트수의 말을 듣고 돈 미양의 어설픈 애교를 보여줬다.
15,의식의 흐름 화법을 주로 사용하며 종종 매우 신 박한 양소리를 한다.
16,"대표적으로 '' 바나나가 노란색이기 때문에 하늘을 날 수 있는 거에요."", "" 곰탕에 곰 들어 가요?"", "" 갈매기 살은 갈매기 고기에요?"", "" 포도즙이 포도 맛이에요?"
17,""", "" 밖에 나갔는데 너무 덥더라구요."
18,그래서 공포게임을 안 하려고요.
19,""","" 비행기를 먹으면 날아다닐 수 있고 선풍기를 먹으면 시원해요."
20,""" 등이 있다."
21,여러 게임을 다양하게 플레이하는 스트 리머이다 보니 한 게임을 끝까지 파는 경우가 드물고 대부분 중간에 그만두는 편이다.
22,켠 왕을 걸어야 깰 정도. 예를 들자면 로 보토 미 코퍼 레이션이라 던가 서브 노티 카 등이 있다.
23,"이미지 겸 매력으로는 찐 따 스러운 귀여움과 찌질 함, 변태적인 성향 등이 있으며 무엇보다 우는 게 포인트. 누구나 쉽게 괴롭힐 수 있는 전형적인 탱커 이자 샌드백이고 종종 뇌정지 온 모습을 보여주면서 특유의 댕청함도 어필하고 있다."
24,"방송 시청 중 빈번하게 빻은 목소리와 웃음소리를 들을 수 있는데, 조금씩 애교도 섞여 있어 은근히 좋아하는 사람들이 많다."
25,하지만 양 아지는 동의하지 않고 오히려 자신의 목소리에 진심으로 영혼이 담겨 있다고
26,주장 중이다.
27,"가끔 방송 중에 노래도 불렀었는데, [30] [31] 2020년 8월 7 일 방음 부스를 설치한 이후에는 한 달에 한 번 꼴로 빈도가 증가했었지만 저작권 대란 사태 이후로는 거의 부르지 않고 있다."
28,"방송 중 양아 지가 이상한 말을 했을 때 양소리라고 채팅을 치면 나이트봇이 그 횟수를 세어 주는데, 2020년 9월 기준 약 60,000회로 매우 많이 카 운 팅 되어 있다."
29,방송이 오프라인 중일 때 심심한 일부 트수들이 양소리만 입력하고 가는 것도 모두 포함되었기 때문. 19년 10월 쯤부터 채팅 딜레이가 20분으로 연장 되면서 카 운 팅 횟수가 극소화 되었다.
30,"양아 지의 방송 내력 2018년 2019년 2020년 2021년 보통 양 아지의 방송은 다음과 같은 순서로 이어지며, 평균 5~6 시간 동안 진행된다."
31,방송 시작 → 라디오 (Just Chatting) → 게임 → 팬 카페 아지 랜드 탐방 → 라디오 (Just Chatting) → 방 종 라디오 (Just Chatting) 종합 게임 [58] 그림 [59] 서술 시 주의사항 - 합방을 진행하지 않은 스트 리머들에 대한 서술 자제 [60] 합 방한 멤버에 대한 서술은 게임 내역 과 방송 내력 문서를 참조하길 바람. 감 블러 2019.08.31 오버 워치 스트 리머 내전 이후 친해진 스트 리머이다.
32,종종 호스팅을 주고 받으며 이후 11월에는 단둘이 합방을 하는 등 많이 친해진 모습을 보였다.
33,"+ 참고 영상 19.08.21 - 오버 워치 스트 리머 내전 대비 밸런스 조정 ( 강지, 김 뚜 띠, 금사향, 김 뿡, 꽃 핀, 나나 양, 삐 부, 실 프, 치킨 쿤, 탬 탬버린 )19.08 .31 - 오버 워치 스트 리머 내전 ( 강지, 금사향, 김 뚜 띠, 김 뿡, 꽃 핀, 나나 양, 삐 부, 실 프, 치킨 쿤, 탬 탬버린 )19.11 .06 - Leauge of Legends, Overwatch 1:1 19.12.14 - 13일의 금요일 더 게임 ( 강지, 리 타, 이 춘 향, 조 디 악, 코시, 탬 탬버린) 강지 2019년 8월 31 일 오버 워치 스트 리머 내전 이후 배틀 그라운드 쌉벌 레 대전에서 만난 적은 있지만 본격적인 합방은 13일의 금요일 더 게임. 강지가 살인 마일 때 만나자마자 몇 번이고 비명을 질렀고, 배틀 그라운드 스쿼드 중에는 강지와 코렛트가 똑같다고"
