,sentences
0,보는 그대로다.
1,기 뉴다.
2,아프리카 TV의 파트너 BJ. 前 무엔 터테인먼트의 멤버 중 한 명이며 무엔 터의 브레인이다.
3,"처음엔 아프리카 내 아마추어 스타 BJ로 철 구, 홍구, 이소룡과 함께 게임을 자주 해 이름을 알렸으나 오버워치를 거쳐 종합게임 및 종합 콘텐츠 BJ로 활약 중. 김 봉 준 과는 스타 노예 빵을 통해 처음으로 엮이게 되었다."
4,얼굴형이 항아리를 닮아서 별명이 항아리다.
5,"아침 9시 정도에 방송을 켜서 ' 항 침마당' 이라는 컨텐츠를 진행하며, 그 외에는 오버워치나 스타 크래프트, 토크쇼를 한다."
6,입담도 좋고 스타 실력도 좋은 편이지만 가끔 감정 컨트롤이 잘 안돼서 심하게 화를 내는 경우가 종종 있다.
7,"일화로 무엔 터가 제주도에 단체로 여행을 갔을 때, 열혈 팬에 의해 갈치를 못 먹게 된 일이 있었는데, 이 때 지나치게 화를 내서 민심을 크게 잃었었다."
8,현재는 특유의 성실함 [8 ]으로 대부분 만회했지만 여전히 기 뉴다만의 방송 스타일에 반감을 갖는 시청자들도 일부 있어 자주 싸우는 편. 그리고 본인의 까칠한 성격과 말발을 기반으로 방송에서 남들을 지나치게 몰아세우며 디스를 퍼붓는데 정작 본인이 당할 경우에는 심하게 정색을 하며 죽자고
9,달려 드는 모습을 많이 보여서 이에 비호감이 생기는 경우도 많다.
10,한 마디로 공수 교대가 잘 안되는 방송인이다.
11,기 뉴 다의 또 하나 돋보이는 능력은 단연 방송 진행능력이다.
12,기 뉴 다가 거제 폭격기와 진행했던 여 캠 예 체능에서도 뛰어난 언변과 진행력을 보여줬다.
13,"특히 1월 13일 최 홍 준, 거제 폭격기가 진행했던 주먹이 운다 에서도 깔끔하고도 재치 있는 진행을 선보였고, 생전 연관이 없었었던 두 사람인 은 시와 이승훈을 우 결 컨텐츠로 성공적으로 이끌고 추후 결국 진결 까게 하게 만드는 능력으로 본인의 클라스를 입증하였다."
14,결국 아프리카에서 가장 진행능력이 뛰어나다는 최 군 역시 기 뉴 다의 능력을 인정했다.BJ를
15,발굴하는 능력이 굉장히 뛰어나다.
