,sentences
0,"아프리카 TV BJ. 리그 오브 레 전 드가 주력 컨텐츠이며, 가끔 씩 종합게임 및 야외방송 컨텐츠도 하는 인터넷 방송인이다."
1,방송은 대개 소통- 롤- 다이어트 먹 방 [1] - 롤- 소통으로 이루어져 있고 평균 방송 시간은 9~10 시간 정도로 아주 긴 방송 시간을 자랑한다.
2,방송 시작 시간은 일반적으로 저녁 8시이다.
3,외모와 어울리지 않게 김 수미 [2 ]를 닮은 목소리를 가지고 있다.
4,롤에서 명백한 자신의 잘못을 지적 받아도 변명과 남 탓이 항상 먼저 튀어나온다.
5,깨작 충이다.
6,배달 음식을 시켜서 먹을 때마다 항상 남기면서 맛없다고
7,징징거린다.
8,""" 여기서 다시는 안 시킨다!"
9,""" 고 하는 것은 덤. 그래서 시청자들은 임 아니의 먹 방을 다이어트 먹 방이라고 부른다."
10,알 쓰다.
11,소주 2 잔만 먹어도 얼굴 포함 전신이 빨개지고 1 병 먹으면 맛탱이가 간다.
12,추가로 주사가 ' 우는 것' 으로 술 먹 방을 할 때마다 눈물을 보인다.
13,패션 센스가 괴악하다.
14,방송 1주년 기념일에 꽃매미 무늬의 원피스를 입고 와서 시청자들을 경악하게 했다.
15,본인은 나름 옷 잘 입는다고
16,생각하는 것이 개그. 평균 1 시간에 1번 꼴로 화장실을 매우 자주 간다.
17,때문에 흡연자라는 소리가 나오지만 본인은 흡연자가 아니라고 주장한다.
18,롤을 좋아하는 진성 롤 창이다.
19,"10 시즌이 끝나기 한참 남은 7월 21일 기준으로 랭크게임, 스크림 등을 합쳐서 1,000판 이상을 플레이했다."
20,챔피언 이름을 비롯해 롤 내의 고유 명사를 이상하게 부른다.
21,"그레이브즈를 그 브레이 즈, 모 데 카이저를 모 카 데이 저, 마 오 카 이를 마 카 오이, 워윅을 워웍, 탐 켄치를 켄치 탐, 문도 박사를 문 박도 사, 미스 포츈을 미스 폭 춘, 칼날 부리를 칼날 부인이라고 부른다."
22,게임을 개 임이라고 발음한다.
23,리그 오브 레전드를 플레이할 때 남 탓을 많이 하는 편이다.
24,( 여자 김 민 교) 방송 채팅 창에서 본인을 칭찬하는 채팅이나 욕하는 채팅은 기가 막히게 찾아서 읽어 낸다.
25,"퀵 뷰가 받고 싶다면 채팅 창에서 왜 이렇게 예쁘냐,"
26,왜 이렇게 잘하냐
27,는 식의 칭찬을 하면 된다.
28,주변 bj 들의 성을 박 씨 또는 김씨라고 부르는 특징이 있다 말장난의 대가 듀오를 두 오라고 트리플 킬 을 튜 리플 킬 막 중을 육중이라고 말한다
29,롤 이외의 게임을 할 때는 종종 이해가 되지 않는 트롤링을 저지르기도 한다.
30,어몽어스에서 보지도 않은 사람을 무작정 봤다고
31,"주장했다가 후에 아니면 말고 식으로 넘겨 버리기도 하고, 파스 모포 비아에서 팀원들이 귀신에게 쫓길 때 고의로 문을 닫아서 귀신에게 죽게 만들 기도 하였다."
32,깅밍 교나 땅 호 얌 같은 유행어를 만들어 사람들이 합방을 할 때면 자주 시킨다.
33,리그 오브 레 전드 Among UsGTA 5 디트로 이트: 비 컴 휴먼 벌구 노래 자랑 [3] (mc) 벌구 따라 임 따라( 예정) 패치 노트 읽어 주는 귀요 미방송을 시작한 후 몇 달 동안은 몇 십 명이 보는 하꼬방이었다.
34,그러다가 이상 호와 왕중왕 전 대회에서 엮여서 인지도가 대폭 상승하게 된다.
35,"2020년 1월부터 는 김 봉 준의 컨텐츠인 MCK에도 단골로 등장, 최다 상금을 쓸어가며 브실 골 구간에서 캐리하는 원 딜 의 모습을 시청자들에게 보여주기도 하며 ' 임프 트' 란 별명을 얻기도 .T1 의 열성 팬이다."
36,"최 애 봉지 라면은 진라면 순한 맛, 컵 라면은 오뚜기 콕 콕콕 스파게티라고 한다.2019"
37,"년 9월 30일, 베스트 BJ 선정 .2020 년 2월 19일, 유 튜브 첫 영상으로 보인다.2020"
38,"년 12월 12일, 유 튜브 구독자 수 10만명을 달성했다."
39,12월 초에 구독자 수 6만명 중반 대였음을 생각하면 저 아니의 파급력이 얼마나 대단한지 알 수 있다 2019 BJ 롤 멸망 전 시즌 3 - 광 탈종 글 차이 TOPJGLMIDBOTSUP 띠 밤 바 정윤 종 구루 미 임 아니다 쁘 제 1 회 무드 컵 - 우승 암 탄 소녀단 TOPJGLMIDBOTSUP 서리 암 탄 소녀단서리 김 윤환 암 탄 소녀단 김 윤환 구루 미 암 탄소 녀 단구루 미 임 아니 암 탄 소녀단 임 아니 화정 암 탄소녀 단화 정 2020 BJ 롤 멸망 전 시즌 1 - 광 탈임 탄 소년단 TOPJGLMIDBOTSUP 전상 욱 변 현제 민 찬기 임 아니 김 윤환 2020 BJ 롤 멸망 전 시즌 2 - 우승 MRXTOPJGLMIDBOTSUP 전상 욱 김 봉 준이경 민 임 아니 서리 2020 BJ 롤 멸망 전 시즌 3 앙코르 이벤트 매치 - 준우승 박아 듀 라 교 TOPJGLMIDBOTSUP 박 사장 저라 뎃 김 민 교 임 아니 듀 단제 2 회 무드 컵 - 우승 무 ROXTOPJGLMIDBOTSUP 타요
40,"DWG Than 김 봉 준 무니 언 박 사장 분골 쇄신 박사 장임 아니 아 니가 제일 예뻐 듀 단 듀 릴 감독 스맵 코치 준밧드 前 남친 사건 2020년 6월 15일, 방송 중 아프리카 TV 로그 인 창에 한 남성의 이름으로 된 아이디가 자동 로그 인에 뜨면서 남자친구가 아니냐"
41,는 논란이 제기되었다.
42,임 아니는 다른 방송 들어갔을 때 고정 매니저로 뜨는 것이 싫은데 술 먹 방을 보려고 아이디를 빌린 것이라고 해명했다.
43,"하지만 페이스 북 등에서 해당 남성이 임 아니 와 심상치 않은 관계라는 정황들이 발견되었고, 이어서 해명하라는 채팅이 쏟아지자 평소와 다르게 매우 당황한 모습으로 뚜렷한 해명 없이 방송을 종료했다."
44,그리고 16일 방송으로 해명하겠다고
45,공지를 올렸다.
46,6월 16일 방송에서 그 분은 예전 남자친구이며 헤어진 지 1년 좀 넘은 사이이며 과거에 비밀 번호가 그대로 여서 계정을 몰래 쓴것 이라고 해명하였다.
47,그런 데 불과 9개월 전에도 해당 남성과 배틀 그라운드 듀오를 플레이한 기록이 발견되었고 채팅 창은 카 톡 을 공개하라며 난리가 났다.
48,"임 아니가 아무 말도 못하고 당황하고 있을 때, 마침 컨텐츠가 필요했던 김 봉 준 이 뱀의 눈으로 지켜보고 있다가 자신의 방송으로 불러서 진실을 파헤치게 된다."
49,"오 메 킴, 정윤 종까지 조사관으로 참석해서 왜 카 톡 을 공개 못하는 것이냐고 추궁한 결과, ' 헤어진 건 맞지만 그 후에도 연락하면서 최근까지 자주 만났다."
50,"' 라는 자백을 받아내며 사건은 종료되고, 아프리카 TV에는 ' 임 아니 법 [4]' 이 새로 생기게 된다."
51,사건에서의 거짓말로 임 벌 구라는 이미지가 생겼다.
52,"대회 관전 중 막말 사건 2020년 7월 21일, 파이 디스 시즌 4에서 친분이 있는 구루 미의 경기를 응원하다가 구루 미를 제외한 4명의 BJ 들에게 "" 빅토르나 지 키라고 개병 X 쓰레기 같은 새 X 들아"" 라고 욕을 하였다."
53,문제는 그 BJ 들과 전혀 친분도 없고 모르는 사이였다는 것. 논란이 커지자 구루 미에게 그 BJ 들의 연락처를 받아서 개인적으로 사과를 하였다.
54,"저 아니 존버 2020년 12월 아프리카 tv 앙코르 멸망 전 박 사장, 저라 뎃 , 김 민 교( 인터넷 방송인) , 임 아니, 듀단과 함께 팀을 이루어 출전하게 되었고 저라뎃과 달달 각이 잡히게 되었다."
55,"그 후 저라뎃과 함께 오프라인 방송을 한 것을 계기로 저 아니 존버단이 생기기 시작했는데, 멸망 전 준우승 후 술 먹 방에서 서로 마음이 있는 듯한 그림이 나와 사실상 우 결이 시작되었다."
56,"그 후로도 서로 방송과 유 튜브에서 수없이 우 결각, 달달 각을 잡으며 현재 진행 중이다."
57,"현재는 "" 저 아니 부부"" 라고 불린다 현 닉네임은 해성나라 선아 곤 듀. 롤을 8년 가까이 플레이했고 서포터 유저였으나 원 딜 로 포 변했다."
58,소환 사의 협곡 TFT( 롤 토 체스) 현 시즌 Gold (S2020)? 최고 티어 Gold 1 (S8)? 한두 챔피언으로 주 구장 창 게임하는 것을 싫어해서 챔프 폭이 매우 넓은 것이 장점이다.
59,난이 도가 어렵기로 유명한 드레 이븐을 제외한 모든 원 딜을 다룰 줄 안다.
60,원래 서포터 유 저기 때문에 다룰 줄 아는 서포터 챔피언의 폭도 넓다.
61,시즌 8에는 서포터로 플래 티 넘 4 티어를 기록했다.
