,sentences
0,"[1]"" 무슨 각? 궁 각~ """"Yeah!"""" 내가 운이 없지 크레딧이 없냐?"
1,"[2]"""" 어, 난 강 해졌다!"
2,"[3]"" 유 튜브에 주로 오버 워치 D.Va, 정크 랫 [4], 토르비 욘 플레이 영상을 올리는 유저다."
3,가끔 리퍼 플레이 영상도 올라오며 최근에는 겐 지 영상도 올라왔다.
4,다른 영웅을 사용하는 플레이 영상도 올라온다.
5,둠 피스트나 애 쉬라 던지 ...2013 년 12월 10일에 유 튜브를 개설하였으며 오버 워치 관련 영상은 2016년 8월 4일에 처음 올라왔다.
6,"유 튜브 구독자는 2020년 11월 24일 기준 21.6 만명로 같은 년도 8월, 구독자 22.1만명에서 감소하였다."
7,2021년 1월 10일 기준 구독자는 21.3만명으로 또 감소하였다.
8,"[5 ]AVA 프 랙 무비를 올렸을 시는 2-3 개월 정도로 업 로드가 매우 불규칙적이였으나, 오버워치로 전향한 이후 평균 3일에 1회 정도의 업 로드를 하고 있다."
9,보통 늦은 밤~ 새벽 중에 올라온다.2018
10,년 4월 12일 드디어 트위치에서 게임 방송을 시작했다.
11,영상을 보다 보면 본인이 노트북 유저 라 생방송으로 게임은 불가능하다.
12,경쟁을 돌리면 렉이 심하다 라는 말들을 하곤 했다.
13,4월 12일 트위치에서 생방송으로 게임 방송을 진행했다.
14,앞으로도 간간히 게임 방송이 있을 듯 싶다.
15,"[6] 크게 각 폭 공략, 빠른 대전 플레이, 빠른 대회가 있다."
16,"그 외에 신규 컨텐츠 [7] 영상도 가끔 올라오며, 최근에는 빠른 대회 팟으로 다인 큐를 결성해 경쟁 전을 플레이하는 영상도 올리고 있다."
17,유 튜브 영상 업 로드 외에 따로 방송을 하진 않으며 거의 모든 영상에 자막을 단다.
18,대학 수업에 출강하거나 영화를 편집하는 모습을 Vlog로 업 로드하기도 한다.
19,"경쟁 전이 아닌 빠른 대전 영상만 올리는데, 노트북으로 오버워치를 돌리다 보니 생기는 렉이 감당되지 않는데 다 자신이 디 바 원 챔에 가깝기 때문에 유동적인 픽에 한계가 있기 때문이라고 한다."
20,참고 [62] 이러한 문제는 위에서 설명한 ' 빠른 대회' 팟으로 피시 방에서 다인 큐를 돌리는 것으로 어느 정도 해결함으로써 최근에는 경쟁 전 영상도 올라오고 있다.
21,저음 역대의 목소리가 듣기 좋다는 평을 많이 받는다.
22,영상을 올릴 땐 신경을 써서 또박또박 천천히 말하느라 평소 목소리와는 다르다고
23,한다.
24,[63] [64] 그래서 인지 영상 댓 글들을 보면 목소리에 대해 호평하는 댓 글들이 많이 보인다.
25,욕이나 험한 말도 웬만하면 자제하는 편. 과거 AVA 상위 클 랜에서 활동하였다.
26,"아바 클 랜 히트 화이트 사이트를 보면 클 랜 원 아이디가 [Heat] 로 시작되는데, 영상 초반에 나오는 각 폭의 아이디는 [Heat ]M67. 클 랜 게시 글을 검색 해보면 각 폭이 해당 클 랜 원이였다는 사실을 알 수 있다."
27,변경 전 아이디는 M67 Grenade. [65] 이 시절에도 수류탄 각 폭을 연구했다고
28,한다.AVA
29,와 오버 워치 에 임 차이를 보고 슬퍼한 팬들이 많았다고...
30,지금도 UCC 게시판에 검색해 보면 수류탄 각 폭 공략 영상이 올라와 있다.
31,쟁탈 전 영상은 각 폭보다는 토르비 욘 각 탑 관련 영상을 조금 더 많이 올린다.
32,본업으로 영화 편집 일을 한다고 한다.
33,대학 영화 과 출신이라고. 그래 선지 플레이 영상을 혼자 편집하는데 그 바람에 업 로드가 늦어지는 것이 아니냐
34,는 이야기도 많다.
35,영화 편집자인데 다가 대학교에서 강의까지 해서 그런지 편집 퀄리티가 기가 막히다.
36,예시로는 불필요한 장면을 완전 자연스럽게 넘기는 것이 있다.
37,[66] 전반적으로 편집 센스가 뛰어난 편. [67] 롤 큐와 크리에 이 터 파트너 쉽을 맺었 다. 현재 각 폭의 추천 채널에 롤 큐가 등록되어 있다.
38,"빅 헤드 [68], zunba#, 방탄 소년단 뷔# [69] 도 이 채널을 본다고 한다."
39,각 폭으로 노 룩 패스도 가능하다고
40,"한다 1번, 2번 등 여러 가지 인터넷 문서를 보면, 다니는 피씨방은 건대"
41,근처 피씨방으로 보인다.
42,본인도 건 대생인 것을 간접적으로 밝힌 바 있다.
43,"[70 ]10 월 20일 마 미 손의 "" 소년 점프"" 의 재생산인 둠피너프를 유 튜브에 업 로드. 자체 흑역사 생성이라 카더라"
44,2020년 2월부터 영화 리뷰를 올리는 유 튜브 서브 채널 리 씨네를 운영하고 있다.2020
45,"년 5월, 도라도 토르비 욘 각 탑 영상 녹화 도중, 세 얼간이 [71 ]를 상대 팀으로 만났다!"
46,"[72] 게임이 패배로 끝난 후, 정말 오랜만에 게임 내 채팅을 쳤다."
47,야 이 얼간이 들아!! 각 폭 유 튜브에 나와 있진 않지만 이 게임 이후 세 얼간이와 함께 4 인 큐로 게임을 했으며 궁극기 연계를 통해 3 인 궁까지 성공했다!
48,[73] 또한 마이크를 켜 논 채 도네
49,"리액션을 하는 시 심이를 보고 "" 다들 또 X 이인 거 같애.. ""라고 말했다."
50,"각 폭한테 욕 먹기 쉽지 않은데 ?2020 년 8월 15일, ' 천하 제일 각 폭대회' 이벤트를 개최했다."
51,"시청자의 각 폭을 공유하는 이벤트로, 시청자들이 제보한 리 플레이를 이용해 영상을 분류하며 작업하고 있었다."
52,"그런 데 8월 19일 새벽, 오버 워치 본 서버의 패치 [74] 로 인해 각 폭 본인이 이틀 동안 하나하나 분류한 리 플레이들이 모두 날아 가버렸다고"
53,"한다(...) 이후 영상 [75] 을 통해 이벤트의 제보 방식을 바꾼다 [76] 고 공지했고, 긴 작업 끝에 이 이벤트를 마무리할 수 있었다."
54,"[77 ]2020 년 10월 30일, RTX 3070 제품을 광고 하면서 유 튜브에 4년 중 처음으로 겐 지를 플레이하는 영상을 업 로드하였다!"
55,[78] 궁이 생기면 같은 편 아 나에게 눈치를 주는 모습을 볼 수 있다.
56,또 한 해당 그래픽 카드를 끼고 오버워치의 모든 그래픽 설정을 최상으로 선택 후 게임을 플레이 하였는데 원래 이 정도 퀄리티였냐
57,면서 매우 놀라는 반응을 보여주었다.
58,무슨 일인지 요즘 구독자 수가 지속적으로 감소하고 있다.
59,2020년 8월 말 ~9 월 초 구독자 22.1만명 [79 ]에서 2020년 말 21.4만명으로 감소하였다.
60,"각 폭을 비롯한 오버 워치 유 튜 버들( 닥터 준, 삐라, 아론 페이지 등 )에게도 공통적인 현상이 나타나는데, 유명 오버 워치 선수, 혹은 유튜버들의 이탈 등이 주된 이유이며, 이 현상은 오버 워치 내부의 문제일 가능성이 크고, 이는 오버 워치 유튜버들의 컨텐츠 부재 상황으로까지 이어질 수 있다."
61,[80 ]2020 년 12월 8일에는 인텔 광고 영상으로 위도 우 메이커를 플레이하는 영상을 업 로드했다.
62,또 한 자리 야도 플레이하였다.
63,의외로 에 임이 굉장히 좋았다.
64,과거의 각 폭이 아니다
65,"D.Va 토르비 욘 정크 랫 오버 워 치유 튜버 2018년 02월 14일에 7만 구독자 기념으로 라디오방송을 진행하였다 (Q &A). 첫날이라 세팅을 잘못해 IRL이 아닌 OverWatch 탭에서 방송을 진행 하였는데, 방송을 킨 9시 한국 오버 워치 시청자 2위에 올라가는 기염을 토하기도 하였다."
66,"물론 그 뒤로 준 바, 보물 창고 등이 방송을 키기 시작하면서 10 위권 정도로 떨어졌다."
67,초회 시청자 수는 250명 선. 2회 방송은 100명 선이였다.2018
68,"년 03월 01일 현재 Q&A 의 50% 정도 밖에 진행을 못하여, 비정기적으로 라디오 방송을 한다고 공지 하였다."
69,"이후 방송은 비정기적으로 진행하고 있으며 공지는 별도로 안한다 각 폭 위치를 방송에서 찾거나, 최근에는 신맵 리얄 토( 테썹 )에서 각 폭 위치를 잡는 방송을 하는 등 각 폭 교육 방송을 하고 있다."
70,"물론 저격수들도 존재한다 시청자는 100-150 명 사이를 유지하고 있으며, 오버 워치 유 튜브 방송 제작자, 및 스트 리머 치고는 늦게 시작한 감이 있긴 하나 4-5 회 방송 실적에 비하면 좋은 성적을 유지하고 있다.2018"
71,년 5월 13일. 트위치 생방송으로 배치를 실시. 배치성적 10승을 하며 마스터를 달성하였다.
72,점수는 3594점. 본인도 놀란지 달성 후 몇 초간 정적이 흘렀다.
73,하지만 마지막 방송 일로부터 2021년 현재까지 트위치 방송 활동이 중단되었다.
74,"각 폭의 원래 뜻은 FPS 게임에서 수류탄을 던질 때 벽 혹은 사물에 맞고 떨어지는 각도가 달라지는 폭을 말하며, 이 채널에서는 오버 워치 내의 투사 체 [8 ]를 각 폭처럼 던져 상대팀이 피하기 힘든 최적의 장소에 던지는 것을 연구하는 게 주 요소. 시즌 1 때 디 바가 궁을 쓰면 자기 궁에 자살이 되는 일이 빈번했기에 디 바 궁극기 각 폭은 짧은 기간에 많은 인지도를 얻었다."
75,빠른 대전을 플레이 할 때는 기준 매 영상마다 두 세 번 정도 디 바 각 폭을 보여주는 편이다.
76,"보통은 빠른 대전 풀 플레이 영상이 올라오지만, 가끔 1~2 분 이내의 짧은 영상도 올라온다."
77,새로 나온 각 폭이 있다면 영상 끝 즈음에 그 영상에서 쓰인 각 폭을 정리해 놓기도 한다.
78,"영상을 보면 물론 실전에서 각 폭의 유용성을 보여주는 것도 있긴 하지만 동시에 디 바 본래의 역할, 즉 매트릭스를 활용하여 아군을 지켜 내는 센스도 좋다는 평을 듣는다."
79,"또 한 자폭이 돌 때마다 무조건 궁 각만을 재려고 하지는 않고 상황에 따라 메카 충전용이나 비비기 용으로, 혹은 다음 한 타를 위해 아끼는 식으로 사용하는 모습도 보인다."
80,"디 바만 하는 것도 아니라서, 가끔 토르비욘이나 메 르시, 정크 랫 플레이 영상도 올라오곤 한다."
81,최근 정크랫이 큰 상향을 먹고 난 뒤부터 는 정크 랫 플레이 영상의 비중이 높아 지고 있다.
