,sentences
0,시사 저널 기사 디시인 사이드 요약 1 디시 요약 2[1 ]2018 년 초 중반 경부터 유행하기 시작한 소위 ' 양산 형 유 튜버' 들을 풍자하는 밈이다.
1,풍자 대상은 아무런 근거도 증거도 없는 무분별한 찌라 시 영상들이 포함된다.
2,유 튜브는 국내 플랫폼과 달리 나이에 관계없이 누구나 가입해서 영상을 등록할 수 있다.
3,"따라서 일부 계층의 업 로더들은 질 낮은 컨텐츠를 무분별하게 등록하는 경우도 있는데, 여기서 표절이나 불 펌 동영상, 누구나 알고 있는 정보 또는 정보 없는 정보 영상과 같은 찌라 시 영상의 문제가 심화되기도 한다."
4,"대개 저 연령층을 대상으로 하는 유튜버들의 인기가 원인으로 꼽히는데, @@TV, @@ 유 튜브 같은 닉네임을 달고 있으면서 정작 채널에는 질 낮은 짜깁기나 황색언론처럼 자극적인 표제와 제목/ 섬 네 일로 낚는 영상이 전부는 물론이고 심지어는 그 마저도 없는 경우가 허다하다."
5,"과거 2000년대에는 유 튜브 자체가 해외의 유명세에 비해 국내에서는 그 기세가 약했지만 2010년대가 되며 구 글과 함께 유 튜브가 주목받기 시작하고 스트리밍 서비스도 도입되는 등 국내에서도 시장이 커졌고, 유 튜브를 통해서 광고 수익을 거둘 수 있다는 점 때문에 각종 짜깁기 식의 저질 영상들이 범람하기 시작했다."
6,"이런 영상들은 보통 자극적인 제목을 붙여 해당 컨텐츠에 관심 있는 사람들의 주목을 끌지만 실제로 들어 가보면 해당 컨텐츠와 관련된 유명 혹은 공식 영상, 나무 위 키 등지의 인터넷에서 떠도는 내용들을 짜깁기해서 만들고 정작 제목과 관련된 내용은 추측성[ 예시 ]으로 끝내는 Vlog라고 치기에도 조잡한 영상인 경우가 많다."
7,영상 말미에 좋아요
8,와 구독 버튼 눌러 주세요 는 덤. 까놓고 말해서 ' 유 튜브 거지' 들이라고 해도 이상할 게 없는 이런 유저들의 저급 영상 범람은 양질 컨텐츠의 노출을 줄어들게 하지만 이러한 영상들을 뚜렷하게 규제할 만한 사유는 없다 보니 매번 당하던 사람은 계속 당하고 욕할 뿐이다.
9,"뻔한 NCS 음 원 내지 브로 스텝 및 양산 형 퓨 쳐 베이스 /EDM 트랩 음악과 형형색색의 도형들이 날아다니는 인트로를 쓰는 것이 특징. [3] 인트로 탬플렛은 검색 한두 번으로 소스를 캘 수 있고 그대로 자신의 영상에 적용할 수 있어 모션 그래픽 및 3D 편집 노하우가 필요하지 않고, 슬라이드 쇼를 만들 수 있는 정도의 영상 편집 기술만 보유하고 있으면 된다."
10,템플렛을 삽입하고 인터넷에서 적당히 스크린 샷을 긁어 와 자막을 넣고 슬라이드 쇼를 만들면 된다.
11,음성 나 레이션이 필요할 경우 보이스 웨어로 때우는 경우도 허다하다.
12,참 쉽죠?
13,초등학생도 나흘 정도를 배우면 이런 식의 유튜버가 될 수 있다.
14,[4] 대부분이 과학에 무지한 수준이라 ' 누가 그렇게 말했다.
15,' 혹은 ' 책의 내용이나 음모론에서 그렇더라
16,' 이런 식의 싸움을 한다.
17,그러다가 자신의 지식이 동나거나 지식이 딸리면 그냥 패드 립 싸움으로 넘어간다.
18,"이런 질 낮은 컨텐츠 위주로 진행하는 ○○TV, ○○ 유 튜브 식의 작명으로 양산 형 유튜버가 자주 보이자 디시 인사이드 등의 커뮤니티에선 이러한 문제점을 풍자하기 위해 쓸데없는 정보 글을 병신 TV 라는 가상의 유 튜브 채널이란 말머리를 붙여서 풍자하기 시작했다."
19,"2017년 8월 처음으로 이와 관련된 만화와 글이 올라온 뒤 병신 TV 라는 용어는 뇌 피 셜 [5], 저질 컨텐츠, 자극적인 제목 [6], 복붙 컨텐츠, 조잡한 구성이나 연출의 영상 [7] 등 도움되지 않는 컨텐츠를 올리는 양산 형 유튜버를 지칭하는 단어로 쓰이게 되었다."
20,이러한 상황은 외국에도 존재한다.
21,저 연령층이 만든 로 블록 스나 마인 크래프트 영상이 범람하고 댓 글마다 흐름과 완전 딴판이며 어 그로를 끄는 무개념 댓 글들이 판을 쳐 아예 레딧에서는 r/youngpeopleyoutube 로 불리며 밈 화되었다.
22,심지어 이러한 외국 초 딩 들의 행적을 캡처로 수집해서 전문적으로 다루는 채널까지 존재한다.
23,TOP 10 anime라고 불리는 밈 역시 병신 TV처럼 의미 없는 순위 정하기로 까이다가 밈이 되었다.
24,더 나 아가 한 중 갤러는 아예 TV 병신이라는 양산 형 채널의 문제점을 풍자하는 유 튜브 채널을 개설해 운영 중이다.
25,준수한 퀄리티와 수준 높은 풍자로 구독자들의 차세대 백 남 준 이란 호평과 유명 유튜버들의 칭찬이 끊이지 않는다.
26,"자세한 내용은 TV 병신 문서 참고. 그리고 유 튜브 커뮤니티 가이드 라인 위 반인 맞구 독을 자주하며, 맞구 독의 문제점을 모르고 [8] 나아가 맞구 독으로 구독자만 쭉쭉 빨기만 하는 경우도 존재한다."
27,"이 문단의 내용 중 전체 또는 일부는 유 튜브/ 문제점 문서의 r1101 판, 2.5. 번 문단에서 가져왔습니다."
28,이전 역사 보러 가기 이 문단의 내용 중 전체 또는 일부는 다른 문서에서 가져왔습니다.
