,sentences
0,AWESOMEPIECE by AWESOMEPEOPLE 명작 (Masterpiece) 을 넘어 어 썸 피스를 추구합니다.
1,이를 위해 도전할 어 썸 피플입니다.
2,모바일 게임의 끝을 보여드리겠습니다.
3,어 썸 피스는 모바일 게임 개발을 주요 사업으로 하는 대한민국의 게임 제작사이다.
4,2010년 7월 2일 설립되었다.2014
5,년에 ' 아오
6,오니 레 전드( 현재 좀비고등학교) '를 출시하였다.
7,사실상 이 게임으로 인해 알려 졌다고
8,해도 과언이 아닐 정도로 이 게임에 집중하여 개발하고 있다.
9,위치는 서울특별시 관악구 남부 순환로 1926 경동 제약 프라임 빌딩 7 층에 위치한다.
10,낙성대 역 3번 출구 바로 앞에 위치한다.
11,★ 이 붙은 게임은 서비스 종료된 게임이다.
12,라스트 메어★ - 공포 탈출 게임. 인지도도 극히 떨어져 금방 식어 서비스 종료. 좀 비고 퍼스트 블 러드★ [A] 좀 비고 학교의 비밀★ [A] 좀 비고 카메라★ - 이름만 좀비 고지 실제로는 그냥 심령 사진 만드는 앱이다.
13,좀비고등학교 - 현재 이 게임으로 인해 이런 자리까지 오르게 되었다.
14,( 前 아오
15,오니 레 전드) 궁 디 팡팡★ 퍼즐 앤 두더지★ 펠리컨 폴★ 내가 그린 기린 그림★ - 나무위 키에 문서가 만들어 질 정도로 인지도가 있는 게임이다.
16,현재 서비스 종료 되었다.
17,"정리의 달인★ 그림으로 말해요★ 좀 비고 : 검은 주방 - 좀 비고등학교의 싱글 스토리 모드인 "" 검은 주방"" 을 게임으로 출시한 것이며, 12개 언어를 지원한다."
18,해외진출이 목표였다.
19,[3] 도와 줘! 엔 즈 - 좀 비고등학교 이후 처음 출시되는 게임이다.
20,광고/ 과 금 시스템이 일절 없는 1인 용 오프라인 게임이다.
21,킹 갓 캐슬 - 2020년 10월 출시한 신규 게임. 대표이사를 제외한 몇몇 직원은 실명이 아니다.
22,정확히 말하자면 실명이 알려 지지 않았다.
23,현재 어 썸 피스를 떠나거나 군 복무 외의 사정으로 일하지 않는 직원은 취소 선 처리한다.
24,게임 대부분을 픽 셀 아트 그래픽으로 만든다.
25,"모바일 게임 좀비고등학교 4주년 이벤트로 ' 기부할 줄 아람?!' 이벤트가 있었는데, 어 썸 피스가 소아암 환아 돕기 사랑의 후원금 1,000만원을 전달했다."
26,"자세히 알아보기 좀 비고등학교 외에 도와줘! 엔즈나 킹 갓 캐슬 등을 개발하는 신작 팀 멤버는 어 썸 첵스, 악어 몬, 우유들 컹이다."
27,물론 어썸첵스를 제외하고 적어도 한 번 씩은 어 썸 한 간담회에 출연했거나 세 명 모두 광장에 NPC가 있으므로 좀 비고 개발은 따로 하는 것으로 보인다.
28,"어 썸 피스의 대표 이사. 흔히 들 대장님이라고 하지만 어 썸 피스 자체의 분위기가 상하관계가 거의 없는 편이라 밝혀서, 실질적인 영향력은 적은 듯. 그래도 대표라서 인지 어 썸 피스 자체의 공식 안내 ( 지스타 조기 폐쇄 조치가 그 예) 혹은 사회적 이슈와 관련되어 생긴 사항 ( 커스텀 룸 폐쇄가 그 예) 이 있다면 공지는 이분이 올리 신다."
29,  자 세한 내용은 아도니스 (PD) 문서를 의 번째 문단을의 부분을 참고하십시오.
30,"좀비고등학교 개발 팀으로, 래더와 유저 제재를 담당하고 있다."
31,"타 운영자들과 는 달리, 매우 진지한 말투를 사용, 또한 농담이나 말장난을 별로 하지 않는다."
32,"예전에 트위터를 한 적이 있는데, 현재는 트윗이 올라오지 않고 있다."
33,한 때 유저 한 명과 댓 글 논쟁을 벌인 적도 있다.
34,슈나의 어휘력이나 말 빨이 상당히 쎄서 좀 공 카 유저들이 성지 순례를 자주 하러 온다.
35,해 당 논쟁의 결론이다.
36,"참다못한 해당 유저는 화가 폭발하여 슈나에게 욕설을 퍼부었고, 슈나는 이에도 차분하면서도 해당 유저를 크게 비판하였다."
37,해 당 짤은 슈나의 댓 글 부분만 잘라 캡처한 후에 밈으로 자주 쓰인다.
38,"여담으로, 슈나의 래더 실력은 꽤 좋은 편. 제 2회 어 썸 한 간담회의 유저와 운 영진의 경도 대결에서 밝혀졌다."
