,sentences
0,"“ 아구” 김용 순 출신지: 대한민국, 인천“ 아구” 라는 방송 명으로 널리 알려 진 김용 순 님은 2007년 브루드 워를 통해 프로 게이 머의 꿈을 키웠으며, 2010년에는 마침내 스타 크래프트 II 제 넥스 (ZeNEX) 팀에 입단하며 꿈을 이루었습니다."
1,"김용 순 님은 프로 게이 머 경력을 살려 게임 개발자로도 근무한 바 있으며, 이후에는 한국 커뮤니티를 위한 다양한 스타 크래프트 II 방송 콘텐츠를 제작하기 시작했습니다."
2,김용 순 님은 현재 한국 스타 크래프트 II 커뮤니티에서 가장 인기 있고 영향력 있는 인물 중 하나로 손꼽히고 있습니다.
3,"스타 크래프트 20주년 축하 영상 출연진 소개 중 前 아프리카 TV BJ, 前 스타 크래프트 2 프로 게이 머 [4], 現 샌 드박스 네트워크 소속 종합게임 크리에 이 터. 자유의 날개 프로 게이 머 시절 종족은 테란이며 당시 닉네임은 Cutter 였다."
4,닉네임의 유래는 군대 가기 전 마지막 만찬이 아구 찜이어서 닉네임을 아구라고 지었다고
5,한다.
6,군대 가기 전 스타 크래프트 2 엽기 전략 영상인 하 울의 움직이는 성을 업 로드 하고 군대를 다녀왔더니 조 회수가 터져 있었고 정신을 차려 보니 유튜버가 되어 있었다고
7,한다.
8,2017년 3월 10일에 게임 개발자로 회사 [5 ]에 취직했다!
9,드디어 백수 탈출했다!
10,덕분에 매일 야근에 시달리고 있다.
11,그러나 그 후 9월 3일 회사를 스스로 나왔고 전업 스트 리머 전향을 밝혔다.
12,"[6] 참고로 자기가 잊을 수 없는 게임은 랑그 릿 사, 창세기 전 3: 파트 2, 테일 즈위버 그리고 스타 크래프트라고 한다."
13,"이상형은 핑크빛이 도는 금발머리프로 게이 머 [7 ]를 언제 시작했는지 정확히 알 수 없으며, [8] 소속 팀은 ZeNEX 였다."
14,2012년 6월 1일 은퇴하였다.
15,"총 전적대회 명경기 일맵 상대선수 승패 ESV TV Korean Weekly Season 12011.07.26Testbug, 크레바스 TheBest0 – 2 LWCG 2011 Nationals South Korea2011.08 .06 기록 없음 Pippi1 – 2 LESV TV Korean Weekly Season 12011.09.06Sanshorn Mists, 탈다림 제단, Ithaca HappyZerG1 – 2 LESV TV Korean Weekly Season 12011.10.12 듀얼 사이트, Sungsu CrossingWhale 2 – 0 WESV TV Korean Weekly Season 12011.10.12 여명( 스타 크래프트 2), Othello JJun0 – 2 L2011 GSL November2011.10 .27 기록부족 SaintW[9 ]2011 GSL November2011.10 .27 듀얼 사이트, 안 티가 조선소 PlanSecretSpC0 - 2 LESV TV Korean Weekly Season 12011.12.08Sanctuary, 여명( 스타 크래프트 2), Sanshorn Mists Avenge1 – 2 L2012 GSL Season 12012.01.05 기록 없음 AcE0 – 2 LIPL TAC 3/2 차 예선 2012.01.08 기록 없음 Kingdom1 - 0 W[10 ]Esports Weekly Match Season 12012.02.06 여명( 스타 크래프트 2), 듀얼 사이트, 안 티가 조선소 NalZa1 – 2 LESV TV Korean Weekly Season 22012.02.09Sanshorn Mists, 구름 왕국, 대도시( 스타 크래프트 맵 )VINES2 – 1 WESV TV Korean Weekly Season 22012.02.09 오하나( 스타 크래프트 2), 여명( 스타 크래프트 2)Min0 – 2 LEsports Weekly Match Season 12012.02.15 여명( 스타 크래프트 2), 듀얼 사이트, 안 티가 조선소 Bang1 – 2 L2012 GSL Season 22012.03.10 여명( 스타 크래프트 2), 벨 시 르 해안 Adun2 – 0 W2012 GSL Season 22012.03.10 여명( 스타 크래프트 2), 벨 시 르 해안, 구름 왕국 Venus1 – 2 L 최종 승률 전체 승률: 38.24% (13 - 21)v P : 45.00% (9 - 11)v T : 14.29% (1 - 6)v Z : 42.86% (3 - 4) 이 단락에서 모든 정보는 리 퀴 피디아와 ALIGULAC에서 가져왔습니다."
16,ALIGULAC의 오프라인 매치도 포함시켰습니다.
17,서로 경기 날짜가 다를 경우 리 퀴 피디 아의 정보를 따랐습니다.
18,최종 승률에 2011 GSL November는 기록이 너무 부족해 포함되지 않았습니다.
19,"닉네임과 함께 다양한 플렛폼을 사용해 왔는데, 군 입대 전에는 아프리카 TV, 군복무 중에는 다음팟에서 방송을 했고, [11] 전역 후에 다시 아프리카 TV로 돌아왔으며, 시청자들의 편의 성과 유입을 위해 유 튜브로 옮기게 된다."
20,자신의 방송 페이스와 목상태 유지를 위해 가끔 스 2가 아닌 다른 게임으로 방송을 하고는 했는데 그때마다 계속되는 스무 새 [12] 들의 지나친 요청으로 인해 방송 진행에 어려움을 느껴 트위치에서 순룡이라는 닉네임으로 새 출발을 한다는 특단의 조치를 내린 적도 있었다.
21,"다만 아구를 버렸던 것은 아니고 기존의 ' 아구 '로는 유 튜브에서 스 2만을 다루며, 순룡으로는 트위치에서 스 2를 제외한 게임을 다루었다."
22,"이후 다시 아구로 통합한 후 동시 송출 하다가 트위치와 파트너십 계약하고 난 후에는 트위치에서만 스트리밍 하고, 유 튜브엔 보통 편집된 영상을 올린다."
23,유 튜브 채널에는 엽기 전략 전술과 하이라이트 영상이 올라온다.
24,"유 튜브 채널 가끔 씩 올라왔던 영상이 내려가는 경우가 있는데, 이는 배경음악의 저작권 문제 거나 스스로 가 완성도가 낮다 고 판단된다면 내용을 고치거나, 재 실황하기 때문이다."
25,최근에도 영상들이 몇 가지 교체되거나 삭제되는 것으로 미루어 보아 컨텐츠의 완성도에 대해 많은 신경을 쓰는 듯. 개인 블 로그를 통해서도 주요 컨텐츠에 대한 고찰을 언급한 적이 있다.
26,"방송에서 사용하는 스타 크래프트 2 아이 디는 수우 운, 백스핀 블로우 [13], 꼬미 [14] 등이 있으며 현재는 혹여나 플레이어가 알아보는 것을 생각해 lIlIIlIIl 같이 [15] 영어 I와 L을 섞어 쓴 바코드 닉네임을 썼다가 [16] 현재는 바코드로도 사칭하는 사람이 나타난 것 때문인지 ' 드라 순' [17 ]이란 닉네임으로 바꿨다."
27,원래는 시청자들의 아이디를 자주 빌려 썼으나 어느 시점에서 부터는 되도록이면 자신의 계정을 통해 엽기 전략을 구사한다.
28,마스터 구간에 와서는 시청자들이 원하는 엽기 전략들이 통하지 않는다고
29,수십 판동안 패 작을 반복하기도 한다.
30,[18] 화상 키보드를 써서 다이아를 이겼다.
31,최근에는 기량이 늘어서 인지 방송시간 문제 때문인지 굳이 패작은 하지 않고 자신의 티어에서 주로 실황하는 편. 그럼에도 성공률은 전과 크게 달라 지진 않은 듯하다.
32,불리한 게임을 어떻게든 역전하려고 애쓰기보다는 쿨하게 게임을 나가 버리는 경우가 상당히 많다.
33,특히 초반에 일꾼이 많이 털리면 그러한데 아무래도 방송의 재미를 많이 신경 쓰기 때문인 듯하다.
