,sentences
0,샌 드박스 네트워크 소속의 유 튜 버이자 애니 메이 터. 원래는 totos 라는 이름의 주전자 닷컴 작가였다.
1,"이후 유 튜브에서 크루 세이 더 퀘스트나 메이 플 스토리 2 애니메이션을 중심으로 활동하다가, 현재는 종합 게임 애니메이션과 다양한 일상 만화를 중심으로 활동 [5] 한다."
2,첫 영상은 2015년 3월 11일 크루 세이 더 퀘스트의 아벨에 대한 것을 그린 15초 가량의 짧은 애니메이션이다.
3,"이후 메이 플 스토리 2의 파 풀라 투스를 시작으로, 메이 플 스토리 2의 보스 몬스터에 관한 만화를 제작했다."
4,간간히 메이 플 스토리 2의 악기들을 사용해 즉흥 연주 영상을 올리기도 하였다.
5,시간이 지나면서 메이 플 스토리 2의 운영방식이 실망스러워 지면서 풍자하는 영상으로 바뀌어 나갔다.
6,"메이 플 스토리 2/ 문제점 문서에 있는 영상들은 모두 고누리가 제작한 영상으로, 정확하게 지적하고 있다."
7,"결국 2018년 1월 7일 올린 영상에서 메이 플 스토리 2를 접겠다는 의사를 밝혔고, 전작인 메이플스토리로 갈아타게 되었다.2018"
8,"년 10월 2일부터 군 입대로 인해 활동을 중지한다는 공지를 올렸고, 2020년 5월 16일 최초공개로 자신이 전역한다는 영상을 걸면서 활동을 재개했다."
9,[6] 현재 ' 누 리' 라는 이름의 푸들을 키우고 있다.
10,유 튜브 닉네임의 고누리는 여기서 따왔다.
11,2020년 기준으로 나이가 13 살인 노견이다.
12,게임 닉네임으로 쓰이는 토토 쑤는 고누리의 아버지가 옛날에 키우던 요크셔 테리어의 이름인 ' 토토 '에서 따왔다고
13,한다.
14,거기에 '~ 의 소유' 의 뜻인 's를 붙여서 toto's 이지만 게임 상에서 보통 특수문자를 쓰지 못하기 때문에 최종적으로 ' 토 토쑤' 가 되었다고
15,한다.
16,[26] 메이 플 닉네임이 토토쑤가 아닌 또 또쑤인 이유는 이미 누군가 ' 토 토쑤' 라는 닉네임을 쓰고 있기 때문인 듯. 시기상으로는 토토 쑤라는 닉네임이 먼저 지어 졌다고
17,한다.
18,메이 플 스토리로 커지는 것이 자신의 방향이 아니라고 말했다.
19,그러나 영상에는 메이 플 댓 글만 달려서 노이로제가 걸릴 지경이라고. 복귀 이후 만든 영상 중 메이 플 만화 관련 영상의 조회 수가 상당히 많이 나오자 방송에서 이에 대해 꽤나 심각하게 고민하고 있는 듯한 모습을 보였다.
20,"이 영상에서 언급하길, 눈 근처에 백반증이 있다고"
21,한다.
22,"군대에 있을 때, 막 부대에 복귀했을 때 집에 실버 버튼이 배송이 되었다고"
23,한다.
24,"[27] 지금의 파란색 모자를 쓴 캐릭터를 만들게 된 계기로, 원래 메이 플 2에서 만든 캐릭터가 맘에 들어서 오너캐로 삼았는데 사람들이 그걸 보고 여자냐"
25,는 질문을 질릴 정도로 많이 해대서 만들었다고
26,한다.
27,얼굴 공개 여부에 대해 물어보는 것을 싫어한다.
28,"앞으로 할 생각도 없고, 도대체 얼굴이 왜 궁금한지 모르겠다 고... 혹여나 이 글을 보았다면 얼굴 공개 여부에 대해서는 물어보지 말도록 하자 .2020. 8. 18. 오전 11 시경 디시인 사이드 고누리 마이너 갤러리가 폐쇄되었다."
29,"한 유 저가 관리자 권한을 위임 받은 즉시 폐쇄한 걸 보아 주기적으로 저격 글이 올라오고, 여론이 좋지 않던 고누리 마이너 갤러리를 관련 자가 폐쇄시킨 걸로 보인다."
30,기존 소통을 하던
31,트게 더를 더 이상 사용하지 않고 네이버 카페를 만들어 운영하기로 했다.
32,네이버 카페의 이름은 시청자들과 상의해서 ' 고 누리자' 로 하였다.
33,만화를 시작하게 된 계기는 본인이 했던 게임에 대해 기록하고 남기는 것을 좋아해서 라고 한다.
34,"[28] 본인은 그저 영상을 기록하는 창고 개념으로 시작했지만, 점점 구경하는 사람이 늘어나서 지금에 이르게 된 것이다.2020."
35,9. 28. 기준 오후 7시 30 분경 유 튜브 커뮤니티로 샌 드박스 네트워크에 들어갔다고
36,밝혔다.2020.
37,"10. 29. 루니 오 넷 카 마 및 사기 의혹 이후 내다 버린 군생활이라는 제목으로 이전 썰 풀이 만화 영상의 제목을 고친 뒤 [29], 방송을 켜자 유입이 폭증했다."
38,"루니 오라는 화제와 방송 제목 ""이 노 시스 차기 촌장 ꉂꉂ(ᴖᗜᴖ*)"" 때문에 생긴 일로 보인다."
39,"[30] 이 방송에서 "" 고누 리님은 남자 맞나요"
40,"(...)"" 라는 드립과 촌장으로 추대하는 채팅이 남발했다."
41,유저들이 교환을 통해 메 소와 아이템을 주기도 하였다.
42,메이 플 스토리는 메이 플 스토리 2 가 리 스타트 패치로 하루 동안 점검을 하는 탓에 어떤 유저의 권유를 받아 시작했다고
