,sentences
0,"보람 튜브는 2013년 출생 한국의 유튜버로, 유 튜브를 시작한 지 1년 만에 모든 유 튜버 중에서 수익성이 압도적인 걸로 유명한 영 유아 부문에서도 1위를 달성하게 되었다."
1,"공식 소개에 따르면 5 살 보람이, 7살 코 난, 6살 또 치 삼촌이 재미있게 만들어 가는 채널. 주로 여행이나 일상기 상황 극을 다루고 있다.2019"
2,"년 10월 18일 기준으로 유 튜브 채널의 구독자 수는 2030만 명을 넘어섰고, 한국 유 튜브 채널 중 4위에 올라 있다.2020"
3,년 6월 9일에는 무려 구독자 2500만명을 넘었다.
4,동영상 조 회수는 100억 회를 넘어서 한국 유 튜브 채널 중 7위를 기록하고 있다.
5,"유 튜브 채널 중 연예인이나 회사 등을 제외하면, 두 부문 모두 압도 적인 1위를 차지했다."
6,2020년 5월 기준 브이 로그 채널은 완전히 버려 진 것 같다.
7,"또 한 두 채널은 한국이 아닌 중국, 미국으로 나아가고 있다."
8,보람 튜브에서 유 튜브를 시작하게 된 것은 놀아 주려고라는 단순한 이유였다고 주장한다.
9,"원래 보람의 부모님은 맞벌이를 하면서 보람 이를 할머니 집에 맡겨 키웠었는데, 할머니가 큰 수술을 받으면서 아이를 보살펴 주기 힘들어 졌다."
10,"그런 데 때는 바야흐로 ' 대 유 튜브' 의 시대, 아이였던 보람이 가 유 튜브를 즐겨 봤고, 가족들은 보람이 와 놀 때면 항상 유 튜브를 보곤 했는데, 유 튜브를 보면서 "" 우리도 보람이랑 유 튜브 찍으면서 놀아 주면 반 강제로 놀아 주지 않을까...?"
11,"""라고 생각해 유 튜브를 시작하게 되었던 것. 그렇게 2016년에 유 튜브 보람 튜브를 시작했는데, 초반에는 해외 채널을 많이 참고 하며 유행을 따라갔고, 댓 글로 소통하던 초등학생을 타겟으로 영상을 만들었지만, 초등학생들이 좋아하는 영상이 그렇듯이 영 유아층이 보기엔 부적절하다는 피드백이 있었고 알고 보니 댓 글을 쓸 줄 모르는 영 유아의 시청률이 높았다는 통계가 나오면서 아예 영 유아를 위주로 한 컨텐츠로 방향을 돌리게 되었다."
12,[3] 인기가 급상승하면서 이제 보람 패밀리 주식회사가 설립되었다.
13,중소기업이며 업종은 ' 응용 소프트웨어 개발 및 공급업 '으로 되어 있다.
14,회사 사이트는 없다.
15,"그렇게 운영의 틀이 잡힌 뒤에는 1년도 채 안돼 유아부문 유튜버로 1위를 차지했으며, 현재까지 도 꾸준히 영상을 올리고 있다."
16,현재는 주로 여행이나 일상기 상황 극을 다루고 있다.
17,원래는 보람 튜브에 자매 채널 2개를 연결해 놓고 자매 채널에 들어가면 연관 채널로 보람 튜브와 - 자매 채널 1개가 떴으나 언제 부턴가 자매 채널이 뜨지 않았다가 2018년 1월 23일부터 보람 튜브 토이 리뷰가 생겼다.
18,주의. 사건· 사고 관련 내용을 설명합니다.
19,이 문서는 실제로 일어난 사건· 사고의 자세한 내용과 설명을 포함하고 있습니다.
