,sentences
0,"Tissue 휴지는 이물질 등을 닦을 때 주로 쓰이는 종이를 뜻하며, 1~3 겹의 매우 얇고 부드러운 종이로 이루어져 있는 것이 대부분이다."
1,' 화 장지' 라고도 불린다.
2,"천 등으로 만든 손수건이 대부분이 던 시대에 세계 최초의 일회용 티슈를 발명한 사람은 독일 괴 핑 엔에 종이공장을 소유하고 있던 구스타 프 크룸으로, 1894년에 특허를 출원하였다."
3,이 일회용 티슈는 펄프로 만든 매우 얇은 종이에 글리세린을 도포하여 내구성을 높이고 부드럽게 만든 것이다.
4,"그로부터 35년 뒤인 1929년에 뉘른 베르크 종이공장 조합이 크룸의 발명을 계승하여 ' 순수한 펄프로 만든 최초의 티슈' (erste Papiertaschentuch aus reinem Zellstoff) 라는 제목으로 상표권을 등록했는데, 이것이 현재에도 시중에서 판매되고 있는 템포 (Tempo) 티슈이다."
5,"글리세린에 꽃이나 허브, 과일 향을 녹여 입힐 수 있기 때문에 복숭아 향서부터 라벤더 향까지 시중에 여러 종류가 있다."
6,"한편, 미국의 킴벌리- 클라크 사도 비슷한 시기에 자체적으로 티슈를 개발하였다."
7,"20 세기 초 1차 세계대전에 참전 중이 던 미국은 붕대나 거즈 등의 군수 물자가 부족하였는데, 이에 킴벌리- 클라크 사는 20 세기 초반에 셀 루 코튼이라는 물질을 개발하였다."
8,"펄프를 이용하여 면직물처럼 만든 것으로, 면 보다 흡수력이 5 배 높은 물질로, 붕대의 대용으로 쓰기에 알맞았다."
9,"이 물건은 흡수력이 너무나도 좋았고, 한 번 쓰고 버리기에도 부담이 없었기 때문에 야전병원에서 대단히 많이 사용되었다."
10,"또 한 이 셀 루 코튼은 전쟁 중 다른 용도로 사용되었는데, 독일이 이때 독가스를 개발하자 미군은 방독면을 썼는데, 방독면의 필터에 이 셀 루 코튼을 사용했다."
11,[1] 1918년 전쟁이 끝나자 셀 루 코튼의 재고가 넘 처 나고 이에 킴벌리- 클라크 사는 민수용으로 활용할 방안을 생각하게 된다.
12,이에 1924년 크리 넥스 티슈 (Kleenex Tissue) 라는 상표명을 등록 하여 1회 용 화장지라는 컨셉으로 세상에 내놓는다.
