,sentences
0,유 튜브와 트위치에서 활동하는 게임 방송인이며 배 틀 그라운드를 주로 방송하고 있다.
1,"하얀 귤의 어원은 "" 귤을 먹다가 푹 누른 귤이 아주 하얗기에 닉네임을 하얀 귤로 짓게 되었다"" 고 한다."
2,[6] 첫 영상은 2017년 12월 27일에 올라왔고 다른 머 기업 스트 리머/ 유튜버보다 늦게 시작했지만 꾸준한 상승세를 타고 있다.
3,"반말 [7 ]이나 욕을 쓴 적이 거의 없으며 방송 초기에는 항상 공손한 말투를 유지했으나 이후엔 ' 나는~' '~ 해' 와 같은 해체의 말투로 바뀌었다 차분한 목소리로 공략을 이해가 잘 되도록 설명해 주는 점이 매력 포인트 .2019 년 1월 13일 기준 유 튜브 구독자 100,000명을 달성하여 하얀 귤 유 튜브 커뮤니티에 구독자 100,000명 달성을 감사하는 게시 글을 올렸다."
4,배틀 그라운드 공략 영상을 올리는 것으로 차츰 인지도를 쌓아 왔으며 더불어 목소리가 좋아서 보는 사람들이 많아 졌다.
5,영상은 오후 7시에 업 로드되며 생방송은 저녁 방송에서 낮방송으로 변경하여 평일 12시~ 4/5 시에 진행하고 휴일에는 휴식한다.
6,방종은 랜덤. [8] 매주 수요일을 랜듀데이로 지정해 놓고 그날은 랜덤 듀오를 주로 플레이 한다.
7,"2018년 12월 27일 유 튜브 방송 1주년을 달성했고, 그날 오후 9시 10분 1주년 기념 생방송을 진행하였다."
8,아직 실명은 밝히지 않았으나 성은 ' 김' 씨라고 방송에서 밝혔다.2020
9,년 10월 26일 영상으로 군대에 간다는 말을 했다.
10,따라서 유 튜브는 약 1년 반 정도의 휴식기에 접어들 예정이다.
11,자 이제 첫 판을 하도록 할게요.
12,[9] [10] 여러분들은 여기서 못 나갑니다.
13,[11] 오케이 너 거기 파 밍해 내가 양보해 줄게.
14,[12] 여러분 잠시만요 화장실 다녀올게요.
15,"오른쪽에 다시 아 친구 하나 왼쪽에 버기 친구 오케이 확인 위치 파악 끝! [13] 이 겜 터졌다~! [14] 아니에요,"
16,하얀 겔입니다~!
17,[15] 자~ 이제 찐 막하겠습니다.
18,[16] [17] 봅시다
19,아 하아... 자기장이 히 이이... 저 친구 약간 물 딱이 느낌 나는데? [18] 비행기 경로와 자기장의 위치를 고려 하여 안전한 구역의 건물과 건물 사이를 자동차를 이용하려 빠르게 이동하는 것이 주된 전략이다.
20,이러한 강의 영상이 공식 사이트에 소개되기도 했다.
21,초기에는 피지 컬 상승을 위해 교전을 마다하지 않았으나 이후 점차 존버 스타일로 바뀌었다.
22,[19] 초반엔 킬 수를 늘리기보단 최소한의 기본 파밍을 마친 후 차량을 이용 하여 자기장 변화에 맞춰 안전지역을 선점한다.
23,자기장을 따라 들어가며 전투를 즐기기보다는 탑 텐 을 노리는데 중점을 두는 편. 이러한 운영을 통해 탑텐에 진입하면 이전까지의 상황과 사운드 플레이를 통해 여러 상대의 위치를 차례대로 파악한 뒤 대응하는 실전형 여포 스타일로 바뀐다.
24,특히 극 초반 대치 상황과 탑 텐 상황에서 사운드 플레이로 적의 위치를 판단하는 정보 수집 능력이 탁월하다.
25,"요약하자면 치킨을 최우선 목표로 하는 사운드 플레이에 능한 솔로 운영의 대가. 그리고 소용량 방광의 소유자 치 코리 타에 숨어서 화장실 가기로 유명 하다 운영 위주의 게임을 진행하므로 시청자가 지루 해지지 않도록 게임 도중 틈 틈 히 자신이 이동하는 이유나 총기와 파츠의 성능, 사운드 플레이를 통한 상대의 위치 파악 등 자신의 플레이를 계속 설명해 준다."
26,특히 안전지역을 확보하기 위한 차량의 중요성을 매우 강조한다.
27,이러한 점 때문에 하얀 귤의 방송은 배그 입문 자가 실력을 늘리기에 여러모로 도움되는 편이다.
28,광택 나는 1 뚝 을 싫어한다.
29,다소 위험을 무릅쓰더라도 무광택 1 뚝 을 먹기도 한다.
30,1 뚝 스킨이 나오자 바로 구입하여 이 문제를 해결했다.
31,엎드려 있을 때 들키기 쉬운 3 가방은 정말 먹고 싶은 게 있지 않는 이상 들지 않는다.
32,[20] 라고 문서에 쓰일 정도로 3 가방을 먹지 않았지만 최근에는 엎드렸을 때도 잘 보는 적이 많아 그냥 3 가방을 착용한다.
