,sentences
0,클래 시 로얄 유 튜브 스트 리머 그리고 브롤 스타 즈 컨텐츠를 주로 하는 유 튜버. 샌 드박스 네트워크 소속이다.
1,내 카드를 부탁해 선착순으로 원하는 카드를 댓 글에 달은 시청자들이 원하는 카드로 토너먼트를 돌려 세 번 중 한번이라도 이기는 컨텐츠로 세 판 모두 지게 되면 벌칙을 받는다.
2,가끔 식 첫 번째 경기에서 이기는 경우가 있는데 그런 경우에는 대부분 한번 더 게임을 하는 경우가 많다.
3,"또 한 지난번 내 카드를 부탁해 에서 사용된 카드는 사용할 수 없다는 룰이 추가 되었고, 2017년 2월 26일 부터는 두 판 중에 한판 이기는 룰로 바뀌어 벌칙 확률이 대폭 상승했다."
4,업데이트 미 리보기업 데이트를 미리 소개시켜 주는 것. 니 얼굴 윤 겔 라 특유의 말투가 업데이트 미리 보기에서는 나오지 않는다는 특징이 있다.
5,"컨셉 덱한 가지에 컨셉을 잡아서 덱을 구성하는 것 .ex) 고 블 린 덱, 어 벤 져스 덱, 원피스 덱 등 세기 말 컨텐츠 트로피가 4000 이상일 경우 격주 월요일 오후 4시마다 시즌이 종료되면서 트로피가 반으로 초기화되는데, 시즌이 끝나기 전날에 트로피를 올리는 컨텐츠 .2017 년 2월 27일 최고 트로피 5521을 찍으면서 시즌 168위, 처음으로 세계 랭킹 안에 들었다."
6,한국에서 상위 200위 안에 든 경력이 있는 유저가 몇 안되는 걸 감안하면 매우 의미 있는 기록이다.2017
7,년 3월 13 일자로 전설 아레나 시즌이 리 그제로 대체되어 앞으로는 한 달에 한번씩 만 하는 컨텐츠가 되었다.
8,부캐 컨텐츠 부 계정에서 무과 금 노 전설로 저 아레나에서 플레이하는 컨텐츠. 2017년 2월 14일에 전설 아레나를 찍고 더 이상 부캐 컨텐츠를 하지 않겠다고
9,언급했다.
10,"궁 덱 시즌 초 때 시청자들이 원하는 덱을 플레이하는 컨텐츠. 겔 라가 채팅으로 3, 2, 1을 칠 때 1 바로 아래에 채팅으로 ' 손' 을 친 사람이 원하는 덱을 플레이한다."
11,"평균 엘릭서 7.0 덱이나 올 전설 덱같은 컨셉 덱은 해 주지 않으며, 유 튜브에는 올라가지 않는다."
12,미션 겔 파서 블 시청자가 댓 글로 남겨 준 미션 중 랜덤으로 골라서 실행한다.
13,"예를 들면, 투 크라운 당한 뒤 승리하기... 보통 그랜드에서 실행한다."
14,실패해도 벌칙은 없다.
15,"볼 러, 다트 고 블 린 분장 등을 하긴 했다."
16,겔 라의 심 폐 소생 술 실력이 좋지 않은 초보자를 가르쳐 주는 콘텐츠다.
17,"주 타겟은 2000대 후반에 갇혀 있는 유저 보 겸 등 많다 미션 모바일 최근 새롭게 생긴 컨텐츠로, 클래 시 로얄 외의 모바일 게임에서의 미션 겔 파서 블 이다."
18,그리고 항상 벌칙이 있다.
19,"보통 아프리카 tv에서 방송을 하면서 유 튜브 영상을 찍는 경우가 많고, 1주일에 1번 정도 유 튜브 스트리밍 방송을 한다."
20,요즘에는 영상을 찍을 때 아프리카 tv 방송을 키지 않고 유 튜브 영상을 찍는 경우가 종종 있다.
21,그리고 최근 트위치에서 한번 방송을 했다.
22,겔 블 린 통 자신의 주 카드가 고 블 린 통이 여서 그런지 이렇게 부른다 ( 가끔 씩). 겔 끔 하다 보통은 클래 시 로얄 게임 도중 사이다 장면이나 막기 힘든 경우를 깔끔하게 처리하면 겔 끔 하다고 한다.
23,상대 행님 급식 모든 초등학생을 급식 충으로 단결시켰다.
24,[2] 오케이 에스케이 (Ok Sk) 윤 겔 라가 주로 사용하는 일종의 드립으로 상대방의 공격을 잘 막았을 때 주로 사용한다.
