,sentences
0,"위 젯 스튜디오에서 제작, 넥슨이 유통하는 온라인 게임으로, 장르는 MMORPG.SD 생김새의 캐릭터가 모험을 떠나면서 성장하는 게임으로, 3D 게임에 익숙하지 않은 일반인도 쉽게 플레이할 수 있는 2D 횡 스크롤 게임이다.2002"
1,"년 12월과 2003년 1월에 2차에 걸쳐 진행된 CBT를 거쳐, 2003년 4월 29일부터 상용 서비스를 시작했으며 [4], 2020년 현재 17주년을 맞았다."
2,"세계 최초의 횡 스크롤 MMORPG를 표방하고 있으며, 다채로운 필드에서의 여행과 모험을 강조하고 있다."
3,"캐치 프레이즈는 ' 끊임없는 즐거움, 스스로 만들어 나가는 이야기, 상상 속의 세계' 이다."
4,"서비스 국가는 위의 표를 참고. 넥 슨 은 이 게임을 이용해 미디어 믹스를 시도했으며, 이는 대성공을 거뒀다."
5,"메이 플 스토리 가이드북, 백과 사전, 학습 만화, 오프라인 RPG 등의 출판물을 모두 합치면 1200만 부 정도의 양을 출하했고, 그중 오프라인 RPG는 고가에도 불구하고 1800만 부가 넘게 팔리는 기염을 토했다."
6,또 한 메이 플 스토리 DS는 당시 기준 국산 게임 최단기간 10만 장 판매 돌파라는 기록을 세웠다.
7,"또 한, 메이플스토리는 매번 변화하는 유저들의 눈높이와 새로운 환경에 대처하기 위해 셀 수 없을 만큼 다양한 변화를 시도했으며, 이는 메이플스토리가 오랜 세월에도 불구하고 클래식 게임이 아닌 현역 RPG로서 운영되는 밑거름이 되었다."
8,"일부 지나친 변화들이 언 리 미 티드 등의 부정적인 패치를 낳는 등 부작용도 있었지만, 이 같은 과정을 통해 현재의 메이플스토리가 한자리에 머무르지 않고 끊임없이 변화를 추구할 수 있었다.MapleStory"
9,"의 <MAPLE> 은 은 월을 제외한 5명의 영웅들 (Mercedes, Aran, Phantom, Luminous, Evan) 의 이니셜 [5] 을, <STORY> 는 5명의 모험가들 (Sugar, Tess, Olivia, Rondo, You) 의 이니셜 [6] 을 따서 만들어 진 것이다."
10,"물론 처음부터 이를 염두에 두고 게임 이름을 지은 것은 아니며, 본격적인 세계관이 제작된 뒤에 역 두문자 어로 덧붙인 선제작 후 설정이다."
11,"메이 플 스토리는 2019년에 16년 역사상 최대 매출을 달성했던 바 있으며, 타이틀 맥스 [7 ]에서 집계한 비디오 게임 프 랜 차 이즈 매출액 순위에서는 40위를 기록했던 바 있다."
12,"[8] [9 ]PC 방 흥행의 경우, 2011 년 레 전드 업데이트 당시 62만 동접 자에 힘입어 전성기를 누렸으나 이후 하락세를 보였고, 2016년 V 업데이트부터 다시 반등하여 2019년 12월 3 주차 - 2020년 1월 2 주차에는 PC 방 점유율 5위를, 2020년 1월 3 주차에는 점유율 2위를 달성하였다."
13,"#1 #2 #3 시스템 요구 사항 구분 권장 사양운영체제 Windows 10CPUPentium Dual Core 급 이상 RAM4GB 이상 하드디스크 여유 공간 30GB 이상 그래픽 카드 Geforce 6600GT 이상 Radeon X600XT 이상 (Shader 2.0 이상 지원 그래픽 카드 )DirectX9.0 이상 NETWORKADSL, CABLE 전용선 출시 당시에 비하면 권장 사양이 많이 높아 졌다."
14,"출시 당시의 권장 사양은 인텔 펜티엄 III 700MHz 이상의 CPU, 128MB RAM, 500MB 의 여유 공간이 있는 HDD, Windows 98/ME /2000 /XP, 3D 가속 기능 그래픽카드. 물론 요즘 시대에 펜티엄 듀얼 코어, 6600GT 급 그래픽카드는 최소 10년 전의 옛날 컴퓨터가 아닌 이상 큰 문제가 되지 않을 것이다."
15,"하나씩 살펴보자면, 2008년 출시된 네 할 렘 코어 아 키 텍 쳐 기반 펜티엄도 2 코어 2 스레 드이며, 6600GT 는 한술 더 떠 2004년 출시된 엔 비디아의 GeForce 6 기 반 보급 형 그래픽카드다."
16,요즘 시대라면 저가 형 레 이븐 릿 지 CPU 하나에 내장 그래픽을 사용하더라도 해당 CPU와 GPU의 성능은 배 단위로 넘길 수 있다.
17,"다만 홈페이지에 적힌 권장 사양은 현재로선 아무런 의미가 없다고 봐야 하는데, 20 년째에 가까워 지고 있는 게임 클라이언트와 그 내부에 엄청나게 쌓인 코드 때문에 현재 메이플스토리의 최적화는 상당히 좋지 못한 편이다."
18,게임을 하는 내내 병목 현상이 벌어지므로 쾌적한 게임 플레이는 기대하기가 어렵다.
19,"그래도 60Hz 이상의 경우 부분적으로 지원하고 있고, 2021년 부로 마침내 64 비트까지 지원을 시작하여 2010년대에 비하면 최적 화가 상대적으로 나아지고 있는 중이다."
20,  자 세한 내용은 메이 플 스토리/ 직업 문서를 의 번째 문단을의 부분을 참고하십시오.
21,"메이 플 스토리의 직업 국내 서비스 직업 [ 펼치기 · 접기 ] 전사 계열 마법사 계열 궁수 계열 도적 계열 해적 계열 모험가 초보자 히 어로 아크 메이지( 불, 독) 보우 마스터 나이트 로드 바이 퍼 팔라 딘 아크 메이지( 썬, 콜) 신궁 섀 도어 캡틴 다 크나 이트 비숍 패스 파인더 듀얼 블레이드 캐논 슈터 시그 너 스기 사 단 노 블레 스소"
