,sentences
0,안녕하세요!
1,친구들 저는 장 덕대 입니다
2,"또 봇 시리즈, 터닝 메카드 시리즈, 헬 로 카 봇 시리즈, 요괴 워치 시리즈, 파워 레인저 시리즈, 가면 라이더 시리즈, 베이 블레이드 버스트 같은 요즘 남자 어린이들 사이에서 트렌드인 남아용 애니메이션의 장난감을 소개한다."
3,베이 블레이드 신제품이 나오면 당장 그걸 구입하러 일본에 갈 정도로 요즘 저 연령층 남자 아이들에게 유행하는 장난감 문화에 대한 유행을 잘 따르는 편이다.
4,주 시청 연령층이 미취학 아동 ~ 초등학생이다 보니 과장된 편집과 리액션이 많이 나오는 편이다.
5,영상 편집이 상 당히 고 퀄리티이다.
6,[1] 영상에 좋아요
7,갯수가 2000개 혹은 3000개가 넘으면 몇몇 분들에게 요즘 유행하는 장난감 무료 나눔 이벤트를 한다.
8,"닉네임을 "" 대문 밖 장난감"" 이라고 지은 계기는 자신이 유년 시절에 장난감을 많이 갖고 놀지 못했기 때문이라고 한다."
9,[2] 고양이를 키우고 있다.
10,이름은 대 냥이 와 키 키. 현재 유 튜브 닉네임을 덕대 -DD film로 바꾸었다.
11,"아마도 연령 제한 설정 때문인지, 키즈 채널 수익 제한 정책 때문인지 더이상 장난감 소개는 안하고 있다."
12,오. 늘. 의. 선. 플~~~!!!! - 영상을 시작하기 전에 네티즌들이 쓴 선 플 들 중에서 장 덕대가 가장 마음에 들어 하는 선플들을 골라서 보여줄 때 쓰는 말이다.
13,덕. 대. 신. 공 - 장난감 상자를 개봉 하기 전에 쿵푸를 흉내내는 듯한 동작을 내면서 이 대사를 외친다.
14,아이들에게 인기가 높으나 해당 물품들에 대한 지식이 부족하여 리 뷰를 할 때 미흡한 모습을 자주 보이기도 한다.
15,"[3] 또한, 리 뷰 하기 전에 설명서를 의도적으로 던져 버리는데 제발 주워 다가 읽었으면 좋겠다는 우려의 목소리가 높아 지고 있다."
16,또 한 장 덕대 특유 의 오버스러움이 부담스럽고 억지스러운 점이 많으며 보는 이들에 따라 눈살이 찌푸려 질 정도이다.
17,"구독자들이 장 덕대가 리뷰를 제대로 못하면 충고를 해 주고 사용법을 올바르게 가르쳐 주는데, 장 덕대는 이러한 댓 글들을 흘려버리며 아직도 자신이 원하는 대로만, 자신이 끌리는 대로만 리뷰를 한다."
18,"[4] 게다가 댓 글에서 자신을 칭찬하였을 때 하트를 누르며 반응을 보이고, 그 외에는 관심이 없다는 듯이 행동을 하기도 한다."
19,"게다가 유, 초등 부의 입지가 많기 때문에 조금이라도 비판을 하면 그의 구독자들이 해당 댓 글에 득달같이 달려들어서 온갖 욕설과 패 드립을 한다."
20,"친 여동생이 있고, 오빠와 마찬가지로 키즈 크리에 이 터다."
21,"닉네임은 "" 뽀팝"", 얼굴은 공개하지 않고 있다."
22,총 4개의 채널을 운영 하고 있다.ABC
23,Kids: 플레이도 우 점토와 매직샌드를 가지고 노는 컨텐츠 키 키 - KiKi Surprise: 액체 괴물을 리뷰하고 가지고 노는 컨텐츠 Pink Pop: 바 비인 형을 가지고 인형극을 하는 컨텐츠 체리 콕콕 Cherry CC: 액체 괴물 컨텐츠
