,sentences
0,"트레 져 헌 터 소속의 게임 / 영화 리뷰어 유 튜버 및 스트 리머. 한 때 게임 넛 채널에서 ' 잣 같은 게임 리뷰' 의 담당 리뷰어, 아프리카 TV에서 BJ 등으로 활동하다 현재는 본인의 유 튜브 채널에서 주로 활동하고 있다."
1,"게임 영상을 올릴 때는 큰 주목을 받지 못했으나, 게임 리뷰를 시작하면서 천천히 팬층을 늘려 나가고 있다."
2,현재는 영화 리뷰를 주력으로 하고 있다.
3,영상과 스트리밍 모두 지각이 잦다.
4,단적으로 리뷰 영상을 내일 올린다고 하면 1주일 후 올라가는 게 대부분이며 그 마저도 흐지부지 되는 경우가 있다.
5,그나마 반론의 여지가 있다면 숙취 때문에 지각한 팬 미팅을 제외한다면 상술했듯이 의외로 완벽주의자 스타일이기 때문에 대본이나 편집이 마음에 들지 않아 드랍되는 일이 많아서 그렇고 완벽주의적인 성격과 커뮤니티 탭에 지각을 공지 하기는 이러한 경우가 너무 많다는 평. 스트리밍 방송은 나중에 다시 켠다고 할 경우 다시 켤 확률은 미미하다.
6,방송 시청 도중 몇 시간 후 다시 온다고 하면 포기하는 게 편하다.
7,"부산 대학교 간호학과를 자퇴한 뒤, 연극계에서 적지 않은 시간 동안 활동하였다고"
8,한다.
9,"가끔 생방송이나 본인 유 튜브 채널의 커뮤니티란, 홍 방장의 유 튜브 채널에서 얼굴을 볼 수 있는데, 거친 이미지와는 다르게 순하게 생겼다."
10,이 밖에도 유 튜브 커뮤니티를 통해 종종 셀 카 사진을 업 로드하기도 하는데 이 때문에 내가 아는 솜사탕 맞냐며 놀란 구독자들이 많다고
11,한다.
12,외모와 달리 상당한 애연가이며 불호가 압도 적인 음료인 ZICO( 음료 )를 좋아한다고 한다.
13,"두 편 가량 고료를 받고 만든 게임 광고도 있는데, 문제는 이게 광고라고 는 상상도 못할 정도. 한 번 보는 것을 추천한다."
14,"1 스택 2 스택 2018년 7월 25일에 홍 방장, 빅 헤드, 귀요우밍과 함께 포 레스트 합방을 했는데, 홍 방장의 말에 의하면 무슨 게임을 까다가 고소 당했다고"
15,한다.
16,덤으로 자신만 나무 위 키 항목이 없다고 불평한 바 있는데 2018년 12월 28일에 구독자 8만명을 달성하여 드디어 나무 위 키 등재 조건을 채웠다.2019
17,"년 12월 5일 새벽, 갑자기 스트리밍을 켰는데 백수 부레 옥잠이 과거 같은 게임 넛 소속이었던데 다가 자신의 영상 편집자였기에 자신도 김성 회 비리 결 탁 누명 사건과 얽힐까 매우 염려하는 모습을 보였다."
18,"평소처럼 욕을 하거나 소리를 지르는 컨셉과는 매우 다르게 떨리는 목소리로 자신은 김 성회를 허위 폭로 한 3명( 모냥, 선견, 백수 부레 옥잠) 과 정말 관련이 없으며 자신과 인연이 깊었던 백수 부레 옥잠이 이런 사람일 줄 몰랐다며 정말 죄송할 따름이라고 사과의 뜻을 밝혔다."
19,[9] 또한 그 자리에서 백수 부레 옥잠이 편집한 영상들을 골라 삭제했는데 반응이 좋았던 영상들은 추후 자신이 다시 편집해서 재 업 로드하겠다고
20,밝히 기도 했다.2020
21,"년 5월, 기존 솜사탕 채널을 게임 실황 다시 보기 채널로 개편하면서 업 로드한 영상을 모두 내렸다."
22,김채 호의 필름 찢기 주로 신작 게임들과 영화들을 리뷰하며 짤 방과 여러 영상을 섞으며 작품의 장단점을 설명하며 찰진 비유와 욕설이 섞인 스타일로 리뷰를 진행한다.
23,"[3] 특히 작품을 플레이, 감상하면서 느낀 단점을 심한 욕설과 함께 이야기하기 때문에 까 기만 하는 프로 불편 러 리뷰어라는 평가와 게이 머가 게임을 하면서 느꼈던 불편한 감정을 지적하는 속 시원한 사이다 리뷰어라는 상반된 평가를 받고 있다."
