,sentences
0,""" 전 쓰트의 게임 채널 Junsst"" 라는 채널 명으로 유 튜브에서 활동 중인 인터넷 방송인이다."
1,"주력 컨텐츠는 전략적 팀 전투. 롤 토 체스만을 전문적으로 다루는 유 튜버 중에선 가장 성공한 케이스라고 봐도 과언이 아닌데, 첫 영상 게시 일인 2019년 7월을 기점으로 1년도 되지 않아 구독자 수가 11만 명을 돌파했다."
2,실버 버튼을 받을 자격이 주어졌음에도 불구하고 가족 및 주변 사람들에게 유 튜브를 한다는 사실을 들키고 싶지 않아서 일부러 신청을 안 했다고
3,한다.
4,"올리는 영상마다 기상천외한 덱들을 자주 선보이며, 시청자의 예상을 벗어나는 전개를 자주 보여준다."
5,때문에 차분하고 나긋한 어조로 진행을 함에도 불구하고 전개가 전혀 루즈하지 않다.
6,"시즌 1 때부터 시너지 및 기물의 성능을 면밀하게 분석하고 활용하는 모습을 보여준 바 있으며, 현재는 북미섭에서 무려 40여 판 만에 마스터를 찍어 버릴 정도의 실력을 보유하고 있다."
7,"[1] 마냥 약만 파는 것이 아니라, 각 서버 별로 핫한 덱 또는 천상계에서 급부상 한 숨은 꿀덱을 조사해 와서 리뷰하거나 직접 플레이 하는 식으로 정보를 많이 전달해 주는 편. 패치마다 세세하게 분석하기도 하기 때문에 티어를 올리고자 하는 유저들이 많이 참고 하는 유 튜버 중 한 명이다.Q"
8,&A를 통해 자세한 내용들이 많이 올라왔다.
9,"현재 미국에 거주 중이며 [2], 나이는 20대 후반 ~30 대 초반 정도로 추측되는 중. 미국 내 탑 급 공대를 졸업한 후 현재는 전기 엔지니어로 근무 중이라고 한다."
10,"[3] 잔소리를 듣는 것을 굉장히 싫어하기 때문에, 잔소리가 나오기 전에 할 일을 끝마쳐 놓는 타입. 그러한 성격 덕분인지, 대학 다닐 때엔 기숙 사비 정도를 제외하고 4년 전액 장학금을 받았다고"
11,"한다 엄친 아. 미국 유학길에 올랐을 때, 진로를 문과로 정해서 원어 민들과 경쟁할 바엔 이과를 선택하는 길을 택했다."
12,"뿐만 아니라 한국인과 친해 지면 영어가 늘지 않을 것이라는 판단 하에, 아예 같은 한국인을 멀리하고 살며 철저히 영어만을 사용하며 지냈을 정도. 오죽했으면 졸업식 날 가족과 한국어로 대화하는 걸 본 다른 한국인 친구가 ' 너 한국말 잘 하네 '라고 말했다 한다."
13,"주어진 상황 내에서 최선의 길을 선택하는 능력이 뛰어나며, 그렇게 정한 길을 꾸준히 파고 드는 끈기 또한 대단한 것으로 보인다."
14,이러한 로 우 리스크 하이 리턴을 선호하는 성향 상 롤 토 체스 류 게임과 굉장히 합이 잘 맞는 모양이다.
15,"또 한 구독자 수가 아무리 늘어난다고 해도 전업 유튜버는 할 생각이 없다고도 밝혔는데, 유 튜브라는 시장 자체가 불확실성이 너무 많고 유튜버의 수명 또한 그리 길지 않은 편이기 때문에, 굳이 리스크를 짊어져 가며 본업을 포기할 생각은 없다고 한다."
16,"본인도 Q&A에서 말했듯이, 번듯한 본업을 갖고 있는데 그걸 굳이 버려 가면서까지 모험을 할 이유가 없기는 하다."
17,"아무튼 현실 직시 및 상황 판단이 굉장히 정확한 편이며, 그러한 성 향이 롤 토 체스 플레이에서도 가끔 나온다."
18,"왜 가끔이냐면 유 튜브 영 상각을 재기 위해 선 어느 정도 대놓고 화끈하게 질러야 할 때가 많기 때문인 듯. 현재는 롤 토 체스만을 주력 컨텐츠로서 다루고 있지만, 차후에 협곡이나 다른 게임도 해볼 의향이 있다고"
19,한다.
20,"영상마다 ""Bunny Hop"" 을 브금으로 쓴다."
21,영상에서 개 드립을 많이 친다.
22,듣고 피식 했다며 자존심 상한다는 댓 글을 종종 볼 수 있다.
23,"“ 개 같은 거.” 초밥에서 원하는 아이템이나 기물을 뺏기거나, 연 승 혹은 연 패가 끊기는 등 본인이 원하던 것이 엎어졌을 때 터트리는 혼잣말. “ 집니다."
24,"” 이 말을 하기 직전에 보통 자신이 왜 이길 수밖에 없는지 일장연설을 늘어놓는 편. 연승을 이어가 다가 크립 전 라운드에서 끊겨서 연승 이자를 못 받을 때 종종 나오는 말인데, 이 유튜버는 그런 경우가 상당히 많아서 심심찮게 들을 수 있다."
25,“ 이깁니다.
26,” 이 말을 하기 직전에 보통 질 건 져야 한다는 식으로 패배의 당위성을 늘어놓는 편. 위의 ' 집 니다' 와는 반대로 의도적으로 연패를 하다가 끊길 때 주로 나온다.
27,” 들어가시고요!
28,” 딸 피인 적을 보낼 때마다 하는 대사.“ 아! 나오시고요.
29,"” 위의 들어가시고 요를 시전한 적이 실 피로 살았을 때 뒤에 추가로 붙는 대사.“ 아, 오히려 좋아.” 원하는 템 대신 엉뚱한 걸 먹거나, 연 승 및 연 패를 해야 하는데 그 반대로 되거나 하는 등 본인이 원하는 전개가 틀어졌을 경우 주로 하는 말. 오히려 좋다면서 플랜 B를 주절주절 읊는 경우도 있는데, 듣다 보면 은근히 그럴 싸 하다."
30,"“ 실- 력” 원하는 아이템이 크립 라운드에 기가 막히게 뜨거나, 혹은 3 성작이 원하는 대로 될 경우.“ 불- 편” 상황이 원하는 대로 흘러가지 않을 경우.“ 찍어 버리지~” 세트, 갈리오"
31,등의 유닛들이 땅바닥에 내리 꽂는 형태의 스킬을 사용할 때.
