,sentences
0,"피 파 4 앰버서 더 개인기 강좌, 선수 리뷰, 금주의 골, 선 방 등등의 컨텐츠가 있다."
1,유 튜브 라이브로 시청자 참여를 하는 편이다.
2,[9] 업 로드 기간은 불규칙적이지만 평균 1일 ~7 일 사이 이다.
3,아재답게 말장난을 많이 치는 편이다.
4,토니 크로스가 크로스를 잘 올린다 던가 바이 바이 에 릭 바이 라 던가.
5,유 튜브 영상을 올릴 때 댓 글 좀 많이 달리라고 오 타를 일부러 내는 편이다.
6,최근 구독자 수 10만 달성에 성공했다.
7,예전에 단편영화에 출연한 경력이 있다.
8,유 튜브의 커뮤니티에 보면 나온다 [15] 개인 기 솜씨나 실력은 상당하지만 [16] 유 튜브 컨텐츠 [17] 때문에 공식경기는 못 하고 일반 게임을 한다고 한다 선수 리뷰 같은 경우 당연히 본인 BP로 해결한다.
9,"가끔 아이콘 지단 등 일부 비싼 선수들은 계정을 빌려서 찍기도 하는 듯. 그 사건 이후, 호 날두의 이름조차 부르지 않는다."
10,최근에 병원에 입원하셨다.
11,"근황 영상이 종종 올라온다 금주의 골: 메일로 제보 받은 수백, 수천개의 영상 중 10개를 뽑아 순위를 매기는 식. 다소 주관적일 수 있으나 순위에 뽑힌 골들을 보면 인정이 절로 나온다."
12,[10] 가끔 대기실에서 넣은 골이 출연할 때도 있다.
13,피 온 4 리 플레이 [11] 가 보기 편하게 업 데이트 되면서 앞으로 가 더욱 기대되는 컨텐츠. 금주의 선방: 금주의 골과 같이 제보 받은 골키퍼들의 선 방영 중 10개를 뽑아 순위를 매긴다.
14,적폐 온라인 답게 대부분이 돈 나 룸 마에 쿠르 투아 등이 대부분이다 금주의 프리킥 챌린지: 위와 같이 제보 받은 프리킥 영상을 거리에 따라서 순위를 매긴다.
15,"현재 최고기록은 측정 불가 [12] 피 파 읽어 주는 남자: 피 파 온라인 4의 모든 개인 기를 패드, 키보드 별 로 알려준다."
16,"별도로 세 레 모니 강좌, 여러 가지 슈팅 강좌는 덤. [13] 선수 리뷰 : 신청 받은 선수를 리뷰한다."
17,원래는 페이스 북 그룹에서 리뷰신청을 받았는데 최근엔 디스 코드 서버에서만 받는 듯 하다. 피 파 20: 피 파 20 PC 오리진 프로클럽 [14 ]에서 사람을 모집하여 게임을 한다 웃긴 장면 시리즈: 제 보 받은 영상들 중 재미있는 영상을 모아서 만든다.
18,"주로 피 파가 피 파한 장면이나, 골 대 연속 강타 등... 피 파를 하면서 공감되는 것 들이 많다. 모 미지: 오 코 차 장인으로 유명. 친선경기 3000승 이상의 고인물 유저. 개인기를 아주 잘 쓰며, 프리킥, 개인기 돌파 골이 자주 뽑힌다."
19,하지만 요즘은 볼 수 없다.
20,[18] [19] 사 포신 타임 제이: 위에 두 명과 더불어 골 모음에 자주 등장한다.
21,앤 새의 피 파 20 프로클럽에서도 활동 하는 듯 .2019 년 12월 2일 느닷없이 수익 창출이 정지되었다 관련 페이스 북 게시 글 앤 새입장으로써는 2016년부터 운영해 온 유 튜브가 날라가게 생긴 상황. 앤 새 말 고도 수익 창출정지 날으로부터 전후로 몇몇 축구 관련 유 튜버 [20] 들이 유 튜브에서 제재를 했는데 주 컨텐츠가 피 파 온라인 영 상인 앤 새까지 정지를 당할 줄은 아무도 예상하지 못했다.
22,그런데 다행이 게도 2019년 12월 30 일부로 유 튜브 수익 창출 재승인이 났다.
23,페이스 북 링크 하지만 재승인 받는 과정에서 상당수의 영상들이 희생되었다.
