,sentences
0,대한민국의 크리에 이 터 형 인 플루 언서. 아프리카 TV BEST BJ 이자 유튜버로 활동 중이다.
1,"여 캠과 엽 캠 그 사이에서 친언니, 친누나, 친동생 같은 느낌으로 시청자와 친근하게 소통한다."
2,"매력적인 구미 사투리로 통통 튀는 방송을 하며, 시청자와 티격태격 하는 흥미가 있다."
3,"어떨 땐 옆집 누나, 언니, 바보 동생 같지만 어떨 땐 프로 BJ의 모습을 보이는 진정한 방송인이다."
4,"시 그니 처 리액션인 투아 이즈 - PIPPI 리액션을 만든 이로 , 중독성 있는 리액션으로 많은 인기를 끌었다."
5,또 한 ' 맑은 소리~ 촤랑' ' 란 잔( 나랑 한잔의 줄임말) 할 사람 짠 해 줄 사람' 이라는 유행어를 만들었다.
6,' 꿍꿍 깡 깡 꿍' 이라는 귀염 포 텐 터지는 유행어도 밀고 나가고 있는 중이다.
7,"방송일은 정기 휴 방인 수, 일을 제외한 요일에 하며, 주로 저녁 8~10 시 사이에 방송을 시작해 12~2 시 사이에 방종을 한다."
8,방송 시간 변경은 공지를 통해 알린다.
9,"케이, 깨 박이, 송 대익, 임 다, 김 인호, 세야, 보 따 등과 합방한 이력이 있다."
10,"주로 소통방송 삐삐 로그 ( 일상, 개 레 디 윗 미 ) 쿡 방 ( 요리 왕 똥 비 ) 먹 방 ( 많이 먹진 않지만 맛있게 먹음 ) 광고 ( 뭐든 열심히 하니 많은 문의 바람 ) 게임 ( 자주 하진 않음 ) 너 대신 ( 시청자들이 하고 싶은 것을 대신해 주어 대리 만족 시켜 주는 컨텐츠 )1 방송 3 똥( 신진대 사가 활발하여 방송 중에 자주 똥을 쌈 최근에는 치질까지 보유 중) 삐 둘기 : 크라 잉 넛- 비둘기 노래에 맞춰 격정적인 몸짓으로 비둘기처럼 파닥이는 리액션. 만두 : 만두 송송이라는 동요에 맞춰 직접 지은 안무를 하며 만두를 연상케 하는 귀여운 리액션. 바퀴벌레 댄스 : 유 튜브의 바퀴벌레 댄스를 따라 추는 리액션. 백구 : 강아지처럼 짖는 리액션. 소화기 : 방탄 소년단- 불타오르게 노래에 맞춰 소화기를 들고 뛰어다니는 리액션. ( 시 그니 처 리액션 중 가 성비가 가장 좋은 리액션으로 시청자들이 운동을 시켜 주기 위하여 가끔 대란을 일으킴.) 하나뿐인 188 : 삐삐의 대표적인 리액션으로 투아 이즈 -PIPPI 노래에 맞춰 직접 지은 안무를 하는 리액션. 두 둠 칫 : 크레용 팝- 두 둠 칫 노래에 맞춰 직접 지은 안무를 하는 리액션. 땅콩 : 상상 밴드- 피 너 츠 송 노래에 맞춰 직접 지은 안무를 하는 리액션. 키 씽 유 : 소녀시대 -Kissing U 노래에 맞춰 꽃받침을 하는 리액션.( 꽃받침만 할 뿐인데 시청자들을 심 쿵 하게 만드는 매력적인 리액션 임.) 관 짝 춤 : 관 짝 춤 노래에 맞춰 진지한 표정으로 춤을 추는 리액션. 젤리 젤리 : 트와 이스 -JELLY JELLY 노래에 맞춰 직접 지은 안무를 하는 리액션. 삐 토리 : 원본 홍 구의 햄 토리 리액션을 삐삐만의 감성으로 해석한 리액션. 광 광우 럭 딱 맑은 소리~ 등등 탁! 대머리 등 슴납 짝토끼__ 무 슴(...) 나브 자크 [1] 파트 표지 발매일 곡명 M/VPart 12021.01.01 이별 없는 이 별에서# 술 먹 방을 하고 자주 운다."
11,"( 광 광우 럭 딱, 아픈 새끼손가락 ) 임 다, Aster(DJ), DJ NEO에게 디제 잉을 배웠으며, 디제 잉 연습하면서 나날이 실력이 늘고 있다."
12,방송을 할 때 화장실을 자주 간다.
13,"고등학생 때부터 방송을 가끔 씩 해서, 2019년 8월 22일에 정식적으로 방송을 시작했다."
14,상모 고등학교에서 교생 실습을 한 적이 있다.
15,당시 호랑이 선생님이였다는 본인 피셜이 있다.
16,( 교생 실습 Vlog도 있다.)
17,시청자들을 위해 항상 옷 가 짐과 마음가짐을 바르게 하는 수련을 매일 밤 하고 잔다고 한다.
18,"중학교, 고등학교 시절에 항상 댄스 부의 수장을 맡으며 리더 쉽을 발휘했다."
19,"본인이 고통 받는 리액션에는 119[2], 삐 둘기 (99) [3] 이 있다."
20,클럽에서 바텐더로 일한 경험이 있다.
21,이쁜 미모와 귀여운 리액션의 매력에 빠지는 사람들이 많다.
22,들어올 때는 마음대로 지만 나갈 때는 출구가 없다.
23,아프리카 TV 팬닉은 [PP] 이다.
24,팬 애칭은 삐친 놈이다.
