,sentences
0,2006년 KBS 특채 21 기 코미디언 및 유 튜브/ 트위치 배틀 그라운드 스트 리머. 1981년 6월 5 일생이다.
1,"본래는 특채 지만, 김 준호와 변 기수처럼 나중에 공채 기수로 인정 편입된 케이스. 개그 사냥에서 본인이 주축이 된 3 인조 팀 "" 어처구니 ""에서 문자 그대로 어처구니없는 상황 개그를 주로 선보였다."
2,다만 개 콘 편입 이전과 다른 건 어 그로를 끄는 역할이 김기 열 본인이었다는 것(...) 개 콘에서는 주로 깔아 주는 기믹으로 롱런한 것을 생각해 보면(....) 개그맨치고 잘 빠지고 수려하게 생긴 외모를 무기 삼아 주로 MC 역할을 맡는다.
3,그래서 별명은 개 콘의 유 재석. 닮은 꼴 연예인으로는 신비한 TV 서 프라이 즈의 재연배우 이 수완이 가장 많이 거론된다.
4,"위 사진에서는 왼쪽이 김기 열, 오른쪽이 이 수완( 이중성). 자세히 보면 은근히 이 현우( 배우) 을 닮았다."
5,"그리고 우연의 일치인지 공부의 신 패러디 코너에 출연. 젊은 시절의 박수 홍이나 신비한 TV 서프라이즈에서 자주 나오는 재연배우 이 수완, 프로 게이 머 신상 문과도 닮았다."
6,네 가지에서는 그와 관련된 드립도 쳤다.
7,뿐만 아니라 5개의 앨범을 갖고 있는 가수이기도 하다.
8,첫 앨범인 디지털 싱글 ' 다른 사람이 불렀으면 잘 될 수도 있었을 노래' 의 발매 후 유희 열의 스케치북에 출연하기도 했다.
9,물론 직업으로서 가수보다는 취미로서 노래를 하는 것이기 때문에 본인은 가수라고 불리는 것에 부담스러워 한다.
10,"최근 트위치, 유 튜브에서 배틀 그라운드 방송을 하면서 팬들이 보내는 도 네이션을 통해 노래들을 접하게 되는 팬들이 많아 졌다."
11,특히 ' 너를 봄' 의 경우에 예능의 삽입곡으로 쓰이는 등 도 네이션으로 활발히 활용되기도 하였다.
12,실제로는 개그 콘서트에서 같이 코너 하고 싶은 개그맨 1위로 꼽힌다.
13,"심지어 개그맨들 사이에서 "" 김기 열과 코너를 하면 뜬다"" 라는 속설까지 돌고 있다."
14,대표적으로 두 분 토론과 네 가지. 한마디로 아이디어는 좋은데 본인이 잘 못 살리는 개그맨. 그렇다고
15,웃기지 못하는 건 아니고 나름 웃기는 편이다.
16,"유행어로는, "" 뭐야!~"", "" 왜요?~"", "" 왜 저한테 만 이러세요?~"
17,""", "" 제가 뭘 잘못했는데요?~"", "" 아 잘못한 거 하나도 없는 데~"" 등이 있다."
18,김기 열의 억울해 하는 톤은 클래스가 다르다.
19,박성 광과 함께 억울한 사람 역의 쌍벽을 이루고 있다고
20,"봐도 과언이 아닐 정도. 변 기수와 함께 한 오빠와 까다로운 변선생 등에서 "" 김기 열, 나가!"" 라는 대사와 함께 유명세(? )를 탔으나, 변기 수 옆에서는 평생 못 뜰 것 같다는 불안감에 그와는 찢어지고, 소심 지존 기 열 킹이라는 원 맨 코너를 진행했으나 8주 만에 쪽박. 이때 너무 충격을 받아서 평생 원 맨 코너는 안 하기로 했다고"
21,한다.
22,잘생긴 외모로 작가들의 사랑을 독차지 [6] 했다고
23,"하나, 후배 허 경환이 들어오면서 이마 저도 무용지물이 되어, 신내동에서 15,000원에 2마리 주는 치킨 집을 운영했다."
24,이 당시 직접 배달도 다닐 정도로 열정적이었고 장사도 꽤 잘 된 것 같다.
25,"변기 수의 증언에 따르면, 치킨 집을 할 때는 방송국에도 안 왔다고"
26,"하고, 실제로 KBS 라디오에서 남아 공 월드컵 첫 경기 날 공개방송에 개그맨 몇 명을 불렀는데, 김기 열이 방송 당일 "" 알 바가 응원하러 도망가서 내가 배달 간다."
27,""" 면서 방송을 펑크 냈다고"
28,한다.
29,(…) 그러나 친구 2명과 동업한 탓에 수익금을 분배하고 나면 남는 돈이 얼마 되지 않아서 개그 계로 복귀했다.
30,"[7] 소위 깔아 주는 역할만 맡는다는 일반적인 인식과는 달리, 소심 지존 기 열 킹처럼 본인이 직접 웃기는 역할도 많이 맡은 편이고, 본인도 깔아 주는 역할을 하기 싫어 죽겠다고"
31,한다.
32,정작 본인이 웃기는 코너는 너무 빨리 망해서 아무도 기억하지 못해서 그렇지. 유일하게 본인이 웃기는 역할을 해서 성공한 것은 개그맨 황현희가 유일하게 깔아 주는 역할을 했던
33,많이 컸네
34,"황 회장. [8] 그 뒤로는 공부의 신이나 잠복근무 등에서 꼽사리 캐릭터를 하던가, 뿌레땅뿌르국이나 두 분 토론 등의 대박 코너에서 나만 정상인으로 털리는 당하는 역할을 맡고 있다."
35,뿌레땅뿌르국에서는 녹화 중 삭발을 하다가 머리가 집혀서 피가 흐르는 사고가 일어났다.
36,그래서 한동안 김기 열은 반삭+ 머리에 상처. 前 강원도 원주시장과 동명 이인이라서 개그 소재로 쓴 적도 있다.
37,"비인기 캐릭터를 밀던 네 가지 시절, 개 콘 끝나고 직접 협찬 소개를 했었다."
38,[13] 양상 국 합류 이전에 있었던 이종훈을 제외하곤 네 가지에 나오는 출연자 중에서 ( 기수 기준으로) 가장 선배다.
