,sentences
0,한 물체에서 다른 물체까지의 거리나 공간 혹은 어떤 일에 들이는 시간적인 여유나 간격을 의미하는 말. 시간이나 공간뿐만 아니라 비유적인 개념으로도 쓰인다.
1,"( 친구 사이, 아는 사이 등 )SAI 항목으로.# 링크 수업시간 그녀로 네이버 웹툰에 데뷔한 박수 봉 작가가 데뷔 전 블 로그에 연재한 단편 만화. 이를 바탕으로 한 웹드라마( 사이: 여우비 내리다) 가 만들어 지기도 했다."
2,"하 연수 주연. 4 부작. 고스트 바둑 왕의 후지와 라 노 사이 기동 무투전 G 건 담의 사이 페 이론, 사이 롱 파이, 사이 사이 시기동 전사 건담 SEED의 사이 아가 일 나루토의 사이 노을빛으로 물드는 언덕의 후지 미야 사이 마인 탐정 네 우로의 괴도 X. X라고 쓰고 사이로 읽는다."
3,"베 터 맨의 사이 히 노키아 카 츠 키 전 광전기의 사이( 아 카 츠 키 전 광전기) 언젠가는 대마 왕의 사이 아쿠 토 엔젤 릭 레이 어의 죠우 노우치 사이 원피스의 사이 진 연희 무쌍 의 오 루트 히로인 황 개의 진명, 크리퍼 스큘의 사이 쿨 꿈 왕국과 잠자는 100명의 왕자님 의 사이 일본의 아방가르드 블랙 메탈 밴드이다."
4,1990년도에 결성하여 지금 까지도 왕성한 활동을 벌이는 일본의 베테랑 블랙 메탈 밴드이다.
5,후반기로 들어서면서 점점 심포닉적인 느낌과 실험적인 사운드를 섞어 내면서 블랙 메탈 치고는 독특한 사운드를 만들어 내 었다.
6,"뭐, 아시아계 익스 트림 뮤지션들이 다 들 그렇지만 이 분들도 직장생활로 투잡 뛰는 밴드. 멤버 중 한명은 NTT[1 ]에 재직 중이었다."
7,유럽 밴드와의 교류도 많이 있어 유로니 무 스의 관련 인터뷰에도 이들의 이름이 거론된 적이 있다.
8,"[2] 또한, 동양권 사람들에게는 어느 정도 익숙할 법한 탱화스러운 앨범 재킷들은 서양권 사람들에게는 상당히 컬 쳐 쇼크 격이었던 모양. 뭐 블랙 메탈이 사탄이나 귀신에 대해 노래하는 음악이 긴 하지만 사이의 익조틱함은 서양권의 블랙 메탈 리스 너들에게는 한층 신선한 느낌을 주기에 충분했다고"
9,평가 받고 있다.
10,초기 중~ 후기 참고로 이 밴드의 유일한 여성 멤버인 Dr. Mikannibal은 토 플리스로 녹음을 한다고 한다.
11,당장 구 글에 이름을 검색해 보면 나온다.
12,비슷한 동양계 블랙 메탈 색 기 담당으로 Chthonic의 도리스가 있다.
13,문서 참조. 초능력을 의미하는 영 단어. 형용사형으로는 사이오닉이라고 부른다.
14,일본의 작곡가 xi를 자 이가 아닌 사이라고 읽는다고
15,한다.
16,자세한 건 해당 문서 참고 아오
17,모리 현 / 青森県 행정구역 県 : 현 청 소재지 [ 펼치기 · 접기 ] 시 県 아오
18,모리 시 青森市 하치 노 헤 시 八戸市 고 쇼가 와라 시 五所川原市 미사와 시 三沢市 무 츠 시むつ 市 츠가 루시つがる 市 쿠로 이 시시 黒石市 토와 다시 十和田市 히라 카와 시 平川市 히로 사 키시 弘前市 정히 가시 츠 가루 군 東津軽郡 니 시 츠 가루 군 西津軽郡 소토가 하마 마치 外ヶ 浜町 이마 베 츠 마치 今別町 히라 나이 마치 平内町 아지 가사와 마치 鰺ヶ 沢町 니 시 츠 가루 군 西津軽郡 키 타 츠 가루 군 北津軽郡 후 카 우 라마치 深浦町 나 카도 마리 마치 中泊町 츠루 타 마치 鶴田町 이타 야나기 마치 板柳町 미나미 츠 가루 군 南津軽郡 카 미 키 타군 上北郡 오와 니 마치 大鰐町 후지사 키 마치 藤崎町 노 헤지 마치 野辺地町 도호쿠 마치 東北町 카 미 키 타군 上北郡로 쿠노 헤 마치 六戸町 시치 노 헤 마치 七戸町 오이라 세초おいらせ 町요 코 하마 마치 横浜町 시모 키 타군 下北郡 산 노 헤 군 三戸郡 오 마마치 大間町 고 노 헤 마치 五戸町 산 노 헤 군 三戸郡 난 부 초 南部町 탓 코마치 田子町 산 노 헤 마치 三戸町 하 시 카 미 초 階上町 촌 히 가시 츠 가루 군 東津軽郡 나 카 츠 가루 군 中津軽郡 미나미 츠 가루 군 南津軽郡 카 미 키 타군 上北郡요 모기 타 무라
19,蓬田村 니 시 메 야무라
20,西目屋村이 나 카다 테 무라
21,田舎館村 롯 카 쇼 무라
22,六ヶ 所村 시모 키 타군 下北郡 산 노 헤 군 三戸郡 카자 마우라 무라
23,風間浦村 사이 무라
24,佐井村 신고무라
25,新郷村1. 밑줄은 최대 도시이다.2.
26,"하늘색 배경은 특례 시, 연두색 배경은 중핵시이다."
27,아오
28,모리 현 최북단... 은 아니고 거의 최북단인 자그마한 동네. 이 곳에는 상당히 기묘한 풍습이 있다.
29,""" 오 코 모리 ""라고, 매년 12월, 1월 15일에 한다는 데, 그게 뭐냐"
30,하니... 동네 주민들이 모여 밥에 국을 먹으면서 밥!! 국!! 하고 외치는 풍습. 釵 주로 닌 자들이 양손에 쥐고 찌르기 위주로 사용하는 것으로 유명하다.
31,"류 큐 왕국에서 처음 나온 전통 무기로, 중국의 옛 무기인 필가 차( 筆架叉) 와 비슷한 생김새를 지녔다."
32,サイ 일본어로 코뿔소를 의미한다.
33,사이( 유 튜버) 문서 참조
