,sentences
0,"' 깝도 이' [15] 라는 닉네임을 쓰며 스타 크래프트 빠른 무 한맵 3 대 3 팀 플레이를 주 콘텐츠로 방송하는 게임 스트리머로, 2011년 11월부터 2017년 2월 11일까지 는 아프리카 TV에서, 그 이후 부터는 유 튜브에서 실시간 방송을 진행한다."
1,"현재는 유 튜브, 아프리카 TV, 트위치, 카카오 TV에서 동시 스트리밍을 하고 있다."
2,깝도이는 스타 크래프트 1의 빠른 무한 맵을 유일한 콘텐츠로 방송하고 있는데 컨텐츠가 부족하다는 우려에도 불구하고 인사하는 시청자들의 인사를 속사포처럼 반겨 주고 게임을 하는 와중에도 운영이나 상황에 대한 멘트가 다양하여 현재 빨 무 단일 방송의 탑으로 평가 받고 있다.
3,투혼과 같은 래더 맵으로 방송하는 다른 스타 크래프트 BJ 들과는 달리 대부분 빠른 무한맵으로만 플레이한다.
4,"아시아 서버 아이디는 ""DOe"" 였다."
5,그런 데 실수로 본 아이디인 DOe 를 삭제해 버린 상태이고 복구가 불가능한 상태다.
6,"[16] 프로 게이 머 출신이 아닌데도 프로 게이 머 출신의 스타 크래프트 BJ와 비교 해보면 랭킹이 높거나 비슷한 상당히 드문 케이스. 본인도 생각보다 높은 랭킹과 많은 시청자 수에 의아해 하면서 "" 혹시 아프리카에서 나 밀어주는 거 아냐?"
7,""" 라는 말을 했었다."
8,[17] 추가로 전 SKT T1 소속 박재혁이 개인 방송에서 옛날에 깝도이랑 같이 커 리지 매치를 다녔다고
9,한다.
10,그러다 박재혁은 프로가 되고 하다 보니 자연스레 멀어 졌다고
11,한다.
12,박재혁이 처음 아프리카방송을 했을 때 깝도이가 와서 109개를 쏘는 바람에 다시 안부를 물어볼 틈도 없이 109( 백구) 리액션을 하라고 느껴서 다시 친해 지지 못했다고
13,한다.1987
14,년생으로 본명은 ' 방 정수' 이며 [18] 병역사항은 대한민국 경찰청 산하 육상 의무경찰이다.
15,스타 크래프트가 20년이 다 되어가는 게임이라 그런지 방송 시청 주 연령 대가 30대 이상이다.
16,[19] 본방 채팅 창을 보다 보면 다 들 적은 나이가 아니라는 걸 확실히 느낄 수 있다.
17,[20] 덕분에 채팅 창의 매너는 좋은 편이다.
18,[21] 가끔 채팅 창에 분탕을 치는 개념 없는 인간도 있지만 시청자들부터가 먼저 신경 안 쓰는 분위기이고 오히려 비웃음을 날리거나 불쌍하게 여긴다.
19,예전에 아프리카에서만 활동하던 시절에는 욕설을 자주 하였으나 나이가 들면서 이전 방송을 보면 부끄럽더라는 본인의 의견에 따라 더 이상 방송에서 욕설은 하지 않는 편이고 아무리 개념 없이 행동하는 유저를 만나더라도 푸념 섞인 투정으로 끝내는 편이다.
20,[22] [23] 채팅 창에서 벌어지는 웬만한 도발에는 꿈쩍도 안 하는 강철 멘 탈의 소유자이다.
21,[24] [25] 또 BJ 본인도 매너가 좋다는 이야기를 많이 듣는 편이다.
22,중학교 1 학년 때 처음 스타 크래프트를 했다고
23,한다.
24,[26] 여담으로 처음 스타를 했을 당시에 종족은 테란 이었으며 현재 주 종족 역시 테란이다.
25,지인이 자신의 개인 화면을 영상으로 보고 싶다고
26,해서 아프리카 TV 방송을 시작하게 되었다고
27,방송 중에 언급했다.
28,승률은 80% 가 넘지만 본인 말에 의하면 스스로가 게임을 잘하는 편은 아니라고 말한다.
