,sentences
0,원래는 SANDWICH 1 기 기획팀장이었다.
1,"[10] ' 녹 스의 신전 2'에서 도티의 방송에 처음 등장했고 [11], 그 후 도티의 고정 멤버로 활동하게 되었다."
2,"처음으로 유 튜브 채널을 개설한 날짜는 2015년 8월 30일이지만 영상을 처음으로 업 로드한 날짜는 2016년 2월 2일, 아 스트로 넛이다."
3,"닉네임인 ' 쵸쵸 우' 의 뜻은 자신의 성인 최 씨를 영어로 하면 'Choi ( 초이)' 인데 이를 빨리 발음하면 ' 쵸' 가 되는데, 이를 두 번 반복하여 쵸쵸가 되었고 어감이 날카로운 것 같아 우를 붙여서 닉네임이 쵸쵸우라고 한다."
4,여자는 비밀이 많아야 아름답다는 말을 믿어 캐릭터 상에서 눈을 가린 줄 알았으나 쵸쵸우가 뽕 필학생에게 자신의 캐릭터를 그려 달라고 했는데 뽕 필학생이 이런 캐릭터는 특이하지 않다며 앞머리를 내렸다고
5,한다.
6,원래는 노란색 눈에 흰색 양 갈래 머리 소녀였다고.
7,[12] 마인 크래프트 스킨에서는 하얀색이 대부분인 반면 유 튜브 프로필과 채널 아트에서의 메인 컬러는 주황색이다.
8,[13] 유 튜브 채널에는 WWPW 커버 송 프로젝트 중 솔로 곡을 업 로드하고 있다.
9,"첫 영상으로 2월 2일에 보컬로 이드 원곡인 ' 아 스트로 넛' 이라는 노래를 커버한 영상이 올라왔고, 6월 3일에 ' 누덕누덕 스타카토 '를 커버한 영상이 올라왔다."
10,[14] 현재는 게임 채널로 사용 중. 상당히 귀엽고 하이 톤의 개성 있는 목소리를 가지고 있다.
11,이 때문에 목소리를 변조한 것이 아니냐
12,는 오해 나 질문도 많이 받는다.
13,고 3 학 업 문제로 도티의 방송에서 잠정 하차한 슈라와 남츄와는 달리 현역 고 3일 때도 꾸준히 도티의 방송에 출연했다.2016
14,년 여름 도티의 구독자 백만명을 기념한 콘서트인 ' 백 만도 티 콘서트 '에서 최초로 얼굴을 공개하였다.
15,이후 잠 뜰의 콘텐츠에서 공식적으로 얼굴을 공개하였다.2017
16,년 9월 18일 생방송을 진행하며 앞으로 개인 유 튜브에도 더욱 힘쓰겠다는 포부를 밝혔다.
17,"첫 라이브에 선 아재 개그 그림 맞추기 [15] 를 플레이했으며, 이날 매주 월요일마다 21:00( 오후 9시 )에 라이브 방송을 하겠다고"
18,선언했다.
