,sentences
0,유 튜브와 아프리카 TV에서 활동하는 인터넷 방송인이다.
1,주로 리그 오브 레 전드 방송을 하고 나머지는 소통하며 먹 방을 한다.
2,요리 컨텐츠 또한 진행하고 있다.
3,' 주 보리' 활동 명은 맥주를 좋아해서 본인 ' 성 씨 '에 ' 보리 '를 붙여 만들었다.
4,원래 ' 보리보리' 였는데 귀척하는 거 같아서 ' 주 보리' 로 변경했다.
5,자존감이 낮고 평상시 불안감이 있고 자기 비하가 심한 성격이라고 말했다.
6,주목받기 전인 2020년 8월 초부터 상담을 받고 약물 복용을 하며 적극적으로 고쳐 보려고 노력 중이라고 알렸다.
7,사적인 내용 노출을 꺼린다.
8,방송 전에는 회사를 다녔다.
9,오른쪽 눈 밑에 점은 그린 거라고 한다.
10,충청남도에 본가가 있다고
11,한다.2018
12,"년 11월 30일, 11월 게임 부문 베스트 BJ 선정 .2020 년 9월 4일, 감 스트, 남 순, 지 코, 츄정과 합방한 적이 있다.2020"
13,"년 9월 7일, 김 민 교, 전 수찬, 준밧드와 함께 롤 끼 줍쇼라는 컨텐츠를 하고 롤 드컵 선발전 중계 [2 ]를 했다."
14,"2020년 9월 12일, 친한 친구들에게 인터넷 방송하는 사실을 알리지 않았는데 친구들에게 깜짝 발표를 하며 반응을 알아 보았다."
15,주보리의 메인 컨텐츠 이자 그나마 가장 잘하는 게임이다.
16,시즌 9(2019 )부터 시작했다.
17,원 딜 유저이다.
18,나 보리 케이 틀린 을 주로 쓴다.
19,"롤 ID 주 보리 소환 사의 협곡 TFT( 롤 토 체스) 현 시즌 Silver2 (S2020 )Unranked 최고 티어 Silver3 (S9 )Platinum4 (S1) 감 보리 & 카 톡 유출 2020년 8월 17일, 방송 도중 ' 해 피 '라고 저장한 이름의 카 톡이 송출되어 남친 의혹을 받은 적이 있다."
20,당시 인터넷방송을 보는 ' 남자 사람 친구' 의 피드백이였다고
21,해 명했고 9월 14일 감스트와 합방 후 우 결각이 잡히려 하자 또 다시 재조명 되어 9월 16일 남 순 방송에서 해명하기에 이른다.
22,해명방송에서 남자 친구는 아니지만 사실 썸 같은 느낌도 있었다고
23,밝혔다.
24,"해명을 번복한 것에 대해 사과를 했고, 카 톡이 공개된 이후 남 사친과 어색 해져서 카 톡 을 한적 없다고 말 했다."
25,그 와중에 감스트가 8만명이 보는 앞에서 주 보리와 잘해 보고 싶다는 의사를 내비쳤지만 더 피해 주고 싶지 않다고
26,갑작스러운 고백을 받지 못하고 머뭇거렸다.
27,그러나 감스트가 시청자를 신경 쓰지 말라고
28,다시 한번 고백하자 만 나 볼 마음이 있다고
29,했다.
30,이후 시간이 지 나 10월 8일 감 크루의 여행방송에 초대되어 고백 사건에 관해서 이야기하는 시간을 가졌다.
31,주보리는 방송을 접어야 할지 말아야 할지 하는 상황에서 갑작스러운 고백이 당황스러웠다고
32,말했고 감스트는 욕을 먹는 상황이 안타까워서 잘되고 싶은 마음 + 어 그로 분산을 위해 고백했다고
33,말했다.
34,"오는 1월 중, 감스트와 주 보리는 합방? 을 한다고 했다."
35,[ 제 2 회 무드 컵 ] 제 2 회 무드 컵 - 8 강 탈락 안녕 서른 TOPJGLMIDBOTSUP 주 보리주 보리 김 윤환 암 탄 소녀단 김 윤환 클 템 난 협곡이 무서 웡 안녕 수 야수야 서리 HLE Thirty 코치 구거
