,sentences
0,안녕하세요!
1,라 임 튜브입니다.
2,라 임 튜브는 라 임이 와 함께 장난감을 가지고 놀고 그리며 숫자와 알파벳을 배우는 재미있는 동영상을 제작합니다.
3,많은 아이들이 이 채널을 통해서 재미있게 놀며 배우는 공간이 되었으면 합니다.
4,매일 매일 업 로드 됩니다
5,": ) 즐거운 시간 되 세요 ~❤ ( 라 임 튜브 유 튜브 소개 내용) 現 라 임 캐스트 소속 키즈 크리에 이 터 이자 유튜버로 본명은 길라 임, 2011년 7월 11일 출생, 경기도 부천시 출신의 인물이다."
6,라 임 튜브 채널의 메인 유 튜 버이다.
7,"2019년 11월 기준으로 구독자 수 259만명을 넘어섰고, 한국 유 튜브 채널 중 74위를 기록하고 있다."
8,"다이아 TV 소속 키즈 크리에 이 터 유 튜 버이자 라 임 캐스트 소속 유 튜버 .2014 년 7월 30일 유 튜브 "" 라 임 튜브"" 채널을 개설했다."
9,부모님이 촬영/ 편집/ 운영을 하고 있는 것으로 보인다.
10,"자매 채널인 라 임 아트와 라 임 앤 토 이즈, 라 임 앤 컬러 즈까지 만들어서 다양한 주제의 영상을 만들어 내고 있다."
