,sentences
0,하 이브로에서 출시한 아이 폰 및 안 드로 이드용 스마트 폰 모바일 게임. 줄여서 ' 드빌' 이라고 부른다.
1,유타 칸 반도라는 곳에서 수많은 [2] 드래곤들을 키우는 게임이다.
2,"콜로세움을 통하여 랭커가 될 수도 있고, 캡슐, 페르 시온 결정, 초월의 정수 등등으로 각성한 형태, 또는 초월로 변신시킬 수 있다."
3,"드래곤마다 최대 45 레벨까지 올릴 수 있으며 [3], 드래곤의 알을 얻는 방법도 종류마다 제각각 다르다."
4,그리고 정말 강한 드래곤을 육성하기 위해 6.5 등급 이상이 뜰 때까지 알까기를 해야 하는 등 은근 하드 코어한 요소도 존재한다.
5,"[4] 이 게임이 생기면서 용덕 후가 늘어났으며, 많은 그림 쟁이 들이 드래곤빌리지 홈페이지의 그림 게시판으로 모였다."
6,그리고 홈페이지도 따로 만들어서 운영하고 있다.
7,그 덕분에 많은 용덕 후들이 소통할 수 있는 공간이 되었다.
8,하지만 블랙 기업인 하 이브로 가 관리를 잘 하지 않아 덕 후들이 불편을 느끼고 있는 중. 드래곤 빌리지 관련 정보 [ 펼치기 / 접기 ] 드래곤 땅 속성 | 물 속성 | 불 속성 | 바람 속성 | 빛 속성 | 어둠 속성 | 여명 속성 | 황혼 속성 | 악몽 속성 | 스페셜 | 교배 기타시스템 | 몬스터 | 스토리 | 비 판 및 문제점   자 세한 내용은 드래곤 빌리지/ 등장인물 문서를 의 번째 문단을의 부분을 참고하십시오.
9,자신의 랭킹 포인트가 높을 수록 높은 등급에 든다.
