,sentences
0,게임 관련 정보를 설명하는 유튜버다. 당신이 알지 못하는 게임 TMI 시리즈로 인기를 끌었다.
1,유 튜브 알고리즘 덕분에 구독자가 순식간에 늘어난 케이스의 유 튜 버이다.
2,평상시 TMI 관련 영상을 올렸는데 잔잔한 브금과 나름 몰랐던 사실도 알 수 있게 되니 보는 사람들이 생기고 이에 사람들이 몰린 것으로 추정된다.
3,"다만 본인의 인성 문제나 낮은 연령 대처럼 보이는 말투, 그리고 구독자들에 대한 빈약한 조치로 많은 논란이 생겼다."
4,자세한 것은 후술. 멤버쉽이 전부 삭제되고 환불을 해 줘서 지금은 애청자라는 멤버쉽밖에 없다.
5,애청자 ₩4990/ 월 댓 글 및 실시간 채팅 시 이름 옆에 표시되는 가입 기간별 회원 용 배지 6개를 준다.
6,실시간 채팅에서 사용할 수 있는 맞춤 그림 이모 티 콘 10개를 준다.
7,"전용 gif 오버 워치 친 추권 회원 전용 동영상 2월 26일 오후 7시 쯤 유 튜브를 접는다는 커뮤니티가 올라왔고, 사유는 단순 자신이 무책임한 거 같아서 라고 한다."
8,멤버쉽 등급 별로 전용 영상을 올려놓고 접는다고
9,발언했다.
10,유 튜브가 떡 상한 뒤 400만원 짜 리 컴퓨터를 구매하여 유 튜브에 올린 적이 있다.
11,"( 사양: RTX 2080 SUPER, i9-9900K) 유 튜브를 접는다고"
12,하거나 모든 커뮤니티를 삭제하는 행동을 보이자 바로 구독자 1000명이 사라지는 웃픈 상황이 일어났었다.2019
13,년 2월 9일에 ' 트레 역행 소리를 느리게 하고 역 재생하면 노랫소리가 들린다?
14,' 라는 제목의 영상을 유 튜브에 업 로드 했고 뒤이어 2019년 6월 8일에는 새로운 겐 지 콤보를 만들었다고
15,영상을 올렸다.
16,문제는 이 두 영상들이 군고구마 OW 라는 채널에 먼저 올라갔던 것이다( 현재 게임 저장소는 영상을 내린 상태다).
17,"이 정도까지만 했으면 논란이 되지 않았겠지만, 군고구마가 게임 저장소( 구 페이드) 와 대화한 내용들을 공개하면서 게임 저장소가 오버 워치 계정을 빌려 주지 않으면 겐 지 콤 보 영상을 유 튜브에 올리겠다고 협박을 한 사실이 드러났다."
18,거기에 다가 군고구마가 영상을 올린 것에 항의를 하자 적반하장으로 반박을 했다.https
