,sentences
0,서 머 너 즈 워 : 천공의 아레나 (Summoners War: Sky Arena) 는 컴 투스에서 개발한 모바일 게임이다.
1,2014년 4월 17일에 서비스가 시작되었으며 `2014 대한민국 게임대상 `에서 우수 상과 기술 창작상( 기획/ 시나리오 부문) 두 개 부문에서 수상을 하기도 했다.
2,해외에서도 굉장히 히트했으며 컴 투스의 매출 중 84% 가 해외에서 나올 수 있도록 해 준 엄청난 게임이다.
3,"한국 모바일 게임으로서 거의 유일하게 세계 100여개국이 넘는 시장에서 고루 사랑받고 있으며, 프랑스 애플 앱스토어와 구 글 플레이 스토어에서 매출 1위를 기록했고, 유럽 주요 마켓인 독일에서도 2년 간 양대 마켓 탑 10 자리를 고수 중이다."
4,신흥 시장인 동남아시아에선 ‘ 국민 RPG’ 로 평가 받을 정도의 성과를 냈다고
5,한다.
6,출처 일단 RPG라고 소개하고 있는데 몬스터를 소환하는 방법은 일반적인 카드 배틀 시스템과 유사하다.
7,돈을 왕창 잡아먹게 하는 시스템도 유사하다.
8,서 머 너 즈 워가 뭔지 궁금해서 온 사람이 아닌 한 번 해보고 싶어서 들어온 위 키 러들은 공식 카페의 이 글을 보자. 공식 카페 초보자 가이드 서 머 너 즈 워의 세계관을 공유하는 서 머 너 즈 워: 백년 전쟁도 현재 오픈 준비 중이다.https
9,: //www .summonerswar .com /lostcenturia 근데 그로 인해 컴 투스의 주가가 오를 지는 미지 수다 두고 봐야 할 듯 v.5.3 .1 업데이트 때 추가 되었다.
10,"유저가 아 이린 을 만나기 전에, 리비아와 함께 전투를 진행한다."
11,"유저는 불 데스 나이트, 물 오라클, 물 늑대 인간 (2 차 각성), 불 아크 엔젤을 데리고 전투를 진행한다."
12,실은 그렇게 좋은 몹을 줄 리 없지만 아니 몇몇은 별로 좋은 몹도 아니잖아!?
13,"스테이지 등장 몬스터 보스 1 스테이지 불, 물, 바람 속성 가고 일 각 1마리 없음 2 스테이지 불 속성 가고 일 2마리 불 속성 드래곤 [5 ]3 스테이지 방어 약화 수정 [6], 공격 강화 수정 [7] 튜 토용 드래곤   자 세한 내용은 서 머 너 즈 워 : 천공의 아레나/ 시나리오 맵 문서를의 번째 문단을의 부분을 참고하십시오."
14,서 머 너 즈 워에서 사용하는 용어들입니다.
15,룬 작 : 몬스터에게 맞는 룬을 맞추고 강화하여 성능을 끌어올리는 것을 이야기한다.
16,잡룬 : 룬 세트를 무시하고 룬의 옵션만 보고 맞춘 룬 작. 효율이 안 좋을 거 같지만 억지로 룬 세트 맞추는 것 보다는 더 좋다.
17,[12] 심지어 짝수 깡옵룬들도 부옵에 공 속만 높게 잡혀 있으면 선 턴 잡이용으로 고려될 수준이다.
18,뒷 공/ 뒷방/ 뒷 체/ 뒷 속 : 룬이나 아 티 팩트로 인해 증가한 스탯을 말한다.
19,몬스터 상태 창에 초록색으로 표시된 +1856 같은 숫자를 말한다.
20,깡옵 : 주 옵션이든 부 옵션이든 숫자에 % 가 아닌 + 가 붙은 것. 레벨이 낮은 몬스터의 경우 깡옵 룬을 붙이는 게 이득이지만 열심히 키우는 몬스터의 경우에는 % 가 붙은 옵션을 줘야 훨씬 강해 진다.
21,"한 마디로 + 만 붙은 깡옵은 쓰레기. 단, 주옵 공격속도는 예외다."
22,[13] 스( 킬) 작 : 몬스터의 스킬은 레벨과는 별도로 올라가게 되는데 몬스터의 성능을 온전히 발휘하기 위해서는 스킬 레벨이 높아야 한다.
23,그러기 위해서는 동일한 종류의 몬스터 [14] 나 데빌 몬이 필요하고 스킬 강화를 위해서 몬스터를 구하는 것 그리고 스킬을 강화하는 행위를 이야기한다.
24,"조합 스작 : 서 머 너 즈워 극 강의 마조 히 즘 컨텐츠.(...) 4 성, 5 성 몬스터 중 조합 식이 있는 몬스터의 다른 속성을 스작할 때 이용되는 방법. 데빌 몬을 크게 절약할 수 있다는 점은 좋지만 필요한 몬스터 준비와 각성을 위한 정수 수집, 그리고 조합을 가능하게 해 주는 레벨 작 까지 생각하면 크리스탈이 무지막지하게 깨진다."
