,sentences
0,"채널 좀비 왕 소속의 트위치 스트리밍 및 유 튜브 영상 업 로드를 하는 인터넷 방송인 이자, 귀여운 그림 체의 그림과 애니메이션 크리에 이 터. 주로 리그 오브 레전드와 관련된 콘텐츠를 제작한다."
1,"유 튜브 구독자 10만 달성 기념 박 나 나 소개 영상. 독특한 중저음 베이스의 목소리를 가지고 있으며, 꾸밈없고 털털한 성격 덕에 많은 팬들이 형이라는 애칭을 쓴다."
2,"유 튜브와 트위치 댓 글에서도 나나 형, 나나 누나, 나나 언니, 나나 님, 나나 쟝 등 다양한 애칭을 볼 수 있다."
3,예명으로 박 나 나를 사용하는 이유는 예전에 쓰던 노트 표지에 바나나가 그려져 있어서 라고 한다.
4,오너캐를 그릴 때도 머리에 바나나 껍질을 꼭 그려 넣는 게 특징. 그래서 팬들 로부터 바나나 관련 간식이나 악세서리 등의 선물을 많이 받지만 사실 바나나를 그렇게 좋아하지는 않는다고
5,한다.
6,"영상 썸 네 일 등에 등장하는 박 나 나의 오너 캐는 기본적으로는 메이플스토리의 노란색 발랄 웨이브 헤어스타일에 특대 사이즈 와이셔츠의 옷을 입고 있으며, 때로는 롤 챔피언 코 스프 레를 하고 있다."
7,"유 튜브 구독자 팬네 임 투표에서 박사 모, 박 하단, 나 붕이 중에서 사회적으로 문제가 될 수 있는 박 사모를 거르고 더 입에 착 감긴다는 이유로 나 붕 이로 결정. 캐릭터는 박 나나 캐릭터의 머리에 있는 바나나 껍질이다."
8,"자연스럽게 팬 카페인 쉘터 이름도 나 붕 랜드( 쉘터 링크, 홍보 영상) 가 되었으며, 건설 시뮬레이션 게임 등을 할 때도 세이브 파일 이름을 나 붕 랜드로 해 두곤 한다."
9,물론 결과물이 처참 해지는 경우가 많아서 보는 나 붕 이들은 진저리를 친다.
10,"예전에 한번 니 달리로 극적인 역전승을 이뤄 낸 경기가 트위치 랙으로 영상이 맛이 가버리고, 나 붕 이들이 박 나 나가 캐리한 걸 본 적이 없다고 놀려 댄 탓에 "" 앞으로 제 팬 덤 이름은 똥꼬로 하겠습니다."
11,"""라고 선언한 적이 있다."
12,마침 쉘터 오픈 직후였기 때문에 한동안 똥꼬 랜드 드립이 성행. 또 한 2020년 만우절에는 쉘터 이름을 똥꼬랜드로 바꾸는 장난을 치기도 했다.
