,sentences
0,대한민국의 게임 제작 · 배급사. 매출액과 순이익 면에서 명실상부한 국내 게임 업계 1위 기업으로 3N 중 하나로 꼽힌다.
1,세계 최초의 온라인 게임 서비스 기업 타이틀을 보유하고 있다.
2,[5] 2009년 이후로 국내 업계 1위 자리를 지키고 있었는데 당시 만년 2위 기업이었던
3,엔씨 소프트와 연간 매출액이 두 배 가까이 차이가 났었다.
4,"그러나 최근 2015년 이후, 넷 마블에게 잠시 1위 자리를 내주었다가 다시 1위 자리를 탈환했다."
5,"김 정주와 송 재경이 대학교에서의 인연으로 창업한 것이 시작이며, 대표작으로는 메이 플 스토리, 던 전 앤 파이터 [6], 피 파 온라인 4[7], 마비 노기, 서든 어택, 카스 온라인, 크레이 지레 이싱 카트 라이더 등이 있다."
6,지주회사는 NXC. 넥 슨 코리아는 판교 테크노 밸리에 위치하고 있다.
7,넥 슨 코리아와 자회사 대부분이 이 곳에 모여 있다.
8,여기서 매년 넥 슨 개발자 컨퍼런스 NDC도 개최된다.
9,전체 넥 슨 그룹의 지주 회사인 NXC는 제주도에 있는데 이것은 지주회사의 역할만 할 뿐이다.
10,"이 점은 카카오가 제주와 판교 사옥이 2개를 갖고 있지만, 두 사옥 모두 이원화 사옥처럼 운영하는 점과는 좀 다른 배경이다.SK"
11,그룹 저리 가라 할 정도로 인수 합병을 통한 몸집 불리기를 하여 ‘ 궁 극의 연 매출 1조 원 돌파 ’를 달성하기 위해 회사 규모를 확장해 나갔다.
12,2009년에는 던 전 앤 파이터를 개발한 네오플을 인수했다.
13,"그 이후로는 과거 카트 라이더와 메이플스토리의 전성기 시절을 회복하고 싶은 지 여러 신작을 서비스하는 중. 2010년에는 엔도 어 즈와 서든 어택을 개발한 게임 하이를 인수하였고 그 결과, 2011년에 대망의 연 매출 1조 원 돌파에 성공했다."
14,( 같은 해 라이벌 기업 엔씨 소프트의 매출은 6089억 원.) 현재는 2011년 매출의 2 배가 넘는다고
15,한다.2020
16,년 기준으로 대한민국의 대기업 재계 서열 42위다.
17,넥 슨 코리아는 비상장 기업이지만 넥 슨 본사( 모기업) 는 일본 증권시장 1부에 상장되어 있다.
18,2020년 10월 일반적으로 한국계회사로 알려 진 넥슨이 우량주식으로 평가 받는 일본 닛 케이 225 지수에 편입되어 화제가 되었다.
19,한국 중국 매출이 대부분이고 일본 매출은 미미해서 일본에서는 거의 알려 져 있지 않은데 일본 경제의 대표인 닛 케이 225에 편입된 점이 특이 하다 .NXC 넥 슨 그룹의 최상 위 지배회사. 김 정주 회장을 비롯한 개인 주주들이 모든 지분을 들고 있고 다시 NXC는 ( 주) 넥 슨( 舊 넥 슨 재 팬) 55%를 소유하고 있다.
20,자회사들에 대한 지분율이 높은 편이기 때문에 NXC의 연결 재무 재 표는 곧 넥 슨 그룹 전체의 실적이다.
21,게임 및 유관산업 외에도 노르웨이 유명 유모차 회사인 스토케를 인수하는 등 다른 종류의 산업에도 진출한 바 있다.
22,코 빗 넥 슨 구 넥 슨 재 팬. 일본 도쿄 증권거래소 1부에 상장되어 있다.
23,넥 슨 코리아( 지분 100% )를 비롯한 넥 슨 해외법인을 지배하고 있다.
24,지배구조에 대해서는 후술한다.
25,넥 슨 코리아 넥 슨 의 한국법인 이자 게임 개발을 책임지고 있다.
26,"사내 스튜디오 및 인수한 한국 내에서 개발 사들은 전부 넥 슨 코리아 소유. 네오 플 띵 소프트 넥 슨 GT 넥 슨 레드 [13] 넷 게임 즈 원래 넥슨을 통해 퍼블리싱을 하다가, 2019년 넥슨이 지분을 추가 매입하면서 최대 주주가 되었다."
27,기사 네온 스튜디오 원래는 넥 슨 코리아의 사내 스튜디오였다가 2013년에 법인화되었다.
28,"넥 슨 네트웍스넥슨이 개발 또는 퍼 블 리 싱 하는 모든 게임의 고객 서비스, 특히 게임 QA 전체를 담당하고 있다."
