,sentences
0,"대한민국의 게임 방송 전문 스트 리머. 자칭 MIT 기계심리학과를 졸업하였으며, 2007년부터 2016년까지 아프리카 TV에서 방송했다."
1,아프리카 TV를 떠난 이후에는 트위치와 유 튜브 동시 송출을 했었지만 지금은 트위치와 계약 때문에 유 튜브는 영상만 올리는 중이다.
2,아프리카 TV 활동 당시부터 많은 인기를 가졌던 유저였으며 트위치에서도 2018년 6월 기준 14만 명 대의 팔로 워 층 [10] 을 기록하고 있다.2015
3,년 9월 기준 MCN 전문 기업인 샌 드박스 네트워크에 소속되었으나 2017년 3월 샌 드박스 네트워크에서 잠시 탈퇴하였다.
4,이제 아무런 MCN 없이 홀로 독고 다이처럼 방송한다고 전했다가 2017년 7월 다시 샌 드박스 네트워크와 재계약했음을 밝혔다.
5,나중에 나무 위 키 수정하는 컨텐츠 때 밝히길 샌 드박스를 나갈 때 당시 잇 다른 악재로 인해 멘 탈이 붕괴돼서 나간 것으로 밝혔다.2020
6,년이 되면서 현재 43 세의 아재가 되었다.
7,"대도 서관과 동갑이고, 원 빈 이 1살 형이다."
8,[11] 게임 방송인 중에서는 나이가 많은 축에 속한다.
9,자신을 게임 투아이의 아빠와도 같다고
10,했으며 같은 최연장자인 클럽 소속 쉐리를 게임 투아이의 엄마라고 한 적도 있다.
11,쉐리
12,"와 홍 방장은 서로를 노인네라고 호칭하기도 하는데, 평소에 합동방송을 할 정도로 친밀도가 높아서 간간히 쉐리"
13,와의 방송에서 술에 취한 채 합동방송을 하는 홍 방장을 볼 수 있다.
14,그러나 친하다고 해도 엄연한 타 방송인이므로 홍 방장이 직접 언급했을 때가 아니면 너무 심하게 언급하지는 말아 달라고 한다.
15,타 스트리머나 BJ와 비교하거나 방송에 대해서 평가하는 걸 엄청 싫어하기 때문. [12] 원래는 세이 클럽에서 음악방송 CJ를 했었지만 게임방송 BJ로 옮겼고 그럭저럭 시청자를 갖추다가 베스트방송이 되자 [13] 시청자가 급격히 늘었다.
16,아프리카 TV 아이디 music2eye 가 예전 음악방송 때의 흔적. 그 당시의 닉네임은 홍 좀비였다.
17,"홍 방장의 오너 캐는 짙은 눈썹, 노란 눈을 붙인 붉은색 상자를 뒤집어쓴 남자 캐릭터. 어린 시절 종이 박스에 대한 추억을 말한 뒤, 어떤 시청자가 눈코 입이 그려진 박스를 그리고 다른 시청자가 ' 홍' 방장이라는 이유로 상자를 붉은색으로 칠한 게 유래라고 한다."
18,"[14] 신발 사이즈는 275, 옷 사이즈는 95라고 한다 (2018. 07. 04 기준) 바지는 32(2020.07 .08 기준) 과거에는 ' 우주 다큐에 추천을 해 달라'( 개편 전에는 ' 우주 다큐 보자') 라는 것이 있었는데 우주 다큐란 현재의 추천( 개편 전 별) 을 완곡하게 부탁하는 것. ' 갤 럭 시님에게 소원을' 이라는 것도 있었는데 아프리카 개편 전의 ' 출석 체크 게시판' 을 이용한 것으로 홍 방 장의 방송국 출석 체크 게시판에만 존재하는 신에게 소원을 빌거나 사연을 보내는 것. [15] 전부 읽기에는 시간이 너무 걸려서 그날 그날 범위를 정하고 돌아간다."
19,"밑에서 위로, 중간부터 위로, 위에서 아래로의 세 가지 패턴. 요새는 시청자들의 일상이나 고민을 읽어 주고 자신의 느낀 점이나 홍 방장의 추억을 이야기하는 일상 다반사라는 코너로 변경하고, 갤 럭 시님, 우주 다큐 등은 2012년 4월부터 서서히 하지 않게 되었다."
20,대신 ' 갤 럭 시님' 의 대체 존재로 ' 홍 방교의 홍 방 신' 을 미는 모습을 보인다.
21,"거의 종교수준.. 일상 다반사는 2016년 10월 트위치 이적 직전까지 자주 했었고, 현재는 영상도 네 IRL 타임으로 대체된 모양. 호러 게임을 굉장히 많이 플레이해서 아프리카 메인에 호러 게임 방송국이라고 적힌 적도 있었지만 호러 게임뿐만 아니라 여러 가지 게임을 하고 있다."
22,특이한 점은 다른 사람들과 다르게 자신이 갖고 있는 모든 게임을 한번씩 돌려서 하며 3~4 일내에 엔딩을 본다는 점. 노멀 난이도 한 번과 최고 어려움 난이도 한 번으로 적어도 두 번 씩은 깨는 근성을 갖고 있기도 하다.PC
23,게임은 거의 하지 않았으나 새로 나온 콘솔들이 상황이 그렇고 그런지라... 최근엔 독점이 아닌 이상 PC 판으로 사서 XBOX 360의 패드를 연결해서 하고 있다.
24,패드를 좋아하는 이유는 본인이 편한 자세로 할 때 게임이 잘되기 때문이라고 한다.
25,3D 어지럼증도 한 몫 했었다.PC
26,/XBOX 360/PS2 /PS3 /Wii /NGC /XBOX ONE/PS4까지 거의 모든 콘솔기기를 가지고 있으며 오직 정품만을 쓴다.
27,다만 Wii는 개조판인데 이는 북미 판 게임이나 일본판 게임을 돌리기 위해서 라고 한다.
28,"[16] 보유 게임 타이틀은 패키지만 600개 이상이며, 스팀 자질구레한 거까지 다 더하면 총 700여개 정도. 홍 방장 전문 게임으로는 헤일로 시리즈, 데드 스페이스 시리즈, 더 라스트 오브 어스, 더 롱 다크 [17] [18], 폴 아웃 3, 뉴 베가스, 트로피 코 5 등이 있다."
29,유 튜브에서 데드 스페이스 2 봉침과 보온 밥통 편을 보면 감탄이 절로 나온다.
30,라스트 오브 어스 노 업 글 편도 마찬가지. 그러나 후속 작은 엄청나게 혹평하면서 2회 차는 할 수가 없다고 밝혔다.
31,"너 티 독과 닐 드럭만에게 쌍 욕을 퍼붓는 것은 덤. 홍 방장의 라오어 2 후기게임방송 중에 몇 안 되는 반말 방송 진행, 멀티 플레이 시 특유의 갈굼, 무조건 닥돌과 피지 컬 로 해결하려는 것 등의 특징이 있다."
32,"말버릇처럼 "" 닥 돌 앞에 장사 없다 ""를 말하곤 했는데 무조건 닥 돌 방식의 플레이는 어디까지나 방송의 재미를 위한 것이라고 한다."
33,"닥 돌 플레이 라 템도 챙겨 먹지 않고 상황에 맞는 플레이는 안하고 오직 피지 컬 로만 깨려고 해서 그나마 FPS 등의 전투게임에서는 봐줄 만 하지만, [26] 길을 쉽게 잃는다거나 맵 이해도가 부족해서 종종 시청자를 답답하게 만들기도 한다."
34,본인도 자신의 플레이가 깔끔하지 않고 시청자들에게 답답하게 보인다는 것을 알고 있다.
35,방송할 때 본인이 심심치 않게 ' 애들도 답답해 하겠다.
36,' 라며 자신이 길치라고 인정하는 모습이 자주 보인다.
37,"실제로 병원에서 공간 지각 능력이 "" 현저하게""(...) 떨어진다는 얘기를 들었다고"
38,방송에서 공언했다.
39,특히 이는 퍼즐 게임류를 할 때 가장 두드러지는데 유 튜브에 올라온 포탈 2를 보면 잘 알 수 있다.
40,"맵을 전부 둘러보지도 않고 앞서 언급되었듯 닥 돌하며 ' 왜 안 되지? 버근 가?' 만을 되풀이 하거나. 무언가 작동이 안 되면 게임 패드 버튼을 연타하며 "" 에이 잇 이거 왜 안 돼?"" 라고 말하는 것이 일쑤다."
41,그의 포탈 2 플레이 영상을 보려 한다면 새로운 실험실에 들어갈 때마다 최소 3분은 스킵하기를 권장 때에 따라서는 20 분한다.
42,"자신도 이런 점을 자각하고 있는지 게임을 하다가 길을 헤메기 시작하면 "" 신은 내게 길 찾는 능력을 주지 않았다."
