,sentences
0,"트위치에서 주로 배 틀 그라운드를 스트리밍하는 게임 스트 리머, 유 튜 버이자 롤 큐 소속 크리에 이 터이다."
1,"[8] Gen.G Esports 소속의 배 틀 그라운드 프로 게이 머였으며, 프로 게이 머 생활을 그만 둔 이후로 Gen.G Esports 소속의 스트리머가 되었다.2020"
2,"년 10월 개인방송을 통해, 젠지와의 계약이 만료되었다고 밝혔다."
3,"[9] 우승 경력 배틀 그라운드 AfreecaTV PUBG League Pilot Season Split 1 우승 AfreecaTV PUBG League Pilot Season Split 2 우승대회 출범 →KSV NOTITLE→OGN ENTUS ACEAfreecaTV PUBG League Pilot Season 정규 시즌 우승 AfreecaTV PUBG League Season 1 정규 시즌 우승대회 출범 →KSV NOTITLE→Gen .G GOLDAfreecaTV PUBG League Pilot Season 우승 AfreecaTV PUBG League Season 1 우승리그 출범 →KSV NOTITLE→OGN ENTUS FORCEPUBG Warfare Masters Pro Tour 정규 시즌 우승 4:33 →Gen .G BLACK→ 대 회 폐지 준우승 기록 배틀 그라운드 PUBG AfreecaTV Invitational Day 1 준우승대회 출범 →4entro→ 극심 팟 AfreecaTV PUBG League Pilot Season Split 3 준우승 NoBrand→KSV NOTITLE→ 대 회 변경 2017년 3월 초, 배틀 그라운드 클로즈 베타 시기에 맞춰 혜성처럼 등장하였다."
4,2017년 1월에 H1Z1 방송을 뜸하게 하다가 3월 말부터 배 틀 그라운드가 얼리 엑세스로 출시되면서 방송을 본격 시작했다.
5,"클로즈 베타 키가 매우 한정적으로 배포되어 국내 배틀 그라운드 방송인이 매우 적었던 시기였기에 블루 오션에서 방송을 시작한 셈. 배 그로 유명하기 이전에 뛰어난 실력 때문에 한 때 마우스 매크로를 사용한다는 의혹으로 궁지에 몰렸으나, 손 캠을 시작하여 논란을 종식시켰다."
6,당시 AR 총을 초당 9발에 이르는 단발광 클 과 임팩트 있는 독보적인 SR 실력으로 시청자를 끌어모았다.
7,"[10] 4entro( 지금은 탈퇴한 상태 )에서 포탑역할을 맡으며 독자적으로 3-5 천명, 최대 11000명 시청자를 보유하는 대기업 반열에 오르게 된다."
8,"대학생이기 때문에 정해진 방송 시간은 없지만 주로 평일에는 저녁 8시 이후부터 새벽 3시 정도까지, 주말에는 점심시간부터 저녁 늦게 까지 하는 편이다."
9,가끔 공 강일 때는 평일 낮에 방송을 킨다.
10,방송에서 종종 공부 안 하고 게임한다고 채찍을 맞는 모습을 볼 수 있다.
11,휴학 후엔 방송 시작이 점점 늦어지는 상황이다.
12,프로선수로 활동하며 방송시간이 불규칙적이었지만 스트리머로 전향한 이후 규칙적으로 방송을 진행하고 있다.
