,sentences
0,"샌 드박스 네트워크 소속 크리에 이 터 샌 드박스 네트워크 소속의 마인 크래프트 을 이용한 애니메이션, 영상을 제작하는 유 튜버 ' 만약에 ~ 된다면?' 을 주제로 삼는다."
1,대부분 ' 만약에 ~ 도구가 추가된다면?' 이 주제이거나 다른 게 주제인 경우도 있다 특이한 점은 동영상에서 등장하는 연구소는 영상마다 다른 컨셉을 하고 있다.
2,( 예: 금 헤드폰) [5] 그리고 트위치에서 배틀 그라운드 방송을 한다.2016
3,년 12월 18일에 구독자 10만 명을 돌파하였다.
4,2017년 12월 8일에는 샌 드박스 컬러앱에 추가 되었다.2017
5,년 4월 말쯤부터 2018년 1월까지 김 호랭이 유학 등으로 인해 영상 업 로드가 잘 되지 않았다.2018
6,년 12월 28일을 끝으로 유 튜브 동영상을 업 로드를 중단했다.2019
7,"년 7월 유 튜브 커뮤니티에 글이 올라왔다, 현재 군복무 중이며 이미 훈련소에서 수료를 마쳤다고.2019"
8,"년 11월 18일에 정식으로 입대하였다, 2021년 6월 23일에 제대 예정. 2020년 6월 18일 휴가를 나와 영상을 업 로드했다!"
9,에피소드는 김 호 랭/ 에피소드 목록 참고. 작성할 때에는 김 호 랭 시리즈에 지금도 자주 등장하는 캐릭터를 작성하는 것을 원칙으로 한다.
10,영상 내에 수많은 패러디가 나온다.
11,"예를 들어 김 정은이 핵폭탄 크리퍼, 도구에 출현하고 음식과 물약이 바뀐 에피소드에선 디오니소스의 명대사가 나온다."
12,"또, 비트 코인 편에서는 신과 함께 패러디가 나온다."
13,김 호 랭 시리즈의 배역들은 전부 1 인 2 역 이상씩 맡는다고
14,한다.
15,"[55] 김 호 랭 영상에서의 다이 아몬드는 불행의 대상인데 김 호 랭 영상 내용의 거의 전부인 도구 추가 에 피나 다른 아이템이랑 위치가 바뀌는 에피에선 다이 아몬드를 만나기만 하면 추가된 도구나 패치 때문에 다이 아몬드를 캐는 도중에, 혹은 목전에 두고 용암에 빠지거나 다이 아몬드가 사라져서 유저들도 거기에 휘말리거나 아니면 불만을 토로하며 근처 용암에 빠져 자살한다."
16,게다가 영상을 자세히 살피면 다이 아가 보인다.
17,최근 동영상 제목이 바뀌었다.
18,옛날엔 마인 크래프트 애니메이션[ 동 영상 제목] 이런 식이였으나 최근은 마인 크래프트 애니메이션 부분이 빠졌다.도
19,티의 스낵 비디오에 판소리를 내는 것으로 보아 목소리가 좋은 듯 하다. 블루 위 키: 나보다? 아프리카 TV에서 Q&A를 했을 땐 시청자들이 김호랭의 목소리가 좋다고
20,멘트까지 올려 놨을 정도면... 하지만 김 호 랭 본인은 이를 부정하고 있다.
21,같은 회사에서 비슷한 컨텐츠를 올리는 프 링 코믹 스는 프리즘 멤버들이 함께 운영하는데 비해 김호랭은 연기 외에 대부분 혼자 운영한다.
22,애니메이션의 질이 영 좋지 않지만 김 호 랭 특유의 병맛 때문에 구독자 수가 더 많다.
23,"김 호 랭 초창기에는 그냥 초원에서 일어나는 야생 서버 컨셉이였지만, 중반에 들어서면서 맵을 바꿨는데, 바로 개 왕이 다스리는 왕국맵이다. 이 왕국 맵의 이름은 Kingdom of Verona 라고 한다."
24,슬라 임도구 편에 나온 슬라 임도구는 김 호랭이 만든 거다.
25,[56] 언더 테일을 좋아하는지는 몰라도 가끔 언더 테일을 패러디하는 장면이 나오기도 한다.
26,"[57] 트위치에서 평일 오후 2~4 시, 주말 오전 11시~ 오후 1시에 시작되며, 주로 오버워치를 한다."
27,가끔 메이플스토리를 하는 경우도 있다.
28,참고로 생방송된 영상들은 생방송이 끝나고 나면 다시 보기를 할 수 없기 때문에 보고 싶다면 반드시 그 시간대에 시청하는 것을 바란다.
29,"참고로 생방송은 대략 2 시간 이상은 지속되는 듯 하다. 원래는 유 튜브에서 생방송을 하였으나, 끊김 현상으로 인해 트위치로 옮겼다."
30,"주인공 유저로 항상 유저 중에선 그가 먼저 말하고, 또 생각하는 것으로 거의 모든 사건의 그 원인을 제공하는 정신 나간 캐릭터. 항상 호랑이 얼굴의 실험 복인 하얀 가운과 보안경을 착용하고 있다."
