,sentences
0,아프리카 TV 와 유 튜브에서 활동하는 인터넷 방송인이다.
1,前 NNA[6] 소속 하스 스톤 게이 머. 前 트위치 스트 리머. 종합게임 방송을 주력으로 다양한 게임을 시도하고 있다.2014
2,"년 11월 13일, 게임 부문( 하스 스톤) 베스트 BJ2016 년 3월 1일, 아프리카 TV 컴백 .2016 년 7월 15일, 게임 부문( 하스 스톤) 베스트 BJ2016 년 12월 15일, 2016 아프리카 TV BJ 대상 대표 BJ 50 인 .2017 년 6월 7일, 파트너 BJ 2017년 12월 29일, 2017 아프리카 TV BJ 대상 종합게임 부문 수상 .2018 년 12월 28일, 2018 아프리카 TV BJ 대상 종합게임 부문 대상 수상 .2019 년 12월 27일, 2019 아프리카 TV BJ 대상 종합게임 부문 대상 수상 .2020 년 6월, 샌 드박스 네트워크에 합류 .2020 년 12월 24일, 2020 아프리카 TV BJ 대상 종합게임 부문 대상 수상. 내가 재능은 없지만 근성이 승리한다는 걸 꼭 보여줄게."
3,"엑스 컴 2: 선택된 자의 전쟁 전설 철인 켠 왕 중 100 번째 지구 [7 ]를 들어가며 선견자, 맘 가 비룡과 정자 말리, 거 흑 장인으로 유명하다."
4,"또 한 방송을 할 때 예능덱을 자주 만들어서 인지 덱 짜는 실력도 상당히 좋은 편. 주로 시즌 초 전설을 달 때는 어 그로 스랄이나 토큰 드루, 정규 전 전에는 미드 노루, 멀 록 기사 등 최상위덱이 아닌 덱으로 1 급 5 성을 달성한다."
5,그 후 전설 승강 전은 2017년 정규 전 기준 성기사의 죽음의 기사를 이용한 덱( 통칭 - 액 조 디아 덱 )으로 전설을 달성한다.
6,단 후에는 자신이 직접 덱을 만들어 다양한 덱을 돌린다.
7,"1991년 생으로 따 효 니와 룩 삼, Dawn, 얍 얍 과 나이가 같다."
8,심지어 룩삼과는 생일도 같다고
9,한다.
10,방송시간은 특별한 일이 없을 경우 오후 8시부터 새벽 2시 ~3 시까지 진행한다.
11,[8 ]2017 년 주 방송 컨텐츠는 하스 스톤이다.
12,하스 스톤 비제이라는 강박관념과 다양한 게임을 하는 종합게임 BJ로 발돋움하기 위해 다양한 게임을 한다.
13,2018년에는 하스 스톤의 비중이 조금씩 줄어들다가 본인이 유 튜브에 하스 스톤을 완전히 끊는다고
14,영상을 올리며 이제는 종합게임만을 하고 있다.
15,그리고 고양이 두 마리를 키우며 가끔 고양이 방송도 진행하기도 한다.
16,스팀 평가가 안 좋은 게임똥겜들을 진행하기도 한다.
17,"채팅 창은 매니저를 갈아 넣어서 클린한 편이지만 일종의 "" 선을 넘지 않은"" 어 그로 성 글을 자주 읽기 때문에 이에 따른 물타기가 많은 편이다."
18,가끔 이러한 물타기가 심각 해져서 일이 터지는 경우가 있는데 물타기로 번졌을 때에도 빠른 채팅 중에 어 그로 성 글을 읽거나 일종의 관심을 주기 때문에 잘 진압이 안되기도 한다.
19,"이런 면에선 대처가 미흡한 편. 최근 이러한 어 그로 끌림이 심해 지고 있어 팬들 입장에서는 불안한 상황. 게임 중이나 한 게임이 끝나고 다른 게임으로 넘어갈 때 "" ㄴ ㅇ ㅂ ㅈ""( 내일 보자) 채팅을 보면 힘이 빠지며 ' 방 종을 해야 하는 건가?"
20,' 같은 생각이 든다며 자제를 부탁했으나 이때 방송을 보지 못한 시청자나 봤음에도 신경을 쓰지 않는 시청자들은 여전히 이를 사용한다.
21,일부 시청자들은 이를 놀아 보자 라며 타요를 달래기도 한다.
22,최근 보면 당시 만큼 크게 신경을 쓰지는 않는 듯 보인다.
23,타 새요 끼 : 타요
24,새끼를 변형한 단어. 턱 돌이 : 자세한 것은 위의 사진 참조. 타요
25,"본인도 자신의 운을 시험할 때 "" 나는 턱 돌이다!"
26,"""를 말한 적이 있다."
27,자매 품으로는 룩삼의 코가 있다 맘 가 비룡 : BJ 리그에서 슬 시호를 상대 하는 중에 맘 가를 사용 후 전력 질주가 아닌 비룡을 사용하는 클릭 미스로 인한 별명. 길 잃은 타요
28,: 하수인 카드 길 잃은 타조의 이름에서 따옴. 블 로 우잡 타요
29,"[23] : B-blow J-job 타요에서 따옴. 불꽃의 토템 : HCC에 차 봉으로 참여하여 본인은 패배하고 선 봉과 중견이 이겨, 양옆의 하수인은 공격력 +2를 주고 본인은 아무런 데 미지도 없는 불꽃의 토템을 연상시킨다고 지어 진 별명. 10월 6일 NNA와 Overload 팀의 경기에서 타요를 제외하고 3:1 로 모두 이기면서 다시금 버프를 증명하였다."
30,뒤틀린 오지호 : 연예인 오지호를 미묘하게 닮았다고
31,하여 붙여진 별명. 도마뱀 새 x : 졌을 때에 이런저런 변명을 하며 말 돌리는 것이 도마뱀 꼬리를 자르는 듯 하다 하여 룩 삼이 붙여 준 별명. 선견자 타요
32,": 2014년 한중 마스터 즈 국가 대표 선발전 1 일차 경기에서 ' 페가 소스' 심규성 선수를 상대로 필드에 많은 하수인을 전개하고 8의 체력과 3의 마나를 남겨 둔 상태로 대지 고리 회 선견자를 내지 않고, 20% 의 확률을 뚫고 본체를 가격한 라 그나 로스에게 패배한 아쉬운 사건 이후 불리게 된 별명 타개 소환 사 : 9월 21일 HCC, 하필이면 타 요가 직관을 한 날 NNA 선수들이 미친 경기력으로 승리해, 마치 주술사 전설 카드 안개 소환 사처럼 팀원에게 버프를 준 것 같다고"
33,"하여 얻은 별명. [24] 타 완 용 : 블 리 즈 컨 아시아 국 대 선발전에 진출한 크라 니 쉬가 일본의 Kno 선수와 대결 할 때, Kno가 승리 시엔 신나 하고 크라 니 쉬가 이길 땐 시무룩 한 행동을 보이는 것을 보며 시청자들이 매국노-> 타 국 노-> 타 완 용으로 이어진 별명. 우리 일본이라는 말을 사용하였다."
34,[25] 전설 측정기 : 매 시즌마다 빠르게 전설을 찍고 예능덱을 플레이하는 타 요의 특성 상 날이 갈수록 등수가 떨어지는지라 [26] 레벨 업 타 요가 3000등이라면 전설은 3000명이 있다는 단순한 공식으로 전설등급의 유 저수를 측정이 가능하다 하여 붙게 된 별명. 내열 빛 폭 : 10월 12일에 있던 인 벤 HCC 경기에서 4 세트 Nuguya를 상대로 필드에 이 세라가 홀로 남은 상황에서 내열을 사용하고 필드를 정리하려는 듯이 빛 폭탄을 핸드에서 필드까지 거의 내놨다가 정신을 차리고 내려놓은 타요를 말한다.
35,"빛 폭탄을 사용하고 내면의 열정을 사용했다면 추가 드로 우인 깨어난 이 세라로 이길 수 있는 판이었지만, 이 실수로 살아남은 상대의 하수인들의 공격력에 영웅의 체력이 정확히 0이 되면서 패배했다."
36,하지만 5 세트라면? 타방 망 : 타요
37,방송 망했음 의 줄임말로 방송을 켠지 얼마 되지 않아 시청자가 적은 상태에서 타요를 놀리기 위해 채팅 창에 자주 나오는 별명. 착한 어린이라면 하지 말자 안 창살 : 본인의 이름 안 창현을 변형한 별명. 학창시절에 불렸다고
38,한다.X
39,밥 타선생 : 마스 카 개인방송에서 마스 카가 계속 지자 채팅으로 약올리던 타요를 증오의 8 인에서 가장 먼저 떨어진 걸 들먹이며 마스 카가 장난 식으로 집 밥 백선생을 패러디해 응수 했다.
40,창 내 : 고등학교 때 불렸던 별명. 등교하다가 지각을 했는데 날이 더워서 냄새가 심해서 이렇게 불렸다 한다.
41,"타 오후 : 하스 스톤 대화 해설을 맡게 되어, 방송을 통해 타 요의 본 모습을 볼 수 있는데 살이 꽤나 찐 모습을 본 시청자들이 타요"
42,+ 파오 후= 타 오후라고 부르고 있다.
43,배비 : 트위치 미국에 갔다온 사이 베스트 BJ를 잃자 다시 베스트 BJ가 되고 싶다며 노래를 부르자 시청자들이 지어 준 배신자 비제이 or 배 나온 비제이를 줄인 말 .100o : 별 풍 1000개 미션에서 선입 금으로 100개를 받은 후 기적 같은 승리로 입금을 기다리는데 미션을 제안한 청자가 오지 않았다.
44,알고 보니 100o 개 미션 였다 고... 타기 견 : 위에 서술된 별 풍 1000개 미션에서 통수를 당한 후 현실도 피로 주인님은 올 거라는 맹목적 믿음으로 생긴 별명이다.
45,타 읍 : 트위치에서 많을 때는 4000명이 보는 스트 리머였던
46,타 요가 트위치를 놔두고 아프리카로 이적하여 언급을 할 때 타 요가 아닌 타 읍이라 불렀다.
47,정자 말리 : 9 코스트 때 킬 각이었으나 정신 자극을 쓴 후에 말리고 스를 내서 1 코스트가 부족해 킬 을 내지 못했다.
48,그리고는 코스트가 안되잖아
49,애들 아 라고 외쳤다... ㅋ ㅅ ㅌ ㄱ ㅇ ㄷ ㅈ ㅇ ㅇ ㄷ ㅇ # 마법의 주둥아리 ( 마 조동)( ㅁ ㅈ ㄷ): 타 요가 말하는 대로 족족 카드가 나와서 생긴 별명이다.BJBlow
50,Job 싸 요 : 하스 스톤 하다가 가끔 씩 이길 확률이 높은 판 도중에 이 게임을 패배하면 닉네임을 싸 요로 바꾸겠다고
51,한다.
52,하지만 아쉽게도 그런 선언을 했던 게임은 다 이긴다 ..BJ 육 변기 : 다음 배신할 장소로 옮길 때 쓰는 닉네임이라고 한다.
53,트위치 최 자타 요 : 오현 민 과의 오버 워치 1:1 대결 닉네임변경 빵을 패한 후 블 리 자드 닉네임을 트위치 최 자타 요로 변경한 것이다.
