,sentences
0,"前 아프리카 TV BJ, 현 유 튜버. [1] 실제로 리 니지를 넘어 아프리카 TV에서 대통령이라고 불릴 정도로 아프리카 TV에서 최상 위 랭킹을 찍을 정도로 잘나갔던"
1,비제이였다.
2,아프리카 TV 철 구 이전에 대통령이라 불릴 정도로 인기를 구사하던
3,BJ. 특히 나 리니 지판에서 인 범의 인기는 거의 독보적이 다시 피 하였다.
4,리 니지를 몰라도 인 범은 아프리카 시청자라면 대부분 누 군지 알았을 정도이며 [2] 현재 철 구 및 여러 비제이들이 푸드 파이터 나 내기 미션을 할 때 나오는 BGM 들도 대부분 인 범으로부터 나온 것이다.
5,트레이드 마크는 위의 프로필 사진에서 보다시피 검은색 선글라스와 검은 싸인 펜으로 그린 수염이다.
6,"적절한 BGM과 조명, 수준급의 컨트롤, 거침없는 입담과 엄청난 리액션에 다양한 콘텐츠도 하면서 인기를 누렸으나 [3] 각종 불법 홍보와 과도한 노출 등으로 인해 아프리카 TV에서 퇴출당했고 [4] 그 후에는 인 범 TV( 구 쇼 맨) 과 유 튜브에서 방송을 하고 있다."
7,리 니지 M으로 잠시동안 인기를 누렸으나 개인 사업으로 인해 방송을 그만두었다가 그림 리퍼 서버가 나온 후 다시 복귀했다.
8,그림 리퍼 서버 이후에는 리 니지 외 다른 콘텐츠도 하는 모습을 보여주는 중. 특히나 아프리카 해외 선물 대부분이 불법이라는 걸 알고 저격하는 영상을 올려 화제가 되기도 했고 그로 인해 협박도 받았다.
9,현재는 영상이 내려가 있는 상태 이유는 알려 져 있지 않다.2020
10,년 6월 초에 근황을 알렸다.
11,"사람들의 우려와는 달리 협박을 받아서 방송을 그만둔 건 아니고, 문뜩 여러 사건에 휘말리고 과거 인터넷 방송을 했던"
12,본인의 영상들을 보면서 회의 감이 들었다고
13,밝혔다.
14,특히나 재미를 위해서 다른 사람들에게 욕을 하고 피해를 준 것에 대해 급 현 타가 와서 2년 가까이 쉬었다고
15,한다.
16,또 한 리 니지 M 에서 신 서버가 열린다는 소식에 인 범이 복귀하지 않겠냐
17,"는 이야기도 나왔으나 이후 올린 유 튜브 영상에서 "" 리 니지 M은 뽑기 도박장이다."
18,"악마도 이런 악마가 없다 ""라고 신랄하게 비판하며 완전히 손을 뗐음을 알렸다."
19,실시간 인터넷 방송 역시 하지 않겠다고
20,하고 가끔 씩 브이로 그 정도 나 올리겠다 한다.2020
21,"년 7월에 유 튜브 구독자 수 10만명을 달성하였고, 8월 12일 실버 버튼 개봉 리뷰를 하였다."
22,케이: 인 범의 유명한 절 친이며 인 범의 열혈로 처음에 리 니지 방송으로 시작했으나 그 후에는 남 캠 및 보라 비제이로 전향했다.
23,"철 구: 현 아프리카 TV 대통령. 과거에 둘이 서 합방한 적도 있으며, 철 구가 주로 쓰는 방송용 BGM 들은 대부분 인 범으로부터 영향을 받았다."
24,' 철 구가 인 범 이의 똥 받이다
25,"' 라는 질문이 많이 나왔는데, 시기상으로 철 구와 인 범과 정지당한 기간이 달랐기 때문에 애초에 똥 받이가 아니 다라고 인 범이 가 답했다."
26,만만: 아프리카에서 리 니지 M으로 잘나가는 비제이. 옛날 리 니지 방송 때 인 범이 가 만 만이의 방송을 보고 많은 영향을 받았다고
27,한다.
28,원재: 리니 지로 파트너 비제이까지 달 정도로 잘나갔던
29,"비제이. 원재가 풀은 썰에 의하면 고등학생 때 인 범이를 알게 되었으며 bj 사또, 케이랑 함께 친구 먹었다고"
30,한다.
