,sentences
0,폴란드 볼을 애니메이션으로 만들어 올리는 유 튜 버이다.
1,벨라 루스 인이다.
2,브레스트 주 이 바체 비치에 산다고 한다.
3,인근 도시인 코 사바를 소개하는 영상을 올린 바 있다.
4,"대부분의 영상에서 수염이나 입을 다는데 이 때문에 욕을 먹었는지 일부 시리즈에선 인트로 부분에 벨라 루스가 ""( 입 다는 거) 난 괜찮은데 ""라고 말하는 부분이 있다."
5,그 뒤로 간간히 일반적인 폴란드 볼 영상을 올리기도 하며  2018 년 10월 21일 올린 38 화부 터는 볼들이 입을 움직이지 않고 대사를 하는 방식으로 바꾸었다.
6,"벨라 루스 현 정권을 풍자하기도 하는데  특히 눈이 세 개 달리고 방사능 딱지가 붙어 있는 벨라 루스 소비 에트 사회주의 공화국이 자주 등장하는 것을 보면... [4] 한국 시청자가 많은지 한국어 자막이 지원되는 영상도 많고 [5] 100,000 명 구독자 영상에선 동아시아 국가가 하나도 없는데 한국만 혼자 있고 크리스마스 에피소드 등에 꼬박꼬박 나온다."
7,근데 눈이 좀 얇다.
8,그렇게 안한 작품도 있지만. 벨라 루스 인임에도 동양의 십이지 개념을 알고 있는 것으로 보인다.2017
9,"년 크리스마스 기념 영상에는 닭이, 2018년 크리스마스 기념 영상에는 개가, 2019년 크리스마스 기념 영상에는 돼지가, 2020년 크리스마스 기념 영상에는 쥐가 등장한다."
10,"각각 육십 갑자 중 정유, 무술, 기해, 경 자를 상징한다.2017"
11,년 업 로드한 History of Belarus가 조 회수  550 만회를 찍어서 유명세를 타서 그런지 유 튜브에 비슷한 썸 네 일의 영상이 많이 보인다.
12,그의 작품과 캐릭터를 정리한 위 키도 있다.
13,다만 러시아 어밖에 없다.
14,# 경험치와 지식에 비해서 나이가 어린 것으로 보인다.
15,위 링크의 위 키에 따르면 2020년 현재 19살이라 한다( 물론 만 나이겠지만). 최근 동영상을 보면 한국어 자막이 지원되지 않는다.
16,아무래도 지원을 끊은 듯 하다. 러시아 어가 기본이고 영어가 선택이다.
17,왠 만하면 자막 설정에 들어가서 영어 자막으로 보자.. 만! 3시간 전에 올라온 동영상은 러시아 어만 지원된다.2020
18,년 6월까지 사용한 채널 아트 2020년 6월부터 쓰였던 채널 아트 2020년 벨라 루스 시위로 인해 채널 아트 바뀌기 전까지 사용한 채널 아트 채널 아트로 상단 이미지를 사용했지만 2020년 6월에 얼굴 공개 후 채널 아트를 변경하고 얼마 안가 다시 채널 아트를 변경했다.COUNTRYBALLS
