,sentences
0,Nerf 해 즈브로 사의 모형 근/ 원거리 무기 및 운동기구 등의 상표. [1] 미국 공식 홈페이지 한국 공식 홈페이지목표 소비자층은 (8~ )12 ~16 세( +a) 가량의 남자아이들. 그리고 성인들 [2] 쉽게 말해 뿅 망치의 총기 버전이다.
1,블 래스터류는 BB 탄과 같은 단단한 소재가 아닌 전용 스펀지 다트를 발사하게 되어 있어 매우 안전하다.
2,이 브랜드 말고도 Air zone이나 Buzz bee 같은 여러 브랜드가 군웅 할거하고 있지만 인지도 면에서는 Nerf가 압도적이다.
3,Tek Recon 등의 브랜드가 지향하는 일반적인 서 바이 벌 게임이 아닌 팀별 점수 경쟁 같은 캐주얼한 배 틀을 지향하는 편이다.
4,"이를 위해 다트에 맞으면 넘어지는 사격 판( 센 블 래스터에 맞으면 뜯겨 져 나간다), 점수 판, 사격 연습용 자동 표적 사출기 [3] 등의 보조용 구도 여럿 판매하고 있다."
5,총알 보관함이나 보호대도 여럿판매하니 안전하게 놀려면 사도록 하자. 에어건과 달리 눈에 맞아도 크게 다치지 않는 스펀지 다트 덕분에 게임에서 흔히 쓰는 ' 너 프' 라는 말의 기원이 되었다라고 알고 있지만 리 콘으로 5M 앞에서 눈에 제대로 맞아도 그냥 아프고 마는 정도. 어지 간한 BB 라면 거의 실명 수준이다.
6,그래도 사용 설명서에도 나와 있듯이 근거리에서 눈에 맞으면 실명까지 는 아니더라도 안과 치료를 요구하는 부상 쯤은 입을 수 있으니 주의하자. 구 글에 nerf gun eye라고 입력하면 자동 완성 어로 injury 나 damage 와 같은 단어가 뜨고 검색결과도 꽤 많다.
7,"너프탄에 직격 당한 눈의 사진도 보이는데, 꽤나 끔찍하다."
8,[4] 너 프라는 이름이 Non-Expanding Recreational Foam에서 따온 것이라는 설도 있지만 어디까지나 설일 뿐이다.
9,실제 너프라는 이름은 너프의 발명가 Reyn Guyer의 웹사이트에 따르면 오프 로드 경주용 차량의 롤 바에 두르는 스펀지의 이름에서 따온 것이라고 한다.
10,"# 보더 랜드나 매스 이펙트, 타이탄 폴, 데스티니, 헤일로에 그대로 넣어도 전혀 위화감 없을 거 같다 디자인도 미래지향적인 총기로 상당히 멋지며, 도색하면 더욱 간 지난다."
11,때문에 어른들도 도색해서 가지고 놀거나 하는 경우가 종종 있다.
12,다만 모나카식 접합이라 한쪽 편에 나사구멍이 왕창 있다는 외양상의 문제는 있다.
13,"출처 1, 출처 2 출처 3 단점이 있다면, 탄이 크고 [5] 정도다."
14,"스펀지 재질이라 공기 저항을 받다 보니 탄 속이 날아오는 다트를 눈으로 보고 피할 수 있는 수준이고 덕분에 사거리가 짧다는 점, 외관이 SF 틱해서 SF 틱한 외형을 싫어하는 사람 [6] 의 경우 위화감을 느낄 수 있다는 점 정도인데, 외형이야 취향 문제이고 미국이나 유럽권에서는 오히려 SF 틱한 외형을 선호하는 편이라고 한다."
15,미국 같은 곳은 실총 디자인 갖고 놀고 싶으면 그냥 실총 사서 놀면 되니까.(...) [7] 물론 라이벌 시리즈의 경우 탄 속이 더 빠르거니와 사거리가 더 길고 맞으면 꽤 아프다.
16,대놓고 제한 나이가 14살로 좀더 높으며 악세사리도 언듯 보면 실제 총기에 쓰이는 악세사리와 비슷하다.
17,웬만큼 나이가 지긋한 어른도 친구나 친한 지인끼리 있을 때 우연히 그 자리에 너 프 건 2개가 있으면 순식간에 어른을 코흘리개로 바꾸는 마법의 무기이기도 하다.
18,"(...) 최초로 등장한 너 프 상표의 제품은 1969년에 모노 폴리 등 보드게임이나 장난감을 생산하던 기업 파 커 브라더스 사에서 발매한 공. [8] 집안에서 던져도 창문이나 전등이 깨지지 않고 다칠 염려가 없는 말랑한 재질의 공은 큰 인기를 끌었고, 다양한 라인업으로 파생되다가 1980년대 말에 흔히 너 프하면 떠올리는 너 프 블 래스터가 처음 등장하게 된다."
19,1991년에 파 커 브라더 스는 피 규 어 제작 회사였던
20,Kenner Product란 회사에게 인수당했지만 같은 해 해 즈브 로에게 Kenner가 인수되면서 해 즈브로의 하위 기업이 되었고 지금까지 이어져 오고 있다.
21,  자 세한 내용은 너 프( 장난감)/ 종류 문서를 의 번째 문단을의 부분을 참고하십시오.
22,말 그대로 너프건으로 전투를 하는 것이다.
23,유 튜브에서 검색하면 쓸데없이 퀼리티가 엄청 높은 것부터 그냥 애들 장난 수준(...) 같은 영상 등 여러 가지 영상을 찾아볼 수 있다.
24,주일 미군 대민 이벤트의 성격으로 주일 주둔 미국 해병대(...) 와 그 군인들의 어린이들이 너프전쟁을 벌이는 영상도 있다.
25,할아버지는 실총으로 손자는 너프건으로 미 해병대와 싸웠다 말랑 팡스 카페 공식 유 튜브 현재 국내에서 사실상 유일하게 살아 있는 너 프 커뮤니티이다.
26,"서울지역 너 프 커뮤니티로 시작했지만, 지역 구분 없이 활동이 가능하다."
27,서울 한정으로나마 정기적으로 오프라인 너프워를 주최하는 거의 유일한 너 프 커뮤니티. 카페 공식 유 튜브도 있다.
28,한국의 어느 에어 소프트 건 유저가 국내의 모의 총포 법이 얼마나 터무니 없는 지를 알려주고자 총포협회에 검사 의뢰를 맡긴 적이 있다.
29,결과는 외형이나 발사 에너지는 문제가 없었으나 탄의 무게가 0.2g 을 초과해서 모의 총포 판정이 나와 버렸다... 결국 나중에 총포협회에서 말을 바꿔서 모의 총포가 아니라고 하긴 했지만 이미 늦어도 한참 늦어서 사람들에게 웃음거리가 되 버렸다 압축 공기 펌프를 사용하는 방식의 총들은 간단한 구조로 인해 영락없이 마개 조의 대상이 된다.
30,"간단히 펌프를 강한 것으로 바꾸는 것부터 수소 펌프, 프로판 가스까지 무궁무진한 개조가 이루어지는 중. 일명 너 프 4 총사 .PDK Films 유 튜브 너 프 전쟁 1 인칭 슈터 비디오, 개조 너 프 건 리뷰, 너 프 관련 코미디 비디오 등을 만들어 올린다."
31,"1 인칭 슈터 비디오들은 퀼리티가 광장히 높으며, 촬영에 동원되는 장비와 인원 수도 엄청 많다."
32,너프전쟁을 좋아하는 사람이 아니라도 한 번 쯤 보는 것도 나쁘지 않다.
33,"근데 막상 비디오를 보면 지 혼자 온수 욕조를 차지하려고 하거나, 브리또와 야채 주스 하나 만들겠다고"
34,사람들을 학살하는 것을 보면 비디오 속 주인공은 파이로 수준급의 사이코다.
35,  자 세한 내용은 PDK Films 문서를 의 번째 문단을의 부분을 참고하십시오.Aaron
36,"Esser 유 튜브 너 프 건들을 사용하여 콜 오브 듀티 시리즈의 건 게임을 재현하고 있으며 [9] [10], 가끔 씩은 병맛 비디오(...) 도 올리기도 한다."
37,그의 너 프 건 컬렉션은 엄청난데 막상 그의 친구 LordDraconical의 말을 들어보면 엄청난 너 프 뉴 비라고 한다.
38,"그의 채널 배경에도 써 있는 것은 덤 LordDraconical 유 튜브 Aaron Esser의 친구로, 너프건들을 도색 및 개조하는 사람이다."
39,개조 관련으로 전문적이고 정보도 많으므로 너프건을 개조하고 싶다면 한번 보는 것을 추천한다.
40,여담으로 Aaron Esser가 이 사람이 세계에서 너 프 건을 가장 많이 소장하고 있다고
41,말했다.Coop772
42,유 튜브 리뷰 전문. 가끔 너 프 외에 다른 브랜드의 제품들도 리뷰한다.
43,굉장히 전문적이고 디테일한 리 뷰를 볼 수 있다.
44,"기능, 실 사격 영상, 성능 비교, 탄 속 측정, 집 탄 테스트 등의 정보를 제공하며, 자신이 쓰면서 불편했던 점 [11] 등을 디테일하게 설명해 준다."
45,각종 액세서리와 장비들도 리뷰한다.
46,과거에는 모 딩 튜 토리 얼 영상도 올라왔지만 요즘은 모 딩 키트 리뷰 영상이 많이 올라온다.
47,너 프워 영상도 아주 가끔 올라온다.
48,[12] 너프건이 매우 많다.
49,"좀비 스트라이크 시리즈, 메가 시리즈, 라이벌 시리즈 등등을 풀 세트(!) 로 소장하고 있는 것은 기본이고, 80~90 년대에 팔 던 단종된 너프건들이나 공들을 가지고 있으며, 정식 출시되지 않은 너프건들도 미리 구해서 리뷰한다."
50,여담으로 이 4명이 모두 만나서 배 틀로 대결을 한 적이 있다.
51,"코너 Korner 또 치의 너 프 창고 Nerf Arena Blast 최초 출시 일: 1999년 10월 31 일 엔진: 언 리얼 엔진 디자이너: 진저 개발: Visionary Media, Inc., VMI 출시: 아 타리, Hasbro Interactive 플랫폼: 마이크로 소프트 윈도우, IBM PC 호환기종"
