,sentences
0,"Hong ""Madlife"" Min-gi 대한민국의 前 리그 오브 레 전드 프로 게이 머, 前 CJ Entus, Gold Coin United 소속 서포터. 現 트위치 스트 리머. MadLife( 매 드라이프) 라는 아이디를 사용하며, 보통 매라라고 줄여서 부른다."
1,"2011년 말 WCG 2011 중순 국가 대표 선발 최종전 이전 까지는 지존 x 어둠 팀의 원 딜러를 담당했으나 [6], 이후 MiG로 팀이 재정비되고 로 코도 코가 영입되는 과정에서 서포터 포지션으로 전향하여 자리를 굳혔다."
2,다른 라인도 수준급으로 소화하며 특히 리 신은 클 템이 자신보다 잘한다고 평할 정도. 또 한 CLG.PRIME 의 서포터를 담당하던 프로 게이 머 이자 유명 선수였던 ' 챠 우스터' 스티브 챠우는 매 드라이프가 프로스트의 최종 보스가 아니냐
3,는 진담 섞인 농담을 한 적이 있다.2018
4,"년 6월 20일, 은퇴를 선언했고, 2019년 1월 16일부터 2019 스무 살 우리 LoL Champions Korea Spring, 2019 우리 은행 LoL Champions Korea Summer에서 빛 돌, 캡 잭, 김 민아와 함께 분석 데스크에서 활동했으며 현재는 인터넷 방송인으로 활동 중이다."
5,"우승 기록 리그 오브 레 전드 리그 오브 레 전드 신림 토너먼트 우승대회 출범 →MiG Frost[25]→ 폐지 LOL 인비 테 이셔 널 우승대회 출범 →MiG→ 롤 챔스로 개편 Azubu the Champions Summer 2012 우승 MiG Blaze→Azubu Frost→ 나 진 소드 2013 리그 오브 레 전드 올스타 전 우승 2014 리그 오브 레 전드 올스타 전 우승 2015 리그 오브 레 전드 올스타 전 우승 올스타 전 출범→ 한국 대표 팀 Team IceTeam Fire→Team Ice 빅 파일 NLB Spring 2014 우승 CJ Entus Blaze→CJ Entus Frost→SKT T1 K2017 CS NA Spring 우승 2017 CS NA Summer 우승 [26 ]Cloud9 Challenger[27] →Gold Coin United→ 리그 개편 2019 리그 오브 레 전드 올스타 전 우승 [28 ]EAST →LCK →LCK, Team BWI 준우승 기록 리그 오브 레 전드 인 벤 올스타 토너먼트 2011 준우승대회 출범 →MiG→ 폐지리그 디스 네 임드 초청 토너먼트 준우승대회 출범 →MiG Frost→ 폐지 인 벤 네 임드 챔피언십 준우승대회 출범 →MiG Frost→ 폐지 Azubu the Champions Spring 2012 준우승 (CLG) [29] →MiG Frost→CLG .EU 리그 오브 레 전드 시즌 2 월드 챔피언십 준우승 against All authority→Azubu Frost→Royal ClubOLYMPUS Champions Winter 2012-2013 준우승 CLG.EU →Azubu Frost→CJ Entus BlazeIEM Season VII World Championship 준우승 Dignitas→CJ Entus Frost→FnaticIEM Season VIII Singapore 준우승 Absolute Legends NA→CJ Entus Frost→ 폐지 NAVER 2015 LoL KeSPA Cup 준우승케 스파 컵 출범 →CJ Entus→ 콩두 몬스터 2016 리그 오브 레 전드 올스타 전 준우승 Team Ice→Team Fire→LMSRCK Season1 준우승대회 출범 →Team Noxus→Team Noxus 수상 기록 리그 오브 레 전드 2012 대한민국 e- 스포츠 대상 서포터 부문 최우수 선수상 시상 출범→ 홍 민 기 (CJ Entus Frost)→ 이 정현 (SK telecom T1 K) 연도 소속대회 결과 2011년 MiG 인 벤 올스타 토너먼트 2011 준우승 WCG 2011 국가 대표 선발전 2위 2012년 MiG 프 로스트리그 오브 레 전드 신림 토너먼트 우승리그 디스 네 임드 초청 토너먼트 준우승 LOL 인비 테 이셔 널 우 승인 벤 네 임드 챔피언십 준우승 Azubu the Champions Spring 2012 준우승 아주 부 프 로스트 Azubu the Champions Summer 2012 우승리그 오브 레 전드 시즌 2 월드 챔피언십 준우승 IEM Season VII - Katowice4 강 OLYMPUS Champions Winter 2012-2013 준우승 2012 대한민국 e 스포츠 대상리그 오브 레 전드 서포터 부문 최우수 선수상 2013년 CJ 엔 투스 프 로스트 IEM Season VII - World Championship 준우승 OLYMPUS Champions Spring 20134위 HOT6 Champions Summer 20134위 리그 오브 레 전드 시즌 3 월드 챔피언십 선발전 3위 IEM Season Ⅷ - Singapore 준우승 PANDORA TV Champions Winter 2013-20148 강 ZOTAC NLB Winter 2013-20148 강리그 오브 레 전드 올스타 2013 우승 2014년 HOT6 Champions Spring 20148 강 빅 파일 NLB Spring 2014 우승 HOT6 Champions Summer 201416 강 IT ENJOY NLB Summer 20148 강리그 오브 레 전드 올스타 2014 우승 2015년 CJ 엔 투스 IEM Season Ⅸ - World Championship8 강 2015 SBENU LOL Champions Korea Spring3 위 2015 SBENU LOL Champions Korea Summer4 위 NAVER 2015 LoL KeSPA Cup 준우승리그 오브 레 전드 올스타 2015 우승 2016년 2016 꼬깔 콘 LOL Champions Korea Spring8 위 2016 코카- 콜라 제로 LOL Champions Korea Summer10 위 2016 LoL KeSPA Cup12 강리그 오브 레 전드 올스타 2016 준우승 2017년 Gold Coin United2017 CS NA Spring 우승 2017 CS NA Summer 우승 2019년 LCK2019 리그 오브 레 전드 올스타 전 우승 2020년 Team NoxusRCK Season1 준우승 통산 기록 전체 통산 282승 232패 승률 54.8% /LCK 통산 451전 240승 211패 승률 53.2%LCK 445 킬 /1122 데스 /4066 어 시스트 KDA 4 킬 관여율 72.7%   자 세한 내용은 홍 민 기( 프로 게이 머)/ 선수 경력 문서를 의 번째 문단을의 부분을 참고하십시오.2017"
6,년 5 월경 방송을 시작한 것으로 추측된다.
7,17년 5월 15일 첫 포스팅이 올라왔다.
8,"롤이 주요 컨텐츠 이지만 로딩이나 밴 픽 을 하는 중간 중간 하스 스톤이나 osu!, IWBT 시리즈 등을 플레이한다."
9,[30] 최근에는 구 CJ 멤 버들과 스팀게임 등을 즐기는 모습도 포착되고 있다.
