,sentences
0,대한민국의 종합 게임 인터넷 방송인. 머 독이 밝힌 ' 머 독 (Murdoc)' 이라는 닉네임을 짓게 된 이유는 각진 글자를 좋아하기 때문. 머 독과 멀 더 중에 고민하다가 머 독을 선택했다고
1,한다.
2,로드 독 제시 제임스라는 레슬링 선수를 좋아해서 로드 독으로 지을지도 고민했었다고.
3,2015년 7월에 형 독이 방송에서 머 독이 닉네임을 짓던 당시 철권의 크레이 그 머 독이라는 캐릭터를 좋아해서 닉네임을 머 독이라고 지었다고
4,말했는데 [18] 머 독 본인은 한 번도 자기 닉네임을 크레이 그 머 독에서 따왔다고
5,한 적이 없다.
6,스펠링이 Murdoc 이고 머 독의 오너캐가 머 독 니칼즈에서 따온 것이기 때문에 머 독이라는 닉네임이 머 독 니칼즈에서 따온 것이라 생각하는 시청자들이 많았는데 머 독은 머 독이라는 닉네임은 머 독 니칼즈에서 따온 것이 아니라고 확실히 했다.
7,머 독이 영정 이전에 썼던 ' 모 아드' 라는 닉네임은 어린 시절에 푹 빠졌던 모바일 게임인 에 픽 크로니 클 PE의 보스 이름에서 따온 것이라고. 또 다른 자주 사용한 ' 보이 맨' 이라는 닉네임은 남자 (Boy) 와 남자 (Man) 가 합쳐 진 것이므로 상 남자를 뜻한다고 한다.
8,"아프리카 TV 아이디인 spbabobj 와 다른 곳에서 쓰는 아이디 spbabojs는 슈퍼 바보 BJ, 슈퍼 바보 진수라는 뜻이며 Simon D의 트위터 아이디인 babospmc에서 따온 것으로 보인다."
9,네이버 등에서 사용하는 dope6 라는 아이디는 Dope의 '6-6 -Sick' 라는 노래에서 따온 것으로 보인다.
10,트위치 아이디인 ajehr은 한글로 치면 머 독이고 그대로 읽으면 아 제 르다.
11,모 아드 때의 아프리카 TV 아이디 wlstn9947 은 한글로 치면 진수 9947이다.
12,"참고로 형 독의 아프리카 TV, 트위치 아이디는 머 독의 모 아드 때의 아프리카 TV 아이디와 마찬가지로 본인 이름을 영어로 친 것과 9947을 합친 것 (alstn9947) 이다."
