,sentences
0,"""You and this Army, Clash of Clans!"""" 우리의 전투는 계속된다!"
1,"클래 시 오브 클 랜!""''การต่อสู้ของเราจะมีต่อไป! แคลร์ ออฟ แคลแลน!'''' 我們的戰鬥還在繼續! Clash of Clan!'''' 我们的战斗继续! 克兰的经典!'''' 私たちの 戦いは 続く!クラッシュ・オブ・クラン!'''' ¡Sigan batallando! Clash of Clan! ''''Notre bataille se poursuit ! Clash of Clan !'' 헤이 데이, 붐 비치, 클래 시 로얄, 브롤스타즈를 제작한 게임 기업 SUPERCELL에서 만든 모바일 게임이다."
2,마을을 꾸려서 자원을 생산하는 건물을 짓고 마을을 요새 화하고 다른 마을을 공격하여 자원을 약탈하며 더욱더 강해 지는 전략게임이다.
3,"게임 특성상 멀티 플레이 위주이기 때문에 인터넷 연결이 필수이며, 2013년 12월 8 일 업데이트로 한국어를 지원하고 있다."
4,구 글 플레이 스토어 기준 다운로드 수는 5억을 돌파하였다.2014
5,년 게임 제작 사인 슈퍼 셀이 일본의 소프트 뱅크에 인수되면서 한국에 어마어마한 광고 물량을 퍼부었다.
6,"지하철역이나 버스 정류장이 거의 클래 시 오브 클 랜 광고로 도배되다 시피 했고 TV 광고도 황금 시간 대나 야구 중계처럼 시청률 높은 방송의 앞뒤에 깔아 놨는데, 소프트 뱅크의 금 전력을 짐 작게 하는 부분. 유 튜브에서도 한때 거의 클 오 클 광고만 나올 정도였다."
7,"한국에서는 수익의 대부분을 광고로 집행하는데, TV 광고에만 한 해 150억원을 쓰고 있다고"
8,한다.
9,정말 어마어마한 액수다.
10,"2018년 6월 11 일 업데이트 이후 안 드로 이드 버전 v7.0 이하 또는 아이 폰 8 미만의 기종에서 접속이 안 되고 이후 네트워크 및 전화, 심하게는 아예 조작 자체가 멈추는 현상이 발생했었다."
11,슈퍼 셀에서 해당 버그 수정 방안에 대한 글을 올렸고 결국 13일 아침의 긴급 업데이트로 이 문제가 해결되었다.
12,클래 시 오브 클 랜 관련 문서 [ 펼치기 · 접기 ] 플레이 관련마을 플레이 방식 · 멀티 플레이 · 싱글 플레이 · 연습장인 기지 플레이 방식 클 랜 관련 클 랜 · 클 랜 게임 · 클 랜 전 리그 기타 시즌 도전 게임 요소마을 군대 · 건물 · 방어 시설 장인 기지 유닛 · 건물 기타 장애물/ 장식품 · 마법 아이템 · 영웅 스킨 전략마을 멀티 플레이 공격 전략 · 클 랜 전 공격 전략 · 방어 전략 · 팁 · 용어 장인 기지공격 전략 · 방어 전략 · 팁 클 랜 관련 팁 대규모 업데이트 2015년 · 2018년 · 2019년 · 2020년( 상반기 · 중반기) 기타 패치 기록 · 문제점 · 광고 · 클래 시 어 라마 e 스포츠 코리안 클래 시 인 비테 이셔 널 2015 · 클래 시 인 비테 이셔 널 1차 클 랜대전 클래 시 오브 클 랜 갤러리 - 디시 인사이드 사이트의 클래 시 오브 클 랜 부분 갤 러리 이다.
13,"주로 ' 콬 갤' 이라고 불리며, 타 커뮤니티에 비해 이용층이 어린 편이다."
14,"클래 시 오브 클 랜 인 벤 - 국내 최대 클래 시 오브 클 랜 커뮤니티였으나, 지속적인 유저 이탈로 과거에 비해 글 리젠이 느리다."
15,"클래 시 오브 클 랜 헝 그리 앱 - 과거에는 정보 글이 많이 올라왔었지만 최근에는 클 랜, 계정거래의 온상으로 남아 있다.COC"
16,FORUM - 현존하는 클래 시 오브 클 랜 커뮤니티 중 가장 게임 관련 정보로 활발한 곳이다.
17,현질 유도가 노골적으로 심한 일부 국산 게임에 비교했을 때 클래 시 오브 클 랜이 훨씬 낫다고
18,평가하는 사람이 상당히 많다.
19,"이 게임에서 캐시인 보석이 게임 진행에 영구적으로 영향을 줄 수 있는 것은 오직 장인의 집 하나 뿐이며, 그 외에는 사지 않아도 게임에 아무런 영향을 주지 않는 장식품이나 업그레이드 즉시 완료 등 전부 단기 효과를 주는 편의성 아이템, 또는 게임 내 자원 뿐이다."
20,"그나마 그 장인의 집도 게임 내 밸런스에 직접적인 영향을 주진 않으며, 도전과제와 이벤트만 잘 참여해도 어렵지 않게 5 장인을 마련할 수 있다."
21,[1] 자원의 경우 약탈을 열심히 하면 보석으로 살 필요가 느껴지지 않을 정도로 벌린다.
22,"[2] 또한 랜덤 박스나 확률성 강화 시스템이 없고, 매칭 시스템도 운의 요소가 덜 작용된다."
23,"일반 마을은 자신이 원하는 마을이 나올 때까지 골드만 지불하면 무한 정으로 매칭이 가능하고, 장인 기지는 PvP 형식이 긴 하지만 매치 메이킹이 된 후에도 유닛을 내려놓기 전 까지는 유닛 조합을 자유롭게 바꿀 수 있다."
24,"조금 과장을 섞으면, 국산 모바일 게임 기준으로 봤을 때 클래 시 오브 클 랜은 19년 4 월 업데이트 전까지 현질 유도 시스템이 사실상 없다고 봐도 무방할 정도로 현질의 비중이 매우 낮았다."
25,현재도 모바일 게임 중 현질 유도 시스템이 가장 낮으며 혜 자인 게임 중 하나이다.
26,"요약하자면 과 금 유저가 무과 금 유저보다 업그레이드나 생산을 위해 기다리는 시간이 줄어드는 등 노가다 요소가 많이 줄어들어 마을 발전속도의 차이가 존재하는 것은 사실이나, 사실상 그게 전부라는 것. 보통 과 금 유도가 문제가 있다고"
27,"할 경우에 문제가 되는 것은 편의성을 부여한다는 점이 아니라, 그것으로 인한 게임 내 밸런스 붕괴를 초래하는 점이다."
28,하지만 현재까지 드러난 CoC의 과 금 체계에는 최소한 게임 내 밸런스 붕괴를 일으키는 요소는 없다.
29,이런 점은 게임 내 밸런스 붕괴를 일으키는 편의 제공의 대가로 과 금을 유도하는 게임들과 는 분명히 차별화된다고 볼 수 있다.
30,"그들은 플레이어의 역량을 빠르게 올려 줄 수 있는 아이템들은 물론이고, 상대 플레이어와의 경쟁에서도 유리한 위치를 점할 수 있는 아이템들까지 판매하여 게임 후반으로 갈수록 현질 없이는 다른 플레이어들을 이기기 힘든 기형적인 구조로 변질 되어간다."
31,"그래도 시간이 지날 수록 패키지, 거래상, 스킨 등이 생기는 등 과 금 유도가 조금씩 늘고 있기는 하지만, 따지고 보면 이러한 것 들 도 기존의 과 금 정책에서 크게 벗어나지 않기에, 크게 달라진 점은 없다."
32,이 덕분인지 금방 나타났다 사라지는 다른 게임들과 달리 현재 기준으로 서비스를 시작한 지 8년이 넘은 모바일 게임인데도 인기도가 상당히 높고 신규 유저가 꾸준히 들어오는 게임이다.
33,2019년 4 월 업데이트에서 추가된 막대한 혜택을 부과하는 골드 패스로 인해 현질 유도의 비중이 증가했다.
34,"[3] [4] 단, 골드 패스로 인한 현질 유도가 늘은 것은 사실이나, 그것이 게임의 밸런스 자체에 개입하진 않는다."
35,"골드 패스는 게임 내 비용 지출, 시간 소요의 감소와 추가 아이템 지급만 제공하고 유닛이나 방어 건물의 능력치 등 다른 플레이어에게도 직접적으로 영향을 주는 요소를 유리하게 바꿔 주진 않기 때문에 골드 패스를 사도 게임을 ‘ 빠르게’ 진행할 순 있지만 게임을 ‘ 이기면서’ 진행할 순 없다."
36,"또 한 골드 패스를 통해서 얻을 수 있는 특전들을 보자면, 1 보석 지원은 유닛의 생산 시간과 생산 비용을 약간 줄여 주는 셈이고, 영웅 스킨도 치장용 아이템일 뿐이지 영웅의 능력치에는 전혀 영향을 끼치지 않는다."
37,하지만 골드 패스가 어떻든 지간에 현질 유도가 심한 게임에 적응된 유저들은 클 오 클 의 골드 패스가 조금만 지불하면 오히려 퍼 준다고 생각하는 유저도 있을 정도이다.
38,일단 골드/ 엘 릭 서/ 다크 엘릭서 룬이나 영웅/ 유닛/ 마법/ 건물의 책 같은 통째로 퍼 주는 시스템 자체를 클 오 클 이 아닌 타 게임에서는 보기가 매우 드물다.
39,"즉, 골드 패스를 구입하지 않아도 골드 패스를 구입한 유저들과 대등하게 경쟁할 수 있고 골드 패스를 구입한 유저들도 일반 유저들보다 뒤쳐질 수 있기 때문에 밸런스 붕괴 소리까진 나오지 않는 것이다."
