,sentences
0,주로 포켓 몬스터에 관한 정보를 알리는 유 튜버 겸 스트 리머 [4] 이다.
1,클린한 진행과 장난끼 서리면서도 젠 틀하고 서글서글 한 목소리가 특징. 팽 도리를 팽도 르라고 오기한 적이 있었다.
2,그래서 가끔 팽 도리가 영상에서 언급되면 팽도 르 드립이 올라오기도 한다.
3,포켓 몬 고를 하지 않는다고
4,밝혔다.
5,포켓 몬 스마일을 해봤다고
6,한다.
7,드래곤 타입을 좋아한다고 한다.
8,이로치 포켓 몬 중에서는 메가가 디 안을 좋아한다고 한다.
9,귀 뚤톡크를 극혐 한다고 한다.
10,[ 이유] 근데 다른 벌레 포켓 몬 들은 괜찮다고...
11,귀 뚤톡크도 싫어하는 건 아니라고 한다.
12,"그저 보기 힘든 것일 뿐 가장 재미있게 즐긴 Wii 타이틀은 슈퍼 마리오 Wii 갤 럭 시 어드벤처이며, 뉴 슈퍼 마리오 브라더스 Wii도 꽤 즐겁게 플레이했다고"
13,한다.
14,최악의 마리오 시리즈 타이틀로 슈퍼 마리오 선샤인을 꼽았다.
15,가장 좋아하는 포켓 몬은 이상 해씨라고 밝힌 바 있다.
16,"반면, 가장 싫어하는 포켓 몬은 딱히 없다고 한다."
17,[17] 포켓 몬스터의 숨겨 진 요소나 더미 데이터 등을 세대마다 10편 씩 구성해서 올린다.
18,현재는 6 세대까지 끝나고 7 세대를 업 로드 중이다.
19,어떤 포켓 몬 계열을 자세하게 설명한다.
20,주제는 매번 어원 편 영상 댓 글 창의 고정 댓 글에서 누적 표를 가장 많이 받은 포켓몬으로 선정된다.
21,매번 영상마다 댓 글로 표를 달아 가장 누적 득표수가 높은 포켓 몬이 된다.
22,"전설의 포켓 몬은 투표에서 제외 이지만, 실수로 실 버디를 투표대상에 넣은 적이 있는 탓에 실 버디를 주제로 영상이 제작된 적 있다."
23,종종 하기는 하나 텀이 길다.
24,어원 편이 그냥 일반 포켓 몬을 위한 거라면 이것은 전설 혹은 환상의 포켓 몬을 위한 콘텐츠다.
25,전설의 포켓 몬에 대한 이야기는 어원 편과 달리 포켓 몬스터에 대한 10가지 이야기의 한 세대가 끝나면 그 세대의 전설의 포켓 몬을 소개한다.
26,포켓 몬스터 시리즈 패키지를 소개하는 것과 함께 해당 세대를 리뷰한다.
27,현재 4 세대 진행 중이다.
28,포켓 몬스터의 신작의 소식을 정리해서 보여준다.
29,그렇게 자주 하지는 않지만 가끔 유 튜브에 당일 공지 후 라이브를 한다.
30,"유 튜브와 트위치를 연동해서 하며, 엔딩까지 노 방종과 갑옷의 외딴 섬 공략을 라이브로 했다."
31,포켓 몬스터 실드 [5] 와 이로치 뽑기 방송 [6] 을 진행한 적 있다.
32,라이브 다시 보기 전용 채널을 개설해서 업 로드 중이다.
33,라이브 플레이 영상을 편집해서 올린다.
34,오버 워 치의 신기한 요소를 소개한다.
35,하지만 영상 한 편만 제작되고 이 콘텐츠는 종료되었다.1
36,회 용 게임(?) 지우와 레드를 세 대별로 비교하는 콘텐츠이다.
37,현재는 연재가 중단상태에 있다.
38,포켓 몬 배틀 콘텐츠이다.
39,대비되는 컨셉의 포켓 몬을 배 틀시키는 것이 특징으로 전자오랏맨의 지인인 부우와 같이 이 콘텐츠를 진행한다.
40,현재는 지인의 사정으로 올해 말까지 나올 수 없을 것 같다고
41,하여 자연스럽게 이 컨텐츠도 중단되었다.
42,포켓 몬스터 피 카 츄 버전을 닌텐도 3DS 의 버추 얼 콘솔로 플레이한다.
43,현재는 노력+ 비용+ 시간에 비해 조회 수가 안 나온다고 하여 연재가 중단되었다고
44,팬 카페에서 밝혔다.
